Time,IST Cap (pF),New IST Cap (pF),New IST Heated Cap (pF),E+E Cap (pF),E+E Humidity,Vaisala Cap(pF)
12:07:30,NaN,NaN,219.61307023504048,NaN,61.93,
12:07:30,189.05045756822628,169.6064552269118,219.58211428176463,233.00793977562395,61.93,
12:07:31,NaN,NaN,NaN,NaN,59.55,
12:07:32,188.71138408687966,169.3767850212386,219.28900351259475,231.69991724952857,59.55,
12:07:33,188.62442348853793,169.32876541625816,219.1988860762179,231.28895997788928,58.61,
12:07:34,188.63314564374895,169.32264193514592,219.21733809802285,230.95906334111555,57.9,
12:07:35,188.6608795340616,169.3926093644136,219.29307763829385,230.70481358330358,57.57,
12:07:36,188.58579819655353,169.3376538026778,219.1798695309405,230.47476394175487,57.43,
12:07:37,188.50948746408622,169.30672243871058,219.12752239762804,230.24078607651234,57.28,
12:07:38,188.45023059838056,169.2376123800018,219.01747942728275,230.0262221630135,56.99,
12:07:39,188.39506711729595,169.22016668392888,218.99570723547575,229.82009128543191,56.67,
12:07:40,188.39765428936252,169.2225089352319,219.00105990836326,229.6526999054228,56.46,
12:07:41,188.41646422173417,169.21859355736783,219.00203782172653,229.5277319554313,56.29,
12:07:42,188.42393969315793,169.22093577600927,219.00157459879063,229.4465188432505,56.15,
12:07:43,188.41034452411355,169.20164014107343,218.96236038612935,229.37450657698616,56.03,
12:07:44,189.44447343842643,169.49836026829277,219.32092913317695,229.66397524142934,56.53,
12:07:45,191.08412784049062,170.15627399783884,220.2111456990745,232.1273592218617,58.83,
12:07:46,190.52012797287986,170.41639291952697,220.7087891830654,233.20706348258994,61.52,
12:07:47,189.46339895092808,170.09478100223856,220.12678684208993,233.1206679639933,62.44,
12:07:48,189.23032013218491,169.90920050599837,219.91983071540758,232.8972124387136,62.29,
12:07:49,189.00027074621931,169.7227998892004,219.70452929449402,232.5514795263973,61.59,
12:07:50,188.9826935765329,169.57117187950018,219.5280733340108,232.19527756572913,60.6,
12:07:51,188.92148145446666,169.47120377025593,219.3343925911113,231.86798232289524,59.75,
