Time,IST Cap (pF),New IST Cap (pF),New IST Heated Cap (pF),E+E Cap (pF),E+E Humidity,Vaisala Cap(pF)
16:06:32,186.49851064322664,167.1719861813151,215.1464146614539,222.22098405261806,39.91,
16:06:32,186.45924256083296,167.1716085976451,215.14591350144147,222.19305172180876,39.91,
16:06:32,186.44201866526006,167.1679358050514,215.14295669301163,222.16307372436506,39.91,
16:06:33,186.40620383957463,167.16175754852156,215.13193184302878,222.13509973342957,39.98,
16:06:34,186.3803395043741,167.15691815346875,215.12246117135643,222.10602710617798,40.02,
16:06:35,186.36482348706468,167.1561287685381,215.11589721032433,222.06686956987753,40.05,
16:06:36,186.38377430138635,167.15111802068634,215.11740038098495,222.0404900626617,40.08,
16:06:37,186.38118809245185,167.14998548560916,215.11394311202008,222.01411525563194,40.06,
16:06:38,186.37512687618118,167.15152985447736,215.11043582287317,221.99121186572668,40.07,
16:06:39,186.36785380693402,167.15307424474923,215.11589721032433,221.96941491277914,40.07,
16:06:40,186.36656086141645,167.1503629960226,215.11589721032433,221.9542377260593,40.03,
16:06:41,186.36264170252286,167.1503629960226,215.11294102065395,221.93696178527696,40,
16:06:42,186.34413847776216,167.14476910901027,215.10697872180296,221.91249536327302,40,
16:06:43,186.33634209260492,167.14089130307158,215.09445369126433,221.88719314873342,39.97,
16:06:44,186.33117170287184,167.13975887192956,215.09049600907468,221.86530654978702,39.95,
16:06:45,186.33290860666892,167.13684205683575,215.09049600907468,221.84651919925494,39.92,
