Time,IST Cap (pF),Vaisala Cap(pF),E+E Humidity,Open (Reference) (pF)
15:23:56,NaN,NaN,58.25,NaN
15:23:56,188.88148690703397,246.88977543167044,58.25,45.81890650755414
15:23:56,188.88148690703397,246.88977543167044,58.25,45.81922173592371
15:23:56,188.87930200388038,246.89575142736095,58.25,45.81869471532041
15:23:58,NaN,NaN,58.25,NaN
15:23:58,188.8748086429669,246.89630591218764,58.23,45.81869471532041
15:23:59,188.88062118615534,246.89575142736095,58.23,45.81869471532041
15:24:00,188.8827648868283,246.89575142736095,58.26,45.818123376153494
15:24:01,188.88235263386463,246.89913997491828,58.25,45.8186503868992
15:24:02,188.88016771568948,246.89913997491828,58.24,45.81854695416653
15:24:03,188.88103343345045,246.90055702458258,58.24,45.818862178825576
15:24:04,188.87798283542557,246.89975608196897,58.25,45.81890650755414
15:24:05,188.8752620941335,246.90141958252514,58.23,45.81900994150431
15:24:06,188.8752620941335,246.9008650804717,58.21,45.8186503868992
15:24:07,188.87353074391945,246.89975608196897,58.2,45.818591282437644
15:24:08,188.8752620941335,246.9003105802864,58.21,45.81848292455517
