Time,IST Cap (pF),Vaisala Cap(pF),Open (Reference) (pF)
18:45:59,NaN,NaN,NaN
18:45:59,189.09678255055425,247.58809104605896,46.72284186785777
18:46:00,189.10376167489073,247.5846883054798,46.7225172685517
18:46:01,189.1121866947077,247.5846883054798,46.72365338092231
18:46:02,189.1717147603205,247.58580192194717,46.72344035669637
18:46:03,189.14878424579453,247.58697741414724,46.72365338092231
18:46:04,189.1258165953427,247.58635873299843,46.72333384512972
18:46:06,189.11739066469357,247.5875342291639,46.72365338092231
18:46:07,189.11392132750296,247.58809104605896,46.72316139860351
18:46:08,189.11086508573973,247.58864786483244,46.72333384512972
18:46:09,189.1095434906258,247.58580192194717,46.72333384512972
18:46:10,189.113467016607,247.58635873299843,46.72344035669637
18:46:11,189.11086508573973,247.5846883054798,46.72354686862723
18:46:12,189.14527273336196,247.58493577515654,46.72344035669637
18:46:13,189.25764830420053,247.58809104605896,46.72376496562209
18:46:14,189.2016753178568,247.6072714413596,46.723115751153436
18:46:15,189.16155045021267,247.61921391002895,46.72376496562209
