Time,IST Cap (pF),Vaisala Cap(pF),Open (Reference) (pF)
18:46:35,NaN,NaN,NaN
18:46:35,189.10157291383962,247.62354558886366,46.72300924069673
18:46:36,189.09810401190015,247.62181290369028,46.723115751153436
18:46:37,189.09851697141156,247.61810006812843,46.72300924069673
18:46:38,189.09186848770898,247.61352101927307,46.72333384512972
18:46:39,189.0896799331386,247.6117884393152,46.72376496562209
18:46:40,189.0866242789964,247.6043633026029,46.722948377742156
18:46:41,189.08489002175673,247.60324956090238,46.72333384512972
18:46:42,189.082247389937,247.59495860888032,46.72290273060425
18:46:43,189.07952223389606,247.59266938952496,46.72322226197432
18:46:44,189.08038932260945,247.58864786483244,46.72316139860351
18:46:45,189.08489002175673,247.58351282958202,46.72333384512972
18:46:46,189.08575714739416,247.58091443888168,46.72344035669637
18:46:47,189.08489002175673,247.57522286885347,46.72290273060425
18:46:48,189.0844358154701,247.57237715743764,46.72305488799073
18:46:49,189.08356869892182,247.56724262836258,46.72316139860351
18:46:50,189.08617006646088,247.56495379338116,46.72354686862723
18:46:51,189.1412242874482,247.56322172314302,46.72365338092231
18:46:52,189.11829931640062,247.56439705453658,46.72376496562209
18:46:53,189.10157291383962,247.56551053410385,46.72344035669637
18:46:54,189.09228142679441,247.56235569484045,46.72365338092231
18:46:55,189.0909600264823,247.55666476475938,46.72290273060425
18:46:56,189.08881278051683,247.55610805387582,46.72322226197432
18:46:57,189.08489002175673,247.55493278151064,46.722623777326135
18:46:58,189.08530293798302,247.55381937330608,46.72300924069673
18:46:59,189.08794563386027,247.54751020202903,46.722623777326135
18:47:00,189.0909600264823,247.5486854215362,46.72273028646477
18:47:01,189.090092865055,247.54751020202903,46.72333384512972
18:47:02,189.08530293798302,247.54695352202558,46.72327298154085
18:47:03,189.08402290208417,247.54522164069002,46.723115751153436
18:47:04,189.08530293798302,247.54410829800028,46.722623777326135
18:47:05,189.08489002175673,247.54262385276428,46.72290273060425
18:47:06,189.0909600264823,247.5386653974138,46.72322226197432
18:47:07,189.09314860327675,247.53977870338412,46.723115751153436
18:47:08,189.09851697141156,247.53810874724516,46.72344035669637
18:47:09,189.09764975800013,247.53922204946016,46.72290273060425
18:47:10,189.0950481535593,247.5386653974138,46.7225172685517
18:47:11,189.090092865055,247.53810874724516,46.72273028646477
18:47:12,189.08530293798302,247.5386653974138,46.72290273060425
18:47:13,189.08356869892182,247.5386653974138,46.72300924069673
18:47:14,189.08402290208417,247.5374902492599,46.72268463964647
18:47:15,189.0844358154701,247.5374902492599,46.7225172685517
18:47:16,189.08183448371958,247.5374902492599,46.72290273060425
18:47:17,189.0799351325395,247.53810874724516,46.72241076014146
18:47:18,189.0799351325395,247.5374902492599,46.72290273060425
18:47:19,189.082247389937,247.5374902492599,46.72279622087597
18:47:20,189.08617006646088,247.5358203162784,46.72268463964647
18:47:21,189.0909600264823,247.5369336030552,46.72300924069673
18:47:22,189.090092865055,247.5374902492599,46.72268463964647
18:47:23,189.0844358154701,247.5374902492599,46.72268463964647
18:47:24,189.08575714739416,247.5374902492599,46.7225172685517
18:47:25,189.08489002175673,247.53810874724516,46.72290273060425
18:47:26,189.08489002175673,247.53810874724516,46.72229918029277
18:47:27,189.08489002175673,247.53810874724516,46.72344035669637
18:47:28,189.0809673850653,247.5386653974138,46.72241076014146
18:47:29,189.08038932260945,247.5386653974138,46.72229918029277
18:47:30,189.0786551511472,247.53810874724516,46.72241076014146
18:47:31,189.0786551511472,247.53810874724516,46.722623777326135
18:47:32,189.0790680469504,247.5386653974138,46.72279622087597
18:47:33,189.08138028844243,247.53922204946016,46.7225172685517
18:47:34,189.08617006646088,247.53977870338412,46.72300924069673
18:47:35,189.0866242789964,247.54039720994635,46.72241076014146
18:47:36,189.0909600264823,247.54039720994635,46.72268463964647
18:47:37,189.09723680132956,247.5480668839103,46.72219267262826
18:47:38,189.09186848770898,247.5480668839103,46.721655068070774
18:47:39,189.09228142679441,247.5486854215362,46.72284186785777
18:47:40,189.09723680132956,247.5486854215362,46.72273028646477
18:47:41,189.0963283014159,247.55548948842988,46.72241076014146
18:47:42,189.09228142679441,247.55777819216033,46.72290273060425
18:47:43,189.0909600264823,247.55777819216033,46.72241076014146
18:47:44,189.09273566135067,247.55895348478845,46.72268463964647
18:47:45,189.0936028409578,247.5626649901411,46.72300924069673
18:47:46,189.09273566135067,247.56551053410385,46.72208616532796
18:47:47,189.09273566135067,247.56724262836258,46.72241076014146
18:47:48,189.09273566135067,247.56668588179696,46.72219267262826
18:47:49,189.09186848770898,247.56897474079923,46.722623777326135
18:47:50,189.09723680132956,247.56897474079923,46.72229918029277
18:47:51,189.095915349074,247.568356127128,46.72284186785777
18:47:52,189.09314860327675,247.57577964421722,46.72290273060425
