Time,IST Cap (pF),New IST Cap (pF),New IST Heated Cap (pF),E+E Cap (pF),E+E Humidity,Vaisala Cap(pF)
12:06:57,NaN,NaN,NaN,NaN,54.15,
12:06:57,188.23037811376082,169.0615312496952,218.71717611461847,228.65657417633673,54.15,
12:06:58,188.45458556070855,169.0699796569404,218.74065359558804,228.7282485878897,54.17,
12:06:59,188.44501305927346,169.09316366358206,218.77497759044857,228.81221364966746,54.2,
12:07:00,188.36878775470566,169.1016144420883,218.77446369862554,228.84778085256752,54.24,
12:07:01,188.30122576976194,169.09627152087128,218.7638779298945,228.84624145109103,54.26,
12:07:02,188.27193011196613,169.08429451957298,218.74214354140437,228.82128332329748,54.27,
12:07:03,188.23603789248776,169.06034433412256,218.71465905984147,228.7786880224583,54.24,
12:07:04,190.6097820941106,169.6285567680698,219.84174739669615,230.2276374880191,54.21,
12:07:05,190.8015014020119,170.44338821000147,221.07014431569363,232.1073096280842,54.17,
12:07:06,190.23658461447164,170.17347685969563,220.49128851610595,232.51555219048018,54.19,
12:07:07,190.22283446380186,170.13093273061563,220.28838744974595,232.8654938110835,54.27,
12:07:08,189.87648980115887,169.89636332693186,219.88269970680875,232.9568858506927,54.33,
12:07:09,189.49222749994055,169.698327741144,219.58769517196131,232.76236841620513,54.33,
12:07:10,189.2444175876245,169.5634222414318,219.41390900931313,232.45312150702145,54.31,
12:07:11,189.14440519829535,169.50722696415255,219.3345989372767,232.11264470050213,54.27,
12:07:12,189.06544319951672,169.56187939047953,219.29256191990368,231.82285187418316,54.56,
12:07:13,188.89467958063514,169.67698476616104,219.47962910460902,231.50456630417435,57.4,
12:07:14,188.87221163592537,169.91423026323798,219.94225887832113,231.22942369640947,61.24,
12:07:15,188.92857459705323,169.97798332021526,220.03153935363142,231.0275848661496,64.87,
12:07:16,189.1598151620659,170.10725310347812,220.39632399406946,230.9996484884164,68.02,
12:07:17,189.16460792076094,170.05117466447155,220.3315421627959,231.05781316169245,69.3,
12:07:18,189.06106704586705,169.92784338374466,220.10821987815126,231.03840390650177,67.74,
12:07:19,188.86392630484056,169.76273210169717,219.91118150923015,230.94451550149233,65.57,
12:07:20,188.7390528775167,169.66336668274857,219.78124590099358,230.75880303732012,63.43,
12:07:21,188.72719407931172,169.6033332939171,219.6166365332514,230.57904159372873,61.86,
12:07:22,188.7368704453172,169.50880411732348,219.43827311068964,230.44303889007284,60.87,
12:07:23,190.885574274094,170.15666173852836,220.34759209555463,232.14477134068056,60.06,
12:07:24,191.52618802147035,170.92277228374257,221.61538883653097,234.10711138385594,62.52,
12:07:25,190.54644112217397,170.64078281841623,220.91128075384816,234.30297555100148,64.78,
12:07:26,189.96872533869592,170.19530145646954,220.29399528767,234.20572426538772,65.68,
12:07:27,189.79482663950117,169.937552965255,219.97479358115595,233.93064011543242,65.19,
