Time,IST Cap (pF),Vaisala Cap(pF),Open (Reference) (pF)
17:05:49,188.89509187395657,247.1611934004805,46.730643412437765
17:05:51,NaN,NaN,NaN
17:05:51,188.93339981187114,247.14946916384346,46.73025785459098
17:05:51,188.93818396802902,247.14891382595982,46.73068907091981
17:05:52,188.9457317562655,247.14663078988042,46.730643412437765
17:05:52,188.94874274880658,247.14718612006925,46.73025785459098
17:05:52,188.94833027982054,247.1454584322951,46.730470925442766
17:05:53,188.94482434796953,247.14891382595982,46.731120293217444
17:05:53,188.94036989296046,247.14774145212985,46.73090214472087
17:05:53,188.92758483224605,247.14632227391763,46.731074634103386
17:05:54,188.9117908879169,247.1511968936738,46.73003971213337
17:05:54,188.90032811657053,247.15292464162118,46.73074994899999
17:05:54,188.89381376905393,247.15292464162118,46.730470925442766
17:05:55,188.88672258395198,247.15002450359893,46.73036438983471
17:05:55,188.8862690915134,247.14774145212985,46.73042526728042
17:05:55,188.88581560070787,247.14607546156333,46.730643412437765
17:05:56,188.88800061688397,247.14576694664035,46.73085648592653
17:05:56,188.89381376905393,247.14607546156333,46.73139424930704
17:05:56,188.90032811657053,247.1454584322951,46.731074634103386
17:05:57,188.9061418378344,247.14379246481286,46.73118117214026
17:05:57,188.90787363647382,247.14379246481286,46.730643412437765
17:05:57,188.90742006786178,247.1432371460621,46.731074634103386
17:05:58,188.90655416868375,247.1426201274231,46.73015131971156
17:05:58,188.90700773417737,247.1423733206145,46.730531803096675
17:05:58,188.90828597299327,247.13947336830643,46.72993317799993
17:05:59,188.90873954472403,247.1389180641128,46.730643412437765
17:05:59,188.90873954472403,247.13947336830643,46.73074994899999
17:05:59,188.90787363647382,247.1378074613403,46.73074994899999
17:06:00,188.91047137908535,247.1372521627614,46.730643412437765
17:06:00,188.91220323726193,247.13663516653543,46.73074994899999
17:06:00,188.91220323726193,247.13836276179075,46.73036438983471
17:06:01,188.91220323726193,247.13663516653543,46.730643412437765
17:06:01,188.9117908879169,247.13836276179075,46.730531803096675
17:06:01,188.90700773417737,247.1372521627614,46.73036438983471
17:06:02,188.90700773417737,247.13663516653543,46.73015131971156
17:06:02,188.90700773417737,247.13663516653543,46.73058253456578
