Time,IST Cap (pF),Vaisala Cap(pF),New IST Cap (pF),Open (Reference) (pF)
11:58:10,NaN,NaN,,NaN
11:58:10,Infinity,Infinity,,Infinity
11:58:11,188.53883858844748,247.05632198845467,,169.42247860278485
11:58:12,188.54533458148651,246.9839996255658,,169.3996119938977
11:58:13,188.5707873075425,246.92446387520786,,169.37601486643612
11:58:14,188.73415275247896,246.86846076061641,,169.35511767081502
11:58:15,188.70475600925715,246.831998129112,,169.3167637057762
11:58:16,188.5830837660692,246.78994063539392,,169.25691416881307
11:58:17,188.67404910109573,246.7458626209714,,169.17612743082503
11:58:18,188.66306064832472,246.71373497473306,,169.12284894553025
11:58:19,188.4323193218112,246.65663465045262,,169.07036369049843
11:58:20,194.10093535693525,246.77257889037787,,170.70455564620465
11:58:21,197.04884709783488,248.09805646594913,,173.2159789360701
11:58:22,197.0637833092891,249.37844612729512,,174.00727783274502
11:58:23,196.87448272701116,250.47268541355686,,173.11078151592275
11:58:24,196.32813433684353,251.36363713612653,,172.0567096829857
11:58:25,195.8966973104116,252.06152145536473,,171.2798385836644
11:58:26,195.44207565193284,252.61999795975265,,170.87182356951263
11:58:27,194.74970259115622,253.043030768482,,170.84008084477432
11:58:28,194.24987003828514,253.34464037775285,,170.59852336214948
11:58:29,193.55765864559834,253.4880842666947,,170.40162595915
11:58:30,193.06359812047648,253.49449371368408,,169.9749215091081
11:58:31,192.5348921713279,253.3755099283038,,169.71661990892133
11:58:32,192.1006263027084,253.13900878850362,,169.56422874008305
11:58:33,192.05649011417108,252.84357636156497,,169.4576104524603
11:58:34,191.9454559869708,252.53699730071,,169.3724792231645
11:58:35,191.69699258425865,252.2426178299124,,169.42941303757732
11:58:36,191.59444032563923,251.96209048871086,,169.47197457438799
11:58:37,191.2703878868556,251.7303558584356,,169.4696271418196
11:58:38,191.33539316253302,251.55671710066667,,169.4197469726323
11:58:39,191.1248240555843,251.38610631211517,,169.356692701542
11:58:40,191.02910374009107,251.17602642365893,,169.23020025167318
11:58:41,190.64794397411387,250.94430190844776,,169.21013400848537
11:58:42,189.9554199879503,250.75760180530384,,169.44181202751503
11:58:43,189.64920164616865,250.49025022947438,,169.44874764932453
11:58:44,189.65052890244104,250.21100607599308,,169.3999971511174
11:58:45,189.68595520252683,249.99944674478172,,169.32106737940623
11:58:46,189.6576631436257,249.8247735954944,,169.33842369585244
11:58:47,189.39495750786264,249.65479382012018,,169.36477820517362
11:58:48,189.51741644482328,249.46508789273074,,169.36908370958548
11:58:49,189.60764898175125,249.30910269483812,,169.30479825607287
11:58:51,189.12974062777357,249.11847926662708,,169.30633759955876
11:58:52,190.81355625027777,248.90680703324747,,170.006423403497
11:58:53,191.1419874904228,248.98727557983943,,170.6509430017036
11:58:54,190.34551346689318,249.15707362719215,,170.6125727121515
11:58:55,191.60484347881294,249.18905503667193,,171.33535060404455
11:58:56,191.7456430960313,249.5049520091041,,171.48696207447483
11:58:57,191.10829227262172,249.74947721905406,,171.0475792947323
11:58:58,190.25871298667838,249.73869651141462,,170.44921918696707
11:58:59,190.82783100268423,249.676470374203,,170.55001867190066
11:59:00,190.32449579846028,249.69069323095707,,170.28920566794363
11:59:01,190.32232750697142,249.6354376651842,,170.09280814012828
11:59:02,190.1773862421924,249.5869005766478,,169.81325582478536
11:59:03,190.10402029343226,249.5379394352917,,169.64978533054924
11:59:04,190.11430229160175,249.45357476152344,,169.60792852859964
11:59:05,189.50987580635797,249.30678966142807,,169.5277667263695
11:59:06,189.45946452994158,249.08844681934028,,169.39337963240197
11:59:07,189.29648019848707,248.885791831668,,169.36439316806133
11:59:08,189.4735876001261,248.6924148544526,,169.67579136341337
11:59:09,189.57440010127257,248.59204498371219,,169.91658693961938
11:59:10,189.30007864666598,248.5216604542547,,169.7406043328977
11:59:11,189.63331712894183,248.4153624555763,,169.52892351343542
11:59:12,189.61465640778826,248.35251142383734,,169.49836026829277
11:59:13,190.68871000665226,248.30198679759192,,169.3744395661556
11:59:14,192.08798421137433,248.43003734776346,,170.58797864262343
11:59:15,190.81137959593858,248.77901088987855,,170.55900339159973
11:59:16,190.0099808111739,248.86191131728575,,170.09594359776935
11:59:17,190.41572269620048,248.78343535470668,,169.77400839079692
11:59:18,192.01858065173164,248.90281581099796,,171.13945207385476
11:59:19,190.64836202091405,249.25453618839026,,170.97296271591563
11:59:20,190.54493736679706,249.34667836757944,,170.54184814559548
11:59:21,189.98947615981612,249.37556926916028,,170.24788812035615
11:59:22,189.99488274362676,249.29534999651995,,170.00093194034983
11:59:23,189.96830952532497,249.19192866788967,,169.95236519795642
11:59:24,189.96460884646825,249.0953144675846,,169.87146686414928
11:59:25,189.77630814690252,248.9941390443728,,169.6625945724952
11:59:26,189.6205031374222,248.85904339270175,,169.50021766080746
11:59:27,189.38974207698385,248.6996398446374,,169.39113886738858
11:59:28,189.08835856009566,248.50585760582933,,169.29248426392337
11:59:29,189.07687971460464,248.3108104057018,,169.38802287744684
11:59:30,189.278861692019,248.1490775684516,,169.6145586237631
11:59:31,189.15750148168053,248.0714349131707,,169.71963962984074
11:59:32,189.14746225316617,247.9834715443659,,169.65564581738698
11:59:33,188.95138258229994,247.8789440950736,,169.42167311523065
11:59:34,188.72357078056635,247.74989495606326,,169.3017546159733
11:59:35,188.6911304372419,247.59891841461206,,169.25572519508788
11:59:36,188.66034454954718,247.4655129193153,,169.20244405996928
11:59:37,188.58349503964817,247.33110330665738,,169.2120565775272
11:59:38,188.75004797016678,247.21816037992767,,169.39688091674827
11:59:39,188.69998071634535,247.15347999302327,,169.33268461849946
11:59:40,188.73991762527433,247.08876330497546,,169.2700636548285
11:59:41,188.5633853371916,247.0227155762191,,169.3206824913437
11:59:42,189.2444175876245,246.96205640909525,,169.6475394759593
11:59:43,189.2726172250181,247.00902832419317,,169.86647416465792
11:59:44,188.93554441112605,247.07025987009817,,169.60371914613555
11:59:45,188.57654469691994,247.0389321263397,,169.42510523254197
11:59:46,188.57033495240645,246.9677268477392,,169.50098866289358
11:59:47,188.60245621237175,246.91281809414204,,169.42549047670937
11:59:48,188.41297308253593,246.85706532040172,,169.31872308155405
11:59:49,188.40948204036698,246.77768871726047,,169.31718356915107
11:59:50,188.4782529008054,246.7051809697439,,169.39337963240197
11:59:51,188.48926630803658,246.65546577763172,,169.37639994318073
11:59:52,188.5397019605824,246.61228482683097,,169.49716874954666
11:59:53,188.6138918809899,246.60066112363054,,169.4228638379935
11:59:54,188.38147507289787,246.58049072153182,,169.29171468402097
11:59:55,188.32662907985727,246.51999436133173,,169.37405449609625
11:59:56,188.28637193471684,246.46007327770417,,169.3984565301202
11:59:57,189.11652332144584,246.46523484944237,,169.81785959363046
11:59:58,188.95051638083683,246.55804790875382,,169.8066140759567
11:59:59,188.8972770510959,246.62538554086603,,169.75107057951863
12:00:00,188.80845748765915,246.6645709014249,,169.67698476616104
12:00:01,188.75787277853084,246.6872743854339,,169.65104864335453
12:00:02,188.5962451879423,246.6805060812535,,169.5638079574602
12:00:03,188.42784190166412,246.64556145195468,,169.50764753617926
12:00:04,188.415149899118,246.5949418253189,,169.478141196764
12:00:05,188.39765428936252,246.55405156487137,,169.4262609689861
12:00:06,188.42003760586854,246.5180273738164,,169.48788234282893
12:00:07,188.5668806577686,246.49755980708008,,169.5095751779959
12:00:08,188.4976091956049,246.4882181013948,,169.50803306191204
12:00:09,188.4704454729521,246.4703351331626,,169.48711143016533
12:00:10,188.45413362363567,246.44790735727315,,169.4735512355829
12:00:11,188.43001897593086,246.4277556933526,,169.43438648023806
12:00:12,188.38007899454433,246.403060988274,,169.35784773803965
12:00:13,188.2964657859428,246.36621012364887,,169.32106737940623
12:00:14,188.2754173317626,246.3242102209959,,169.2696789406596
12:00:15,188.20015593578702,246.2774335015246,,169.2112875459785
12:00:16,188.16034922459508,246.22385922567256,,169.18549307049824
12:00:17,188.14333990987035,246.16803293977196,,169.19395077156378
12:00:18,188.13846296560422,246.12074882190666,,169.18353600688832
12:00:19,188.08601706504237,246.07715647539285,,169.16113703678496
12:00:20,188.05804123261333,246.02217674429843,,169.14066386707725
12:00:21,188.0492770290544,245.98063238435063,,169.12868214912268
12:00:22,188.1620707777499,245.93817977527948,,169.22485123516537
12:00:23,188.19363677323517,245.92152028261876,,169.2726867409372
12:00:24,188.17563908304507,245.91698821355098,,169.3025592484785
12:00:25,188.42480227618094,245.91472222599762,,169.49443531283774
12:00:26,188.44143896463004,245.95030797065553,,169.57194336575947
12:00:27,188.4323193218112,245.98970016682577,,169.62620608142572
12:00:28,188.4620633009804,246.03694652278406,,169.63785473887862
12:00:29,189.364537197758,246.09156335348786,,169.84119760701762
12:00:30,189.25458857766418,246.2774335015246,,169.93600500519753
12:00:31,189.42538514882463,246.45896724771265,,169.9838608216332
12:00:32,189.04872380853027,246.62083400075318,,169.9270694674046
12:00:33,188.90873954472403,246.70321176540585,,169.84973967888186
12:00:34,188.88062118615534,246.74130774530963,,169.79614269207335
12:00:35,188.8836718480993,246.7754108230207,,169.7150398545117
12:00:36,188.76804575685796,246.8021318916732,,169.68509321820105
12:00:37,188.77727216491388,246.79449685778218,,169.70222467292237
12:00:38,188.65948034860008,246.78483042797265,,169.70527911869314
12:00:39,188.50903532950693,246.770855129158,,169.56461445886325
12:00:40,188.43449647367603,246.73392172854022,,169.40381378002022
12:00:41,188.46859641635677,246.680198437682,,169.43515703319983
12:00:42,188.61257549206437,246.6491909181999,,169.49913125770587
12:00:43,188.54677361270794,246.63104438806346,,169.43673318063037
12:00:44,188.3919050904755,246.59383488733712,,169.33034007937806
12:00:45,188.3437864039418,246.53616143186488,,169.2866425841151
12:00:46,188.2663097380942,246.47543557520015,,169.27387589339224
12:00:47,188.23037811376082,246.4155921657356,,169.41932672770335
12:00:48,188.24177995784396,246.3608060253286,,169.42664621709545
12:00:49,188.25088577156546,246.31659735356402,,169.41046692777445
12:00:50,188.23648904525513,246.27798590470329,,169.33268461849946
12:00:51,188.19404677347651,246.23772671961532,,169.2576835114289
12:00:52,188.18486308919412,246.18361331148577,,169.24649359010104
12:00:53,188.31567096349264,246.14681166337863,,169.3338394093976
12:00:54,188.2631509523061,246.1456464126546,,169.34584293552777
12:00:55,189.16155045021267,246.14681166337863,,169.5924598182656
12:00:56,188.85551786953533,246.2740577447044,,169.67200063819962
12:00:57,188.76627469341162,246.35742855417217,,169.59091657097954
12:00:58,188.92717243253864,246.425482642496,,169.62659201170126
12:00:59,188.84801670022298,246.50438204609077,,169.69558943695318
12:01:00,189.39975920612423,246.56770101706965,,169.78525066958383
12:01:01,189.10913049499385,246.68475162131244,,169.86647416465792
12:01:02,188.8287300311432,246.76691517133378,,169.73797036289034
12:01:03,188.74601220657954,246.78710845263743,,169.59207400446923
12:01:04,188.75614304215944,246.79332700485963,,169.57075107103242
12:01:05,188.71488352336945,246.7904947638097,,169.54946721946396
12:01:06,188.49719820295087,246.76574551451924,,169.4232490745161
12:01:07,188.64108662246065,246.7125656960029,,169.40615984528202
12:01:08,188.77727216491388,246.67681439637838,,169.43253016968762
12:01:09,189.11871234206868,246.69471984177218,,169.70801765742547
12:01:10,188.9742772085896,246.76629956144737,,169.72855881100728
12:01:11,188.95847740894604,246.80810470549378,,169.62620608142572
12:01:12,188.62705652824965,246.84425409201546,,169.5990188542424
