Time,IST Cap (pF),Vaisala Cap(pF)
16:04:47,189.1095434906258,247.43330643232014
16:04:48,189.08922570959277,247.43330643232014
16:04:48,189.07687971460464,247.43386272901543
16:04:48,189.06544319951672,247.43330643232014
16:04:49,189.0571451504732,247.4344190275868
16:04:49,189.05091165208785,247.43275013750085
16:04:49,189.04612321370507,247.43330643232014
16:04:50,189.0407570765304,247.4321320343464
16:04:50,189.03815664609095,247.4321320343464
16:04:50,189.03638177993412,247.4304631673982
16:04:51,189.03291467164289,247.4287325083967
16:04:51,189.03118115326654,247.42440594033212
16:04:51,189.02796182525984,247.42273715154903
16:04:52,189.02494893893453,247.4221808923731
16:04:52,189.02012021657202,247.42045032026658
16:04:52,189.01566309861497,247.42045032026658
16:04:53,189.01388854923349,247.41587675281409
16:04:53,189.00910151740075,247.41247756186024
16:04:53,189.0077809888985,247.4118595346675
16:04:54,189.00518123885195,247.41043808091237
16:04:54,188.99981684479795,247.40642099522364
16:04:54,188.99548423170782,247.40246580644163
16:04:55,189.04116984820135,247.40246580644163
16:04:55,189.07341149210242,247.39678038872938
16:04:55,189.13205379884064,247.39474110187146
16:04:56,189.14341373695618,247.3933197956391
16:04:56,189.1641947447334,247.39449391729895
16:04:56,189.18175591976873,247.3950500831079
16:04:57,189.17828481127563,247.3964714042513
16:04:57,189.156179397662,247.39733656224857
16:04:57,189.12627095074092,247.40419618986326
16:04:58,189.09273566135067,247.40475238838988
16:04:58,189.06544319951672,247.40475238838988
16:04:58,189.04740286477016,247.4053085887922
16:04:59,189.04030302925383,247.4058647910701
16:04:59,189.0359690239452,247.40475238838988
16:04:59,189.03072714048938,247.4035781937001
16:05:00,189.02709509715564,247.40302199913302
16:05:00,189.07035623229262,247.40190961562567
16:05:00,189.2589301035863,247.40129162803
16:05:01,189.300988615333,247.4035781937001
16:05:01,189.26128699450635,247.4053085887922
16:05:01,189.23482618565197,247.41476428260862
16:05:02,189.21271086132907,247.42273715154903
16:05:02,189.19642654049568,247.4324410856341
16:05:02,189.17522700913295,247.43497532803426
16:05:03,189.15894752694683,247.4430109882096
16:05:03,189.12713836104783,247.4430109882096
16:05:03,189.09546110306042,247.44412364893256
16:05:04,189.07167741663596,247.44956343161198
16:05:04,189.0584661963442,247.44981069872316
16:05:04,189.04917788614534,247.44845073419805
16:05:05,189.04566914709537,247.4418365211439
16:05:05,189.0394362162684,247.44128019755757
16:05:05,189.03332741762813,247.44072387584748
16:05:06,189.0275490968477,247.43386272901543
16:05:06,189.02276154605104,247.4321320343464
16:05:06,189.02057419113615,247.4310194545049
16:05:07,189.01566309861497,247.42842346405718
16:05:07,189.01434250134773,247.4238496755285
16:05:07,189.0117426159227,247.42045032026658
16:05:08,189.00955545226958,247.41643299073044
16:05:08,189.0077809888985,247.41414624684765
16:05:08,189.00431466742265,247.41043808091237
16:05:09,189.00068338529402,247.4058647910701
16:05:09,189.0037369564475,247.40475238838988
16:05:09,189.00154993174962,247.40073544117368
16:05:10,189.00154993174962,247.3950500831079
16:05:10,189.00245774871402,247.39449391729895
16:05:10,189.00113728983706,247.39276363566495
16:05:11,189.00027074621931,247.3922074775662
16:05:11,189.00027074621931,247.38732572584664
16:05:11,188.99589685510722,247.38559551941358
16:05:12,188.99676336864437,247.38448325343452
16:05:12,188.99548423170782,247.38330920303903
16:05:12,188.99589685510722,247.38219695247906
16:05:13,188.9963507424073,247.37706833860258
16:05:13,188.99548423170782,247.3753382397772
16:05:13,188.9963507424073,247.37478214043784
16:05:14,188.9963507424073,247.37360815910165
16:05:14,188.9963507424073,247.37360815910165
16:05:14,188.99548423170782,247.37249597396578
16:05:15,188.99503034752917,247.3716309462678
16:05:15,188.9941638459103,247.36823266709476
16:05:15,188.99012025048003,247.36532873856234
16:05:16,188.9896663856241,247.36532873856234
16:05:16,188.99053285631322,247.36532873856234
16:05:16,188.99012025048003,247.36421660926197
16:05:17,188.98879992089388,247.36366054742427
16:05:17,188.98925378262842,247.36366054742427
16:05:17,188.9870670093094,247.36248664525772
16:05:18,188.98355999926943,247.35853250996632
16:05:18,188.98314741627084,247.3562465687516
16:05:18,189.06280097536532,247.35735864430336
16:05:19,189.16547559482504,247.35853250996632
16:05:19,189.23424741748244,247.359335686024
16:05:20,189.25719347529048,247.37589434099172
16:05:20,189.28324540975476,247.39158952632275
16:05:20,189.26695198258662,247.40759521015178
16:05:21,189.2439628064082,247.4250240145363
16:05:21,189.22056445779444,247.43614974625095
16:05:21,189.17522700913295,247.4464108084315
16:05:22,189.14295931978106,247.45469430011445
16:05:22,189.1156559841648,247.46211270540348
