Time,IST Cap (pF),Vaisala Cap(pF),New IST Cap (pF),Open (Reference) (pF)
12:02:33,NaN,NaN,,NaN
12:02:33,188.86870782242062,246.51827324596832,,169.72708393725839
12:02:34,188.91842987648562,246.57766214349795,,169.7577441951454
12:02:35,188.80058833522344,246.63645738067453,,169.65487375983756
12:02:36,188.6117116193214,246.6589109003169,,169.5734863540729
12:02:37,188.54315550842745,246.63701099223627,,169.49913125770587
12:02:38,188.51466657620892,246.6136994076502,,169.45302132529667
12:02:39,188.26142801174737,246.57311192443797,,169.32341172594562
12:02:40,188.54677361270794,246.50720936328256,,169.3996119938977
12:02:41,188.55458578395442,246.4893243282953,,169.44951830025596
12:02:42,188.59056915579296,246.47856966028303,,169.42510523254197
12:02:43,188.7495126063262,246.49331909854888,,169.57576580716324
12:02:44,188.64729986217884,246.51827324596832,,169.52657489753364
12:02:45,188.63890588924457,246.52564958157714,,169.60410499967077
12:02:46,188.63269306421105,246.53191972715373,,169.57692308555346
12:02:47,189.05091165208785,246.58104414466618,,169.76508562689654
12:02:48,188.77727216491388,246.6662935491266,,169.62504829850167
12:02:49,188.5918853143407,246.6790909255897,,169.52082625260874
12:02:50,188.40775709064047,246.66401719706747,,169.44832729648687
12:02:51,188.44361627455015,246.6100092223558,,169.42247860278485
12:02:52,188.4795678837569,246.57311192443797,,169.4491329741331
12:02:53,188.4800199123249,246.546428039862,,169.39113886738858
12:02:54,188.44460223862515,246.51685948611785,,169.3488877646137
12:02:55,188.3152605657309,246.47795512908476,,169.31452446081892
12:02:56,188.2999536874484,246.4277556933526,,169.27541481517068
12:02:57,188.2973274937716,246.37529923546862,,169.33149484629286
12:02:58,188.42697929776853,246.34662111319614,,169.38644740964094
12:02:59,188.50065058302192,246.33440219280521,,169.38214124311662
12:03:00,188.5519953786317,246.3242102209959,,169.33306954748628
12:03:01,188.42135197962762,246.3021093228121,,169.28506853049223
12:03:02,188.31349587064287,246.2700683034008,,169.21520267027424
12:03:03,188.19449777528948,246.2204845703131,,169.209330034784
12:03:04,188.1472334048598,246.170302429442,,169.19513909442534
12:03:05,188.0930222403256,246.11817342467785,,169.19695655360556
12:03:06,188.08036405103314,246.06691916502493,,169.2075123762327
12:03:07,188.06987797529104,246.0173967689196,,169.1827322227431
12:03:08,187.99555847932868,245.97328049636212,,169.14366822923745
12:03:09,187.99252930787793,245.9243375778876,,169.13636706960935
12:03:10,187.98074079698836,245.87510312699413,,169.12595762126264
12:03:11,187.94922834814133,245.83322874045695,,169.1047225323639
12:03:12,187.92660156902883,245.78604104927712,,169.12752945622412
12:03:13,188.05935182038374,245.74761545972066,,169.2225089352319
12:03:14,188.0511199181839,245.729813026661,,169.22212438317385
12:03:15,188.02392981427855,245.7159884166288,,169.2159717285133
12:03:16,188.40907133590252,245.69953498110812,,169.29433827341902
12:03:17,188.6138918809899,245.7704984038208,,169.45799580750017
12:03:18,188.58843042753838,245.85728683920894,,169.39414990564427
12:03:19,188.73674691255113,245.93003356185727,,169.54985288787685
12:03:20,188.43359274568,246.0083274549687,,169.531272178144
12:03:21,188.73242334214436,246.05251445095203,,169.48830284286242
12:03:22,188.76627469341162,246.12951773940793,,169.56068720189347
12:03:23,188.3503133700536,246.17852192496028,,169.39414990564427
12:03:24,188.24653786817976,246.16637684549542,,169.33842369585244
12:03:25,188.31653280315896,246.1456464126546,,169.28937099573477
12:03:26,188.21327728988442,246.12841393380089,,169.37132403698178
12:03:27,188.48359510465406,246.1193384803219,,169.56030149651355
12:03:28,188.49674611258393,246.14110814659878,,169.53432200963275
12:03:29,188.45684527045867,246.16465943204585,,169.49716874954666
12:03:30,188.364312598755,246.1674809064895,,169.42167311523065
12:03:31,188.4616524245751,246.16521145583744,,169.4642667697046
12:03:32,188.63224048630187,246.1876006521795,,169.49639777352365
12:03:33,188.49892438113068,246.22557725868805,,169.4642667697046
12:03:34,188.38841463383037,246.24288130804297,,169.40735040450366
12:03:35,188.42566486512715,246.24398588376357,,169.32341172594562
12:03:36,188.2229141582149,246.2411630939167,,169.2376123800018
12:03:37,188.17260555811305,246.20772286460902,,169.18430484925665
12:03:38,188.0899907129295,246.14963283097737,,169.1861570819384
12:03:39,188.19970491363452,246.10033071126904,,169.19629247858688
12:03:40,189.10417465293534,246.14110814659878,,169.63353898188925
12:03:41,189.02536165883072,246.28621079409743,,169.73863762949367
12:03:42,188.84451355996256,246.40478089721097,,169.65564581738698
12:03:43,188.78872373706952,246.46406733688298,,169.6157513805536
