Time,IST Cap (pF),Vaisala Cap(pF),Open (Reference) (pF)
17:04:24,188.84105172887791,247.1731036107855,46.73150586173789

17:04:26,NaN,NaN,NaN
17:04:26,188.8546523271904,247.13836276179075,46.73182548136561
17:04:26,188.85729018909356,247.13496928826655,46.73128771054148
17:04:26,188.8501598458514,247.13410550616575,46.73074994899999
17:04:27,188.83655973282467,247.12756558863492,46.730643412437765
17:04:27,188.8274113924582,247.12528284835471,46.73036438983471
17:04:27,188.81682157642993,247.1198537552971,46.73074994899999
17:04:28,188.8127836710825,247.1163989710465,46.730643412437765
17:04:28,188.80932271244893,247.11300594989007,46.73074994899999
17:04:28,188.81059995991316,247.10844090441407,46.730643412437765
17:04:29,188.8127836710825,247.10473960905384,46.73068907091981
17:04:29,188.81859335129522,247.10017479263738,46.73128771054148
17:04:29,188.82118925252823,247.09733726780715,46.73118117214026
17:04:30,188.82555708017674,247.09561010270997,46.730470925442766
17:04:30,188.82959539528687,247.08820817168564,46.73100868216788
17:04:30,188.83177943600643,247.08765304026656,46.73079560763818
17:04:31,188.8321915234102,247.08648110230337,46.73096302321742
17:04:31,188.83091405684925,247.0859259767047,46.73085648592653
17:04:31,188.83655973282467,247.0811149665465,46.731074634103386
17:04:32,188.8361064210257,247.07938797153255,46.730470925442766
17:04:32,188.83742515079186,247.07938797153255,46.73096302321742
17:04:32,188.8369718358766,247.07796938203055,46.73118117214026
17:04:33,188.83437560917105,247.07710589875,46.73074994899999
17:04:33,188.94919646625118,247.07766099462498,46.73085648592653
17:04:33,189.03378143977324,247.0759957126119,46.730470925442766
17:04:34,189.04699007268434,247.07710589875,46.730470925442766
17:04:34,189.0077809888985,247.0799430750981,46.73128771054148
17:04:34,188.96152995730736,247.0811149665465,46.731074634103386
17:04:35,188.95410496853302,247.08907171316707,46.73096302321742
17:04:35,188.94874274880658,247.09104553926682,46.73036438983471
17:04:35,188.94309204119213,247.09733726780715,46.730643412437765
17:04:36,188.90164751912977,247.0990644510134,46.731120293217444
17:04:36,188.8546523271904,247.10017479263738,46.730531803096675
17:04:36,188.8274113924582,247.10017479263738,46.731074634103386
17:04:37,188.8164095393377,247.1007299662559,46.730531803096675
17:04:37,188.81859335129522,247.10017479263738,46.730643412437765
17:04:37,188.82378520729483,247.09844759778946,46.73085648592653
17:04:38,188.8233731474083,247.09844759778946,46.73085648592653
17:04:38,188.82378520729483,247.09678210562248,46.73128771054148
17:04:38,188.82510380799582,247.09616526094487,46.730531803096675
17:04:39,188.82510380799582,247.09505494634595,46.73096302321742
17:04:39,188.8242384747279,247.08993525917552,46.73139424930704
17:04:39,188.8259691472121,247.08678950622215,46.73128771054148
17:04:40,188.83000747554135,247.08820817168564,46.73085648592653
17:04:40,188.83132614142025,247.08648110230337,46.73058253456578
17:04:40,188.83132614142025,247.085062451714,46.73074994899999
17:04:41,188.83569432080665,247.08222518718833,46.730470925442766
17:04:41,188.8369718358766,247.0799430750981,46.73085648592653
17:04:41,188.84929434034066,247.07938797153255,46.73085648592653
17:04:42,188.85510570577182,247.0782160923707,46.73085648592653
17:04:42,188.85424016626033,247.07883286983767,46.73074994899999
17:04:42,188.85061320825554,247.0782160923707,46.73074994899999
17:04:43,188.84974769962807,247.0782160923707,46.73074994899999
17:04:43,188.84974769962807,247.07766099462498,46.73074994899999
17:04:43,188.84888219695057,247.07766099462498,46.73096302321742
