Time,IST Cap (pF),Vaisala Cap(pF),New IST Cap (pF),Open (Reference) (pF)
11:40:06,188.3143576953775,246.45700099055523,,45.85898134918466

11:40:08,NaN,NaN,,NaN
11:40:08,188.46600778283783,246.37529923546862,,45.858557210344394
11:40:09,188.422625292322,246.37413236189136,,45.858665710417846
11:40:10,188.2618382335446,246.3678682349176,,45.85908491886508
11:40:11,188.40820886089818,246.34183167928134,,45.858557210344394
11:40:12,188.55022735485653,246.33556878413944,,45.85908491886508
11:40:13,191.44762305522028,246.38039672777487,,45.858453642451664
11:40:14,195.6207534519092,247.0597138422129,,45.86260649677105
11:40:15,194.61364422166486,248.14709105107227,,45.859296991210236
11:40:16,193.4924152937093,249.0486200597344,,45.8578766277576
11:40:17,192.50286394172426,249.66500525546212,,45.857561000396075
11:40:18,191.90183765542773,250.0337252497791,,45.858512824061684
11:40:19,191.2368687046656,250.1612956620629,,45.85976552835077
11:40:20,190.95524442894828,250.14916882071893,,45.85976552835077
11:40:21,190.46079721084521,250.065247605583,,45.86061384544279
11:40:22,189.9460655001615,249.8887489685437,,45.8607174206536
11:40:23,189.64700340861577,249.6594296088234,,45.86097389411437
11:40:24,189.58418315294486,249.4330533303521,,45.86103308060314
11:40:25,189.4140411982689,249.20554785706355,,45.86139806648248
11:40:26,189.23697591924292,248.9719897923572,,45.86124516646216
11:40:27,189.29921004633184,248.76754522044496,,45.91417942401944
11:40:28,189.5080942926663,248.68207619199663,,46.934886290345446
11:40:29,189.33313126273472,248.60729579359554,,46.7535977724649
11:40:30,188.85510570577182,248.4262441366093,,46.756415578975506
11:40:31,188.61516714590357,248.18496314572062,,46.75695378360608
11:40:32,188.52782083623978,247.95283803066903,,46.758741095840406
11:40:33,188.37572661458398,247.72673501920477,,46.759279340624495
11:40:34,188.72978809591373,247.507557717753,,46.758741095840406
11:40:35,188.99981684479795,247.38102291835912,,46.7584161223571
11:40:36,188.8233731474083,247.3342537264522,,46.758908661616545
11:40:37,188.82291988309106,247.27150376524466,,46.75820286034985
11:40:38,188.76627469341162,247.21192576384865,,46.758908661616545
11:40:39,188.70039237238785,247.15915702583146,,46.758847728502815
11:40:40,188.64108662246065,247.09844759778946,,46.7593402745819
11:40:41,188.5612059511992,247.04065869721285,,46.75999024420537
11:40:42,188.47915695010627,246.97000740530305,,46.75923364023463
11:40:43,188.27065832650388,246.87240315066344,,46.75912700625211
11:40:44,188.21770605661146,246.75411096004711,,46.75902037263436
11:40:45,188.2014270069399,246.64863726562837,,46.75902037263436
11:40:46,188.19363677323517,246.5523300928333,,46.75902037263436
11:40:47,188.12846377372563,246.46068774202766,,46.758741095840406
11:40:48,188.07200788845128,246.36393792428194,,46.75902037263436
11:40:49,188.07864361909432,246.27798590470329,,46.7588020287457
11:40:50,188.01353033989906,246.2003607934007,,46.758741095840406
11:40:51,187.9719819965424,246.11989035167227,,46.758741095840406
11:40:52,187.9680530139363,246.0468142113086,,46.75852275390788
11:40:53,187.96015449458287,245.9836957682938,,46.75766463415258
11:40:54,187.9671935654119,245.93021730657046,,46.75852275390788
11:40:55,187.95843571177022,245.8883900729384,,46.75852275390788
11:40:56,187.93486621175788,245.85049144582192,,46.75809622989333
11:40:57,187.9423130399344,245.81235676279354,,46.75820286034985
11:40:58,187.95585758175574,245.77698452542757,,46.75852275390788
11:40:59,187.92394227022655,245.7504297671094,,46.75830949117108
11:41:00,187.89166697455758,245.7184963344763,,46.7584161223571
11:41:01,187.88205553410774,245.68063697748894,,46.757771263132724
11:41:02,187.88594092122537,245.6504903077378,,46.757877892477616
11:41:03,187.90258810194436,245.62444511857205,,46.75830949117108
11:41:04,187.90127915256176,245.60439436802915,,46.75766463415258
11:41:05,187.87285378219826,245.5852628617691,,46.75755292799315
11:41:06,187.8393242290726,245.56466690191303,,46.75717211454907
11:41:07,187.8410413783209,245.53894087090165,,46.75684715742226
11:41:08,187.8388745033986,245.51835073782553,,46.75717211454907
11:41:09,187.8367485493486,245.49886276050472,,46.75695378360608
11:41:10,187.8510994396373,245.48163707632926,,46.757710332242276
11:41:11,187.8449663793078,245.46502394965242,,46.75717211454907
11:41:12,187.8380159406875,245.45427517809873,,46.75717211454907
11:41:13,187.83319174539417,245.44273324934667,,46.75727874184448
11:41:14,187.83445910073502,245.4272231563707,,46.756628828755304
11:41:15,187.83445910073502,245.41873597199142,,46.75652220368305
11:41:16,187.83057531042712,245.4089060425109,,46.75684715742226
11:41:17,187.8205188974205,245.399870355017,,46.75684715742226
11:41:18,187.80093982503865,245.39034679218904,,46.75652220368305
11:41:19,187.80874656204816,245.37868728747134,,46.75635465073494
11:41:20,187.8082969461834,245.36831041677473,,46.75652220368305
11:41:21,187.8017981335628,245.3598262881015,,46.75598400650411
11:41:22,187.80310604358093,245.35054918344946,,46.75630895463268
11:41:23,187.80527229960327,245.34432405296116,,46.75549151345451
11:41:24,187.8082969461834,245.3403571816363,,46.755659061763005
11:41:25,187.8035556408052,245.33449859380636,,46.755877383637525
11:41:26,187.79002755820716,245.33144732908897,,46.756136325517595
11:41:27,187.789169330374,245.32259898330443,,46.75598400650411
11:41:28,187.78516434494247,245.32009712406963,,46.75602970212998
11:41:29,187.7752341684575,245.3133239899103,,46.755877383637525
11:41:30,187.7677564073423,245.30484271296072,,46.75559813500116
11:41:31,187.77082100951677,245.2950196253881,,46.75577076113568
11:41:32,187.76992205176947,245.28824752975606,,46.75624294926992
11:41:33,187.76648972702426,245.2853801503533,,46.75505995377702
11:41:34,187.76215859439372,245.27610726757638,,46.75521226827504
11:41:35,187.75729646366898,245.27275207770836,,46.75484163762783
11:41:36,187.75684703254942,245.2670789132812,,46.75505995377702
11:41:37,187.7586039088287,245.26067396419984,,46.75538489227256
11:41:38,187.75901248824175,245.25841704192376,,46.75538489227256
11:41:39,187.7638746856239,245.25780706827786,,46.75505995377702
11:41:40,187.76648972702426,245.25725809394214,,46.75462840007452
11:41:41,187.76604026289573,245.2564651342668,,46.75484163762783
11:41:42,187.765590800381,245.25609915417522,,46.75462840007452
11:41:43,187.7752341684575,245.25609915417522,,46.754196852346944
11:41:44,187.78299843681515,245.25609915417522,,46.75495333407126
11:41:45,187.78831110842418,245.25780706827786,,46.75473501866882
11:41:46,187.78957800956076,245.25725809394214,,46.75473501866882
11:41:47,187.79174403152365,245.25951500022086,,46.75484163762783
11:41:48,187.7825897791065,245.26006398213428,,46.75462840007452
11:41:49,187.7703715298361,245.26006398213428,,46.754196852346944
11:41:50,187.7786667329759,245.25896602015075,,46.75452178184494
11:41:51,187.7752341684575,245.25896602015075,,46.75370438753386
11:41:52,187.7630166370679,245.25841704192376,,46.754196852346944
11:41:53,187.75901248824175,245.25780706827786,,46.75430346946509
11:41:54,187.7638746856239,245.2567091214496,,46.7539836192047
11:41:55,187.7638746856239,245.25609915417522,,46.75370438753386
11:41:56,187.75901248824175,245.25555018557387,,46.753917618765826
11:41:57,187.75729646366898,245.25048756201758,,46.75349115776059
11:41:58,187.75210767534014,245.24932867024054,,46.75337946655678
11:41:59,187.7538236287781,245.248779724371,,46.754135928443176
11:42:00,187.76518219949534,245.24823078034464,,46.75349115776059
11:42:01,187.7695134367457,245.24823078034464,,46.7535977724649
11:42:02,187.76342523088482,245.24932867024054,,46.7535977724649
11:42:03,187.766898332178,245.24932867024054,,46.754196852346944
11:42:04,187.76648972702426,245.24987761795305,,46.75402931189811
11:42:05,187.7765009372621,245.25048756201758,,46.7539836192047
11:42:06,187.88422315626784,245.25609915417522,,46.75402931189811
11:42:07,187.9418629443456,245.26988497000949,,46.753105317116955
11:42:08,187.89125796206724,245.296727946059,,46.7535977724649
11:42:09,187.86982757596192,245.3150325018021,,46.75349115776059
11:42:10,187.84754222806274,245.32687053874355,,46.75349115776059
11:42:11,187.82096855717543,245.333888336309,,46.7539836192047
11:42:12,188.36213666311875,245.34432405296116,,46.7535977724649
11:42:13,188.4594748020593,245.47204767610015,,46.75370438753386
11:42:14,189.29383312969694,245.6512851791168,,46.752734711522265
11:42:15,188.78872373706952,245.88587955362556,,46.753166239006326
11:42:16,188.61039525322067,246.01629371746142,,46.75337946655678
11:42:17,188.5317673827307,246.0831029908923,,46.753166239006326
11:42:18,188.8304607653792,246.13350376592095,,46.75262809977007
11:42:19,188.5584920516525,246.21594423438685,,46.75321193050145
11:42:20,188.48795122358808,246.26239657334938,,46.7532728525992
11:42:22,188.43971357602194,246.28903435858962,,46.75337946655678
11:42:23,188.434907261278,246.29983801017391,,46.75337946655678
11:42:24,188.28464867537946,246.29983801017391,,46.75337946655678
11:42:25,188.16080010528054,246.26583346408628,,46.75294793612061
11:42:26,188.06283313567792,246.20827503326157,,46.75294793612061
11:42:27,188.45861198093638,246.15079811000908,,46.753166239006326
11:42:28,188.80582064879152,246.16576348148595,,46.75262809977007
