Time,IST Cap (pF),Vaisala Cap(pF),E+E Humidity,Open (Reference) (pF)
15:40:28,NaN,246.82177526033075,59.73,45.82053686437369
15:40:30,NaN,NaN,59.73,NaN
15:40:30,188.82378520729483,246.82288373347524,59.71,45.82006892828644
15:40:31,188.8233731474083,246.82232949596957,59.71,45.82000982108007
15:40:32,188.8260927675858,246.82232949596957,59.72,45.82053686437369
15:40:33,188.83091405684925,246.82177526033075,59.77,45.82032506083569
15:40:34,188.8304607653792,246.82288373347524,59.77,45.820280730048495
15:40:35,188.82959539528687,246.82232949596957,59.73,45.820221622432264
15:40:36,188.83000747554135,246.82177526033075,59.73,45.820280730048495
15:40:37,188.8287300311432,246.82177526033075,59.74,45.819798021196405
15:40:38,188.8269581136004,246.82232949596957,59.74,45.820280730048495
15:40:39,188.81987069283105,246.82177526033075,59.77,45.820113258766284
15:40:40,188.8172748187891,246.82066679465336,59.75,45.82000982108007
15:40:41,188.82568070014582,246.82066679465336,59.73,45.82032506083569
15:40:42,188.83091405684925,246.8194967556504,59.77,45.82053686437369
15:40:43,189.0315938935742,246.82232949596957,59.78,45.820221622432264
15:40:44,189.10025141613136,246.83717138905743,59.78,45.82032506083569
15:40:45,189.12276006521958,246.86390248984566,59.8,45.820221622432264
15:40:46,189.01925354240004,246.89032989636576,59.8,45.82032506083569
15:40:47,188.93034794511752,246.90542437504092,59.81,45.82085210956841
15:40:48,188.87439641605064,246.9065334117343,59.79,45.82000982108007
15:40:49,188.84191717772478,246.9003105802864,59.78,45.820280730048495
15:40:50,188.83264482111232,246.88805044234113,59.77,45.820221622432264
15:40:51,188.82827674753733,246.87979538654486,59.77,45.82032506083569
15:40:52,188.8274113924582,246.87240315066344,59.78,45.820113258766284
15:40:53,188.82827674753733,246.865565628066,59.78,45.82053686437369
15:40:54,188.82827674753733,246.85872838952866,59.79,45.81985712799294
15:40:55,188.8233731474083,246.85336967139946,59.79,45.82074866938029
15:40:56,188.8172748187891,246.84764157945327,59.82,45.82053686437369
15:40:57,188.81595630009403,246.8408050855394,59.83,45.820113258766284
15:40:58,188.81595630009403,246.83717138905743,59.8,45.82085210956841
15:40:59,188.8172748187891,246.83033533009694,59.79,45.82032506083569
15:41:00,188.81595630009403,246.82177526033075,59.82,45.8201723661728
15:41:01,188.81682157642993,246.8212210265587,59.83,45.820221622432264
15:41:02,188.81900539553575,246.8194967556504,59.8,45.82042849958938
15:41:03,188.81900539553575,246.8152477366076,59.8,45.82074866938029
15:41:04,188.81814010418842,246.8124151182015,59.86,45.8206403038446
15:41:05,188.81814010418842,246.8117993380441,59.89,45.82085210956841
15:41:06,188.82291988309106,246.8112451378728,59.95,45.82053686437369
15:41:07,188.82378520729483,246.8117993380441,60,45.82053686437369
15:41:08,188.82510380799582,246.8129693223135,60.07,45.82074866938029
15:41:09,188.83000747554135,246.8124151182015,60.2,45.82053686437369
15:41:10,188.84842884077977,246.8129693223135,60.39,45.82053686437369
15:41:11,188.8546523271904,246.81407773613745,60.65,45.82053686437369
15:41:12,188.90078165964104,246.82349955511543,60.91,45.82042849958938
15:41:13,188.91133730519672,246.83427680690392,61.16,45.82053686437369
15:41:14,188.89814288648873,246.84764157945327,61.36,45.8204925332791
15:41:15,188.88062118615534,246.85336967139946,61.5,45.820221622432264
15:41:16,188.87262385568906,246.85934434532214,61.69,45.82042849958938
15:41:17,188.86742998528845,246.86162340180329,61.72,45.82053686437369
15:41:18,188.86120586726298,246.8610074374799,61.69,45.82042849958938
15:41:19,188.86293704801145,246.8661816094498,61.64,45.82006892828644
15:41:20,188.87134597881445,246.86901515351042,61.59,45.82042849958938
15:41:21,188.8765400107522,246.87067834339769,61.51,45.82000982108007
15:41:22,188.87307729898782,246.87665364572655,61.43,45.819901458165404
15:41:23,188.8682956154772,246.87837851561406,61.34,45.8204925332791
15:41:24,188.86656436105076,246.878932941917,61.21,45.82053686437369
15:41:25,188.8633492374123,246.87868652999623,61.11,45.82032506083569
15:41:26,188.86697656232647,246.878932941917,61.33,45.82074866938029
15:41:27,188.86248364122906,246.878932941917,61.79,45.82074866938029
