Time,IST Cap (pF),New IST Cap (pF),New IST Heated Cap (pF),E+E Cap (pF),E+E Humidity,Vaisala Cap(pF)
11:56:34,NaN,168.98866384947365,203.5639303578726,229.3564122735286,54.84,
11:56:36,NaN,NaN,NaN,NaN,54.84,
11:56:36,188.68767282292933,169.09354777613467,203.70394284820557,229.48228925930144,54.84,
11:56:37,188.6572992964237,169.11942600847874,203.76060725025087,229.48720282470885,54.86,
11:56:38,188.78958882621617,169.09861120030456,203.7158556497536,229.5330335621103,54.9,
11:56:39,188.71529522817946,169.0715507115866,203.67864315496797,229.53038273581058,54.94,
11:56:40,188.74918315278723,169.0607283348518,203.66645666380364,229.50481566470881,54.96,
11:56:41,189.06498906329878,169.04875510954636,203.64725592747538,229.64369128764667,55.01,
11:56:42,189.09228142679441,169.031862109755,203.61587595466202,229.78374401176367,55.02,
11:56:43,189.2745194802485,169.0175539049436,203.61638351415263,230.04705552522933,55.02,
11:56:44,189.06457621361156,169.0395404321037,203.6439791499836,230.143612990738,55.02,
11:56:45,191.28118478781332,170.2681745329993,205.61091126613493,233.4050834391017,56.03,
11:56:46,189.9997072747951,169.9597192584838,205.0391985341866,233.25604980716085,57.41,
11:56:47,189.85517586834018,169.93519585267586,205.01672648475176,233.12123322360827,58.38,
11:56:48,189.84317018436107,169.84197093678853,204.85719729634795,232.8072093888209,58.98,
11:56:49,189.1399023740756,169.66150660790237,204.5443182745921,232.3141080076679,59.34,
11:56:50,189.03246065262041,169.51300996672617,204.3159381161611,231.7692170406255,59.58,
11:56:51,188.9826935765329,169.36047286493405,204.10738856597078,231.34192525819088,59.7,
11:56:52,188.99197698737026,169.3299551596981,204.0611338780042,231.0389616095909,59.75,
11:56:53,188.8369718358766,169.30518308997617,204.048959332461,230.75223423561434,59.73,
11:56:54,188.75309546925988,169.24296200157497,203.9524347867444,230.48926741681674,59.61,
11:56:55,188.7201122745545,169.21401413603533,203.89356347495882,230.26220348854892,59.44,
11:56:56,188.6551182820691,169.20517043627845,203.89753983845327,230.06706043257267,59.23,
11:56:57,188.59723235012598,169.15837678518565,203.8354108926653,229.87836449529445,59.04,
11:56:58,189.47313199256814,169.13325810687232,203.7897106288679,230.40654373843654,58.86,
11:56:59,189.75106757179134,169.36477820517362,203.8035253666919,231.08592745394856,58.7,
11:57:00,189.7425998228351,169.2828299142652,203.7763130610846,231.4326454053672,58.51,
11:57:01,189.49570725255043,169.19968279728417,203.73834506516906,231.59594186749655,58.33,
11:57:02,189.87150376429943,169.1719341128875,203.73580500625252,231.91121899756982,58.14,
11:57:03,190.01609541660804,169.60870026571655,204.49155260821857,232.4284714094644,57.93,
11:57:04,189.8401377869028,169.75303749901178,204.67046262147923,232.59732994232763,57.88,
11:57:05,190.11209596259397,169.92784338374466,204.92286870842247,233.00364698534779,57.91,
11:57:06,189.65853421227598,169.7876046630835,204.71106370364103,232.92893754738037,58,
11:57:07,189.45900897332314,169.73365078479893,204.60091542093033,232.67086535957046,58.1,
11:57:08,189.5270293397964,169.78799114430677,204.72664693698312,232.49010400659932,58.19,
11:57:09,189.7129671647418,169.89284654546384,204.81655273378388,232.62792320225438,58.25,
11:57:10,189.38564438956442,169.84548613867915,204.7889511263746,232.45205212919046,58.37,
