Time,IST Cap (pF),Vaisala Cap(pF),E+E Humidity,Open (Reference) (pF)
15:36:04,NaN,NaN,59.69,NaN
15:36:04,NaN,NaN,59.69,NaN
15:36:04,NaN,NaN,59.69,NaN
15:36:04,NaN,NaN,59.69,NaN
15:36:04,NaN,NaN,59.69,NaN
15:36:05,NaN,NaN,59.69,NaN
15:36:05,NaN,NaN,59.69,NaN
15:36:05,NaN,NaN,59.73,NaN
15:36:05,NaN,NaN,59.73,NaN
15:36:05,NaN,NaN,59.73,NaN
15:36:05,NaN,NaN,59.73,NaN
15:36:05,NaN,NaN,59.73,NaN
15:36:05,NaN,NaN,59.73,NaN
15:36:05,NaN,NaN,59.73,NaN
15:36:06,188.8321915234102,246.82288373347524,59.73,45.81933009642707
15:36:06,NaN,NaN,59.73,NaN
15:36:06,NaN,NaN,59.75,NaN
15:36:06,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:06,NaN,NaN,59.75,NaN
15:36:06,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:06,NaN,NaN,59.75,NaN
15:36:06,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:06,NaN,NaN,59.75,NaN
15:36:07,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:07,NaN,NaN,59.75,NaN
15:36:07,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:07,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:07,NaN,NaN,59.78,NaN
15:36:07,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:07,NaN,NaN,59.78,NaN
15:36:07,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:07,NaN,NaN,59.78,NaN
15:36:07,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:08,NaN,NaN,59.78,NaN
15:36:08,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:08,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:08,NaN,NaN,59.79,NaN
15:36:08,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:08,NaN,NaN,59.79,NaN
15:36:08,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:08,NaN,NaN,59.79,NaN
15:36:08,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:08,NaN,NaN,59.79,NaN
15:36:09,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:09,NaN,NaN,59.79,NaN
15:36:09,NaN,NaN,59.79,NaN
15:36:09,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:09,NaN,NaN,59.79,NaN
15:36:09,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:09,NaN,NaN,59.79,NaN
15:36:09,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:09,NaN,NaN,59.79,NaN
15:36:10,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:10,NaN,NaN,59.79,NaN
15:36:10,NaN,NaN,59.78,NaN
15:36:10,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:10,NaN,NaN,59.78,NaN
15:36:10,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:10,NaN,NaN,59.78,NaN
15:36:10,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:10,NaN,NaN,59.78,NaN
15:36:11,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:11,NaN,NaN,59.78,NaN
15:36:11,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:11,NaN,NaN,59.79,NaN
15:36:11,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:11,NaN,NaN,59.79,NaN
15:36:11,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:11,NaN,NaN,59.79,NaN
15:36:12,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:12,NaN,NaN,59.79,NaN
15:36:12,188.8321915234102,246.82288373347524,59.81,45.81933009642707
15:36:12,NaN,NaN,59.81,NaN
15:36:12,188.8321915234102,246.82288373347524,59.81,45.81933009642707
15:36:12,NaN,NaN,59.81,NaN
15:36:12,188.8321915234102,246.82288373347524,59.81,45.81933009642707
15:36:12,NaN,NaN,59.81,NaN
15:36:13,188.8321915234102,246.82288373347524,59.81,45.81933009642707
15:36:13,NaN,NaN,59.81,NaN
15:36:13,188.8321915234102,246.82288373347524,59.8,45.81933009642707
15:36:13,NaN,NaN,59.8,NaN
15:36:13,188.8321915234102,246.82288373347524,59.8,45.81933009642707
15:36:13,NaN,NaN,59.8,NaN
15:36:13,188.8321915234102,246.82288373347524,59.8,45.81933009642707
15:36:13,NaN,NaN,59.8,NaN
15:36:14,188.8321915234102,246.82288373347524,59.8,45.81933009642707
15:36:14,NaN,NaN,59.8,NaN
15:36:14,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:14,NaN,NaN,59.78,NaN
15:36:14,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:14,NaN,NaN,59.78,NaN
15:36:14,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:14,NaN,NaN,59.78,NaN
15:36:15,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:15,NaN,NaN,59.78,NaN
15:36:15,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:15,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:15,NaN,NaN,59.79,NaN
15:36:15,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:15,NaN,NaN,59.79,NaN
15:36:15,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:15,NaN,NaN,59.79,NaN
15:36:15,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:16,NaN,NaN,59.79,NaN
15:36:16,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:16,NaN,NaN,59.78,NaN
15:36:16,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:16,NaN,NaN,59.78,NaN
15:36:16,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:16,NaN,NaN,59.78,NaN
15:36:16,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:17,NaN,NaN,59.78,NaN
15:36:17,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:17,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:17,NaN,NaN,59.75,NaN
15:36:17,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:17,NaN,NaN,59.75,NaN
15:36:17,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:17,NaN,NaN,59.75,NaN
15:36:17,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:18,NaN,NaN,59.75,NaN
15:36:18,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:18,NaN,NaN,59.74,NaN
15:36:18,188.8321915234102,246.82288373347524,59.74,45.81933009642707
15:36:18,NaN,NaN,59.74,NaN
15:36:18,188.8321915234102,246.82288373347524,59.74,45.81933009642707
15:36:18,NaN,NaN,59.74,NaN
15:36:18,188.8321915234102,246.82288373347524,59.74,45.81933009642707
15:36:19,NaN,NaN,59.74,NaN
15:36:19,188.8321915234102,246.82288373347524,59.74,45.81933009642707
15:36:19,NaN,NaN,59.74,NaN
15:36:19,NaN,NaN,59.75,NaN
15:36:19,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:19,NaN,NaN,59.75,NaN
15:36:19,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:19,NaN,NaN,59.75,NaN
15:36:19,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:19,NaN,NaN,59.75,NaN
15:36:20,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:20,NaN,NaN,59.75,NaN
15:36:20,188.8321915234102,246.82288373347524,59.75,45.81933009642707
15:36:20,188.8321915234102,246.82288373347524,59.77,45.81933009642707
15:36:20,NaN,NaN,59.77,NaN
15:36:20,188.8321915234102,246.82288373347524,59.77,45.81933009642707
15:36:20,NaN,NaN,59.77,NaN
15:36:20,188.8321915234102,246.82288373347524,59.77,45.81933009642707
15:36:20,NaN,NaN,59.77,NaN
15:36:20,188.8321915234102,246.82288373347524,59.77,45.81933009642707
15:36:21,NaN,NaN,59.77,NaN
15:36:21,188.8321915234102,246.82288373347524,59.77,45.81933009642707
15:36:21,NaN,NaN,59.78,NaN
15:36:21,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:21,NaN,NaN,59.78,NaN
15:36:21,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:21,NaN,NaN,59.78,NaN
15:36:21,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:22,NaN,NaN,59.78,NaN
15:36:22,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:22,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:22,NaN,NaN,59.78,NaN
15:36:22,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:22,NaN,NaN,59.78,NaN
15:36:22,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:22,NaN,NaN,59.78,NaN
15:36:22,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:23,NaN,NaN,59.78,NaN
15:36:23,188.8321915234102,246.82288373347524,59.78,45.81933009642707
15:36:23,NaN,NaN,59.78,NaN
15:36:23,NaN,NaN,59.79,NaN
15:36:23,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:23,NaN,NaN,59.79,NaN
15:36:23,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:23,NaN,NaN,59.79,NaN
15:36:23,188.8321915234102,246.82288373347524,59.79,45.81933009642707
15:36:23,NaN,NaN,59.79,NaN
