Time,IST Cap (pF),New IST Cap (pF),New IST Heated Cap (pF),E+E Cap (pF),E+E Humidity,Vaisala Cap(pF)
11:27:57,NaN,NaN,NaN,NaN,53.78,
11:27:59,NaN,NaN,NaN,NaN,53.81,
11:27:59,Infinity,Infinity,Infinity,Infinity,53.81,
11:28:00,Infinity,Infinity,Infinity,Infinity,53.94,
11:28:01,Infinity,Infinity,Infinity,Infinity,54.05,
11:28:02,Infinity,Infinity,Infinity,Infinity,54.04,
11:28:03,Infinity,Infinity,Infinity,Infinity,54.03,
11:28:04,Infinity,Infinity,Infinity,Infinity,54.06,
11:28:05,Infinity,Infinity,Infinity,Infinity,54.07,
11:28:06,Infinity,Infinity,Infinity,Infinity,54.03,
11:28:06,Infinity,Infinity,Infinity,Infinity,54.03,
11:28:08,Infinity,Infinity,Infinity,Infinity,53.87,
11:28:08,Infinity,Infinity,Infinity,Infinity,53.87,
11:28:10,Infinity,Infinity,Infinity,Infinity,53.84,
11:28:11,Infinity,Infinity,Infinity,Infinity,53.87,
11:28:12,Infinity,Infinity,Infinity,Infinity,53.91,
11:28:12,Infinity,Infinity,Infinity,Infinity,53.91,
11:28:14,Infinity,Infinity,Infinity,Infinity,53.89,
11:28:15,Infinity,Infinity,Infinity,Infinity,53.89,
11:28:15,Infinity,Infinity,Infinity,Infinity,53.89,
11:28:17,Infinity,Infinity,Infinity,Infinity,53.91,
11:28:17,Infinity,Infinity,Infinity,Infinity,53.91,
11:28:19,Infinity,Infinity,Infinity,Infinity,54.05,
11:28:20,Infinity,Infinity,Infinity,Infinity,54.11,
11:28:20,Infinity,Infinity,Infinity,Infinity,54.11,
11:28:22,Infinity,Infinity,Infinity,Infinity,54.2,
11:28:23,Infinity,Infinity,Infinity,Infinity,54.21,
11:28:24,Infinity,Infinity,Infinity,Infinity,54.17,
11:28:25,Infinity,Infinity,Infinity,Infinity,54.15,
11:28:26,Infinity,Infinity,Infinity,Infinity,54.09,
11:28:27,Infinity,Infinity,Infinity,Infinity,54.01,
11:28:28,Infinity,Infinity,Infinity,Infinity,53.96,
11:28:28,Infinity,Infinity,Infinity,Infinity,53.96,
11:28:30,Infinity,Infinity,Infinity,Infinity,53.89,
11:28:31,Infinity,Infinity,Infinity,Infinity,53.85,
11:28:32,Infinity,Infinity,Infinity,Infinity,53.79,
