Time,IST Cap (pF),Vaisala Cap(pF),New IST Cap (pF),E+E Humidity,Open (Reference) (pF)
16:00:37,196.4155370234813,255.18470601678436,175.24450901622427,92.91,249.8149285875622
16:00:38,195.10549045335907,255.37391029022663,175.16565701746043,93.63,248.53230022879498
16:00:39,195.87827999122553,255.51259494770304,175.28124621708187,94.17,249.72139869506032
16:00:40,194.73239619537716,255.62302690583547,175.1965138139501,94.61,247.59211255718506
16:00:41,193.43117813822008,255.4677159293948,174.92089609650984,94.93,247.26977477374098
16:00:42,193.10318115481275,255.23359008102022,174.78375308544986,96.79,247.39189850165505
16:00:43,193.49981016246105,255.03865551504938,174.20768426561494,96.98,246.8678447707022
16:00:44,196.51524729963546,255.23533851299317,175.13429307036597,97.14,249.42385704728912
16:00:45,197.52183004745953,255.82870403673672,175.4124078137598,97.31,249.91491068345465
16:00:46,196.38402162835112,256.01862512434195,175.33786696423428,97.42,249.48079459069896
16:00:47,194.93724286629217,256.0346295027023,174.14876323848313,97.52,248.5283180109487
16:00:48,193.93184073564578,255.82103621246938,173.39217384965625,97.53,247.91012181904932
16:00:49,195.04474050535137,255.65723510101782,174.70590859630144,97.55,249.67747282649933
16:00:50,195.5755289480385,255.7742569563618,175.26248927212828,97.66,248.23538994485816
16:00:51,192.8804986905266,255.72054161426556,174.83242313669868,97.68,245.8502465720401
16:00:52,193.16170453228142,255.39335434537333,172.838084367547,97.72,245.45067205473498
16:00:53,192.27507919781505,254.94036693682094,172.8707826529606,97.72,246.04853039165005
16:00:54,192.27592601941862,254.4597666240756,172.42168753710632,97.73,245.87736856696142
16:00:55,192.95998998433564,254.00450221487938,172.58352866267109,97.75,246.159568633491
16:00:56,192.98987575494326,253.67951098288813,173.1935707635874,97.75,246.49049202032495
16:00:57,193.32842661414972,253.47058771403337,173.39576358288764,97.76,246.41043215336558
16:00:58,192.59523724751932,253.3329857076376,172.7882607866031,97.79,245.18627294509778
16:00:59,191.22166616614683,253.08138984954735,172.9410106531105,97.8,245.2051749134588
16:01:00,190.21125216042574,252.51902558886368,173.09678413431627,97.83,245.60304958847607
16:01:01,191.86089302724938,251.99442292139344,172.62692408862273,97.84,245.55103954580179
16:01:02,192.41458378125307,251.85452990856996,172.1003009516324,97.83,245.01771531713294
16:01:03,192.3625854378905,251.84475508946127,172.29185413221163,97.82,245.17840793127667
16:01:04,191.6611699926117,251.8158148062088,172.36726398467582,97.8,244.50227628473573
16:01:05,191.49664158508307,251.76962223600077,172.11177509148266,97.77,241.3019062073044
16:01:06,191.75091397718282,251.782374683609,172.5059618640011,97.73,242.31987988968967
16:01:07,192.12324988176022,251.8349173721059,172.69977875757118,97.59,241.3041087372741
16:01:08,191.50371190476469,251.8735733981591,172.55609535280587,97.35,242.06171817234136
16:01:09,191.30320153502262,251.80604224087077,172.7794960856822,96.93,242.41096042263752
16:01:10,191.09268555268469,251.72350579999144,172.44157257996642,96.3,242.5779748235177
16:01:11,190.6676354713004,251.57864183624145,172.2442051149938,94.84,242.6111583650867
16:01:12,190.85462665163527,251.40395721323145,172.13042301627553,92.72,242.56333542551548
16:01:13,190.15119114045976,251.27556170747184,172.25612449189816,89.95,242.4137176076882
16:01:14,190.44702274458902,251.21630136673085,171.91461542770375,86.55,241.65284556994786
16:01:15,189.70856851036947,251.16907254759394,172.0630537636545,83.18,241.72725545028175
16:01:16,189.10652865362235,251.00914991251102,172.05276721076334,80.7,241.768622390921
16:01:17,188.83742515079186,250.82370223689088,171.48935154678287,78.38,240.9873734579096
16:01:18,189.28862187527437,250.65371045421347,171.33531498794156,75.84,239.8603924020347
16:01:19,188.9796405153329,250.4962315024464,171.04086499975688,73.93,238.3896070928913
16:01:20,188.3437864039418,250.1686475962534,170.37622986404727,71.5,235.98852795479934
16:01:21,188.42784190166412,249.7778739349805,171.1268662829149,69.52,236.1489480929847
16:01:22,188.56906014214417,249.47065703024688,171.25150545389627,68.29,236.6284742569793
16:01:23,188.153422261413,249.16744192527958,171.0887973853594,67.69,236.56391763385793
16:01:24,188.45372277316199,248.84607600476556,171.15755102607872,68.14,237.32106737052695
16:01:25,188.59538142738958,248.58059223696307,170.6047515752118,68.71,235.53838314459713
16:01:26,188.68894883619416,248.39726935739753,169.75265113712757,66.56,233.05714588340987
16:01:27,188.60245621237175,248.30913264118715,170.2233375906833,65.25,233.7516440212207
16:01:28,188.3095972136186,248.16118342432944,170.4191486892426,65.17,234.50866661223367
16:01:29,187.93711658019927,248.01808060069905,170.9847503785088,65.2,235.6277346076243
16:01:30,188.53402848082774,247.88123728589045,170.63685351350614,65.34,235.22324558532887
16:01:31,188.3683361262279,247.80111843445303,169.9931880214365,63.86,233.6095930066191
16:01:32,188.1979828439655,247.69014398497305,169.99748231111462,63.05,233.60392273186235
16:01:33,188.0838459498073,247.51095886835597,170.02156150644905,62.38,233.62144454752462
16:01:34,188.0077987149738,247.32171417723862,170.1325185965667,62.41,234.48152200296764
16:01:35,188.0501370406102,247.15915702583146,170.82983284855965,63.24,235.7592701703026
16:01:36,188.08773759815426,247.04633184324115,171.02324629615634,64.05,236.55201482150085
16:01:37,187.9104011780354,246.95977596166125,170.60397302992695,63.89,235.8773378967006
16:01:38,187.51997647344547,246.80274763565137,170.3953382190052,63.98,236.73527896278082
16:01:39,187.62184564034584,246.61628258663916,170.1189513489598,63.82,235.04768568665233
16:01:40,187.47602335266183,246.44219337223188,169.6629806269631,62.77,233.84435333325033
16:01:41,187.37944604088682,246.26466736809328,169.63901265292174,61.61,233.73195110451127
16:01:42,187.33033028341163,246.0828577694973,170.4698950620232,60.51,235.41403038151637
16:01:43,187.36254250194193,245.91019034484898,171.340052027131,61.38,237.00564937248305
16:01:44,187.38816345852476,245.75330530502603,171.70314376249107,62.28,237.18723658909724
16:01:45,187.27561706377375,245.58355152605048,171.8758539603407,62.19,236.19753839656872
16:01:46,187.30256358516726,245.4365046101556,170.87341980601664,61.16,235.16682280941734
16:01:47,187.2482694422604,245.33053196077387,171.2452417913594,59.5,236.45185878405667
16:01:48,187.24000935969588,245.2544522539007,170.90666207960035,58.09,235.14477475519925
16:01:49,187.12198653108098,245.18798012986758,170.41953732881143,56.77,233.90603868813287
16:01:50,187.37643174829387,245.11556238637857,170.6838016524999,55.68,234.65479238749998
16:01:51,187.15930904352703,245.08125440778088,170.79303276928565,54.76,235.32044346088895
16:01:52,187.19448698920453,245.0395826465104,170.4839992271825,54.3,234.82556896454386
16:01:53,187.6440091947744,245.0230143733419,170.40625367562617,54.25,233.70545188533723
16:01:54,187.57610236088126,245.06669245262594,170.26933890669983,54.36,233.41369133619378
16:01:55,187.59703364975024,245.08576339344398,170.61533324183242,53.91,234.80465452892344
16:01:56,187.42079807176168,245.0778422851257,170.98315258174063,53.79,235.85570755892087
16:01:57,187.58352787526093,245.04805017023443,170.80086685717865,54.05,235.83626580527311
16:01:58,187.55517457495472,245.05371573692895,170.69439067464344,53.95,236.39938025133972
16:01:59,187.4020555539617,245.05731012304201,171.09235136656466,53.7,237.4349068025595
16:02:00,187.46685141314552,245.04128829944224,170.8635589693345,54.22,236.62575737593534
16:02:01,187.39773702451868,245.03257747302732,170.50192358646595,54.56,235.47599360351603
16:02:02,187.2088050155758,244.9875687857642,170.90474603948803,54.1,235.21894872070868
16:02:03,187.3512204466994,244.92820552432607,170.75234672075695,53.98,235.22903221572548
16:02:04,187.28994439947854,244.8961887654682,170.67671924450852,54.33,235.1163745594296
16:02:05,187.19879849475046,244.85121764998888,170.57191574778665,54.45,235.35862844083738
16:02:06,187.15930904352703,244.8071105271247,170.80125680323712,54.45,236.0187562295158
16:02:07,187.11158050091205,244.75802875139772,170.82164220669705,54.51,236.28293918091785
16:02:08,187.05655679108457,244.70118046600987,170.87451944862002,54.41,236.28513103261108
16:02:09,187.1415001775409,244.65377137941994,170.71472152578977,54.66,236.26621289613843
16:02:10,187.1567066762156,244.6253933019515,170.5864217870031,54.12,236.1169662202222
16:02:11,187.29039215521172,244.60661908698646,170.6720805062012,53.52,235.79543444620185
16:02:12,187.3938667711993,244.6291605568939,170.53477457107118,52.86,235.81688396474692
16:02:13,187.2951954540762,244.6470258215785,170.79069328194365,52.35,236.4562472197268
16:02:14,187.0482687644243,244.6417389577499,171.0106733216633,52.87,236.70057540718912
16:02:15,187.0548097592547,244.59853894134312,170.99888297832908,54.01,235.9971064368283
16:02:16,186.92218809011487,244.55869084675092,170.7609221870817,53.84,235.40066559754214
16:02:17,186.9226345276974,244.5115053186704,170.62432312333405,53.11,235.06811748050595
16:02:18,186.97983234936325,244.49499057440298,170.41759414426187,52.27,234.42639189779794
16:02:19,187.01573139849577,244.50622284714137,170.18475884112485,51.26,233.95086960050227
16:02:20,187.0201179638669,244.5278395607631,170.24122085641193,50.3,234.24528934864935
16:02:21,186.91610046450276,244.53178674212066,170.3593846831372,49.76,234.13794610996297
16:02:22,186.90230294740417,244.51132316163003,170.143796505062,49.16,233.66171249974934
16:02:23,187.0491219182059,244.48855513448373,170.17495755579762,48.72,233.85866488766632
16:02:24,187.08601624585103,244.4590525023983,170.4461446345489,48.66,234.0740646867204
16:02:25,187.12718987169916,244.42093766758487,169.7223785161858,48.7,232.31197117764134
16:02:26,186.9949785381281,244.39187199434505,169.61378684666164,48.18,231.72602006950567
