Time,IST Cap (pF),New IST Cap (pF),New IST Heated Cap (pF),E+E Cap (pF),E+E Humidity,Vaisala Cap(pF)
11:19:41,NaN,NaN,NaN,NaN,56.19,
11:19:41,Infinity,Infinity,Infinity,Infinity,56.19,
11:19:42,189.41884362229166,169.75813057441772,51.67980885715668,230.7172795683735,56.06,
11:19:43,189.4290286776185,169.77829437787793,51.68794601792833,230.7550732595625,55.91,
11:19:44,189.51961242965064,169.60021144711928,51.68698999369267,230.84500279103509,55.7,
11:19:45,188.95410496853302,169.43788903605724,51.667780709339006,230.4318727861581,55.53,
11:19:46,188.8071390613206,169.32498631438645,51.639546702655,230.1898069049867,55.39,
11:19:47,188.76050861300774,169.26264939451005,51.63906935846564,230.02832753382904,55.27,
11:19:48,188.77410051084865,169.2600265417083,51.637725758504864,229.89934384794313,55.12,
11:19:49,190.00602935242034,169.5986330180637,51.634078266899756,230.99412872593396,54.96,
11:19:50,190.25212824645644,169.83768253826165,51.626307275752296,231.59112833287878,55.1,
11:19:51,190.18046837472977,170.0452936714903,51.63332406806794,232.11854157349873,55.11,
11:19:52,189.75588281909995,169.83188291337964,51.6327289697158,232.15943274052606,55.04,
11:19:53,189.57833810304498,169.58085090660788,51.63467338857933,232.04796233415195,54.87,
11:19:54,189.60354422029764,169.59638817913915,51.6314209679125,231.95957315403544,54.72,
11:19:55,189.52574481580578,169.79652920244922,51.631303132352784,231.89680542904415,55.64,
11:19:56,189.28597497131477,169.78799114430677,51.63102622037531,231.71560081845104,56.41,
11:19:57,189.19237645214344,169.66571814189726,51.632016043651475,231.4824160169289,57.02,
11:19:58,188.95051638083683,169.50803306191204,51.63371884195793,231.1895595289738,57.18,
11:19:59,188.91220323726193,169.46153412885633,51.635421724501946,230.95906334111555,57.17,
11:20:00,188.99940420856106,169.46580828857336,51.634555541885206,230.82222309727507,56.98,
11:20:01,188.89249444856716,169.50098866289358,51.63383668578762,230.6851705770139,56.7,
11:20:02,188.90655416868375,169.4258757221907,51.631656640242106,230.56130495288474,56.51,
11:20:03,188.82827674753733,169.37405449609625,51.63360099853166,230.40759903204318,56.23,
11:20:04,188.80322506448076,169.34157331351446,51.6330883843218,230.28096004966477,55.85,
11:20:05,188.75964372373417,169.30136979375942,51.633483155508834,230.16346413343305,55.54,
11:20:06,188.75396031352795,169.2649925279045,51.63173912593869,230.05204265408253,55.27,
11:20:07,189.06948921259325,169.23722777645963,51.63090838616696,230.100093635826,55.05,
11:20:09,188.97646375992514,169.23331188775265,51.63094373638711,230.14682892331814,54.88,
11:20:10,188.86524532603667,169.21674079199525,51.63332406806794,230.0932203698698,54.81,
11:20:10,188.77772526487675,169.20632392301542,51.63213388165177,230.00217866220717,54.81,
11:20:12,188.77500668956822,169.21635625959885,51.63320622599316,229.9194955870253,54.83,
11:20:13,188.8765400107522,169.25037496835805,51.642599504724124,229.8841764294083,54.81,
11:20:14,189.7125106934948,169.3953403382621,51.64164473830558,230.77606139518818,54.83,
11:20:15,189.65488405995208,169.66494601559222,51.70259657033512,231.28717243769432,55.45,
11:20:16,191.04826721142547,169.76663125215958,51.716219732950385,232.83570000717054,55.97,
11:20:17,190.93328772134407,169.81828132227423,51.68345529491623,233.49594341225034,56.06,
11:20:18,190.3526869600693,169.51809224360454,51.66508542293827,233.47577290269604,55.89,
11:20:19,189.35741948954626,169.34965773440243,51.65925323851126,233.30052419922433,55.67,
11:20:20,188.9562911697686,169.25145898073194,51.64696112015994,232.6649474268655,55.49,
11:20:21,188.9011939729408,169.18888306460485,51.6401772785826,231.99857040672396,55.29,
11:20:22,188.8964112216561,169.16802049014098,51.64223999080426,231.5841881517932,55.15,
11:20:23,189.05801208526432,169.40381378002022,51.64030103783078,231.30784213669992,55.17,
11:20:24,189.14791668656895,169.470818370162,51.64319477373073,231.1986034358715,55.94,
11:20:25,189.0262283750127,169.41582474743493,51.64319477373073,231.08754529751758,56.59,
11:20:26,188.9924308605496,169.36400813226206,51.64466236207884,231.01297479100202,56.79,
11:20:27,189.07341149210242,169.34741783687133,51.6586576918353,230.97974481996465,56.99,
11:20:28,Infinity,Infinity,Infinity,Infinity,57.02,
11:20:29,Infinity,Infinity,Infinity,Infinity,56.89,
11:20:30,Infinity,Infinity,Infinity,Infinity,56.77,
11:20:31,Infinity,Infinity,Infinity,Infinity,56.67,
11:20:32,Infinity,Infinity,Infinity,Infinity,56.62,
11:20:33,Infinity,Infinity,Infinity,Infinity,56.53,
11:20:34,Infinity,Infinity,Infinity,Infinity,56.3,
11:20:35,Infinity,Infinity,Infinity,Infinity,56.09,
11:20:36,Infinity,Infinity,Infinity,Infinity,55.87,
11:20:37,Infinity,Infinity,Infinity,Infinity,55.63,
11:20:38,Infinity,Infinity,Infinity,Infinity,55.48,
11:20:39,Infinity,Infinity,Infinity,Infinity,55.42,
11:20:40,Infinity,Infinity,Infinity,Infinity,55.35,
11:20:41,Infinity,Infinity,Infinity,Infinity,55.25,
11:20:42,Infinity,Infinity,Infinity,Infinity,55.14,
11:20:43,Infinity,Infinity,Infinity,Infinity,55.02,
11:20:44,Infinity,Infinity,Infinity,Infinity,54.84,
11:20:45,Infinity,Infinity,Infinity,Infinity,54.77,
11:20:46,Infinity,Infinity,Infinity,Infinity,54.71,
11:20:47,Infinity,Infinity,Infinity,Infinity,53.94,
