Time,IST Cap (pF),Vaisala Cap(pF),New IST Cap (pF),E+E Humidity,E+E Cap (pF)
16:42:04,NaN,Infinity,Infinity,44.29,Infinity
16:42:05,NaN,NaN,NaN,44.15,NaN
16:42:05,Infinity,Infinity,Infinity,44.15,Infinity
16:42:06,186.9945724500781,244.06788931974987,168.796078500869,44.21,225.37939656528388
16:42:07,186.8979611036561,244.05032964241477,168.69822159192614,44.31,225.20953272596375
16:42:08,186.93517601877025,244.02350937973117,168.65824694887388,44.31,225.02854906061532
16:42:09,186.90749712746697,243.9991751797017,168.6417950231622,44.21,224.93937128260345
16:42:10,187.0660236915177,243.98041248621476,168.60910700897261,44.11,224.8182302263303
16:42:11,186.91963125113503,243.9843464200449,168.49421802760278,43.91,224.6268107238077
16:42:12,187.33041171975896,243.9701241860109,168.6406125250454,43.77,224.78402640832007
16:42:13,187.20921180168534,244.0117050221222,168.79374509745188,43.8,225.07884212041262
16:42:14,192.75871874295188,244.39751481966616,172.83729048482266,48.16,235.59815571231147
16:42:15,189.84142550845445,245.5287371281101,172.60304557612434,49.48,233.37863978655284
16:42:16,188.78295662804558,246.1270035263308,170.5105862721693,50.28,231.72467561052594
16:42:17,188.46078958849753,246.33667398357403,169.8975590575058,50.48,230.44481665315013
16:42:18,188.86870782242062,246.4209366351315,169.80387315034613,50.89,230.37000172731743
16:42:19,194.81648978608825,246.70973484508048,172.06778517087,52.44,235.8121107624132
16:42:20,197.40135463061924,248.21650914647873,174.44077710486607,57.17,243.51289247813367
16:42:21,197.12086406449737,249.6354376651842,174.63383328923052,58.49,244.68276222259826
16:42:22,195.78536222550204,250.70022663084865,172.60304557612434,58.75,240.77909450096882
16:42:23,194.12838042760754,251.51002569984723,172.07018679314015,58.59,238.9144450164075
16:42:24,192.67361784068433,252.11879243617355,172.079291907342,57.92,237.39185889955908
16:42:25,192.02901836930528,252.44480108063846,172.02940188435713,57.23,236.80198905716816
16:42:27,192.9994985773315,252.56720939460814,171.62181351679837,57.16,237.55696854223115
16:42:28,197.07964391033994,253.15122576392042,174.37405830090424,59.97,244.54435763344225
16:42:29,196.84465503115968,253.7397092807913,174.8474760605793,60.27,245.29160303758343
16:42:30,197.88471451170645,254.715164311242,175.25471468258135,62.46,248.5222204253545
16:42:31,197.89112473158707,255.25658015851874,175.32809645269947,64.96,249.2964751745467
16:42:32,197.94312533437596,255.77666057760064,175.35940184286406,68.52,249.56579918763902
16:42:33,198.03984079507887,256.1715086932159,175.4067630286402,70.43,249.75098155933915
16:42:34,198.09969297481183,256.52387634504333,175.40997277499588,71.97,249.69050525576267
16:42:35,198.49761047251977,256.9835132988178,175.5156115020169,74,249.8772064964803
16:42:36,198.357961284572,257.1140174782387,175.45484465962534,75.72,249.56116600653684
16:42:37,198.44405937842808,257.3823407227156,175.58379948508386,78.69,249.94164128232725
16:42:38,198.18101497792233,257.349490352337,175.04319399656006,79.43,246.75811216901812
16:42:39,197.90752747089005,257.29881738674453,173.84707052241478,76.76,243.63749741910172
16:42:40,197.58819588418015,257.28328417125897,172.52744496926888,74.47,239.57022448594188
16:42:41,196.4723800721609,257.2194620102409,172.51830426316457,71.76,238.38136543033986
16:42:42,196.3028858266811,257.1264578681517,171.60171310407853,69.98,235.152906403883
