Time,IST Cap (pF),Vaisala Cap(pF),New IST Cap (pF),Open (Reference) (pF)
12:05:06,188.43133345413307,246.1847788318228,,169.35004272126594
12:05:07,188.67927615525286,246.19692527317466,,169.53313011166813
12:05:08,189.03638177993412,246.23606992199342,,169.64441640854912
12:05:09,189.15270899305912,246.33157784810456,,169.81982767407575
12:05:10,189.06631019138544,246.45300710314444,,169.780261770558
12:05:11,188.7745535993928,246.5313664693924,,169.67347479402096
12:05:12,188.7820915844844,246.56942265009425,,169.6416794091441
12:05:13,188.7429648790276,246.59383488733712,,169.56959385582292
12:05:14,188.5743650827835,246.6052121052978,,169.50684144116985
12:05:15,188.51425552776678,246.5844877082543,,169.4557537602378
12:05:16,188.48967727474923,246.55405156487137,,169.32918532427578
12:05:17,188.45109336194514,246.5205475808121,,169.37520971021368
12:05:18,188.28333573176346,246.4808434457001,,169.32537121712372
12:05:19,188.1467825729373,246.41897083306978,,169.27541481517068
12:05:20,188.15948845687765,246.35288442984108,,169.27541481517068
12:05:21,188.1035512223262,246.29247180698746,,169.23096941215724
12:05:22,188.10269084432522,246.23011786107415,,169.19891385008808
12:05:23,188.13149623130334,246.17398274967383,,169.22796272371684
12:05:24,188.18355118917293,246.13350376592095,,169.25418654180532
12:05:25,188.20675744555058,246.09867530014407,,169.24296200157497
12:05:26,188.17043294344674,246.0686355557196,,169.25572519508788
12:05:27,188.11838342822034,246.0324112625845,,169.27230201782567
12:05:28,188.09998683760915,245.9939278854369,,169.30136979375942
12:05:29,188.12620996761865,245.94724521038705,,169.25380188176305
12:05:30,188.1061323917472,245.92684868621538,,169.20359751882737
12:05:31,188.0257723308144,245.89549321391067,,169.14953744670888
12:05:32,187.9365846712835,245.83267783299158,,169.14104814149374
12:05:33,188.0891304279647,245.79118146117364,,169.2553405298002
12:05:34,188.26532517295703,245.79736240804635,,169.31102572950223
12:05:35,188.28075091415212,245.80954139156893,,169.37601486643612
12:05:36,188.28288441056714,245.83775849427315,,169.36908370958548
12:05:37,188.3498618080148,245.856123643779,,169.41659517377755
12:05:38,188.33065139998442,245.88894116769,,169.36635337066974
12:05:39,188.43753633373998,245.91019034484898,,169.35081269893146
12:05:40,188.5471847675114,245.94160988096854,,169.55953008970178
12:05:41,188.5449234327349,246.006672972055,,169.44296793491233
12:05:42,188.55631275049305,246.0439948111557,,169.32498631438645
12:05:43,188.6195278268801,246.0831029908923,,169.40693020569822
12:05:44,188.4370844579949,246.12442803092827,,169.46388139327382
