Time,IST Cap (pF),Vaisala Cap(pF),E+E Humidity,Open (Reference) (pF)
15:32:15,188.94965018533,246.89913997491828,59.48,45.8195418930663
15:32:15,188.9351319853565,246.9071495464594,59.48,45.819901458165404
15:32:15,188.91397635482988,246.91109286331294,59.48,45.82032506083569
15:32:15,NaN,NaN,59.48,45.81964532916801
15:32:15,188.94965018533,246.89913997491828,59.48,45.8195418930663
15:32:15,188.9351319853565,246.9071495464594,59.48,45.819901458165404
15:32:15,188.91397635482988,246.91109286331294,59.48,45.82032506083569
15:32:16,NaN,NaN,59.48,45.81964532916801
15:32:16,188.94965018533,246.89913997491828,59.48,45.8195418930663
15:32:16,188.9351319853565,246.9071495464594,59.48,45.819901458165404
15:32:16,NaN,NaN,59.47,45.81964532916801
15:32:16,188.94965018533,246.89913997491828,59.47,45.8195418930663
15:32:16,188.9351319853565,246.9071495464594,59.47,45.819901458165404
15:32:16,188.91397635482988,246.91109286331294,59.47,45.82032506083569
15:32:16,NaN,NaN,59.47,45.81964532916801
15:32:16,188.94965018533,246.89913997491828,59.47,45.8195418930663
15:32:16,188.9351319853565,246.9071495464594,59.47,45.819901458165404
15:32:17,188.91397635482988,246.91109286331294,59.47,45.82032506083569
15:32:17,NaN,NaN,59.47,45.81964532916801
15:32:17,188.94965018533,246.89913997491828,59.47,45.8195418930663
15:32:17,188.91397635482988,246.91109286331294,59.46,45.82032506083569
15:32:17,NaN,NaN,59.46,45.81964532916801
15:32:17,188.94965018533,246.89913997491828,59.46,45.8195418930663
15:32:17,188.9351319853565,246.9071495464594,59.46,45.819901458165404
15:32:17,188.91397635482988,246.91109286331294,59.46,45.82032506083569
15:32:17,NaN,NaN,59.46,45.81964532916801
15:32:17,188.94965018533,246.89913997491828,59.46,45.8195418930663
15:32:18,188.9351319853565,246.9071495464594,59.46,45.819901458165404
15:32:18,188.91397635482988,246.91109286331294,59.46,45.82032506083569
15:32:18,NaN,NaN,59.46,45.81964532916801
15:32:18,188.9351319853565,246.9071495464594,59.47,45.819901458165404
15:32:18,188.91397635482988,246.91109286331294,59.47,45.82032506083569
15:32:18,NaN,NaN,59.47,45.81964532916801
15:32:18,188.94965018533,246.89913997491828,59.47,45.8195418930663
15:32:18,188.9351319853565,246.9071495464594,59.47,45.819901458165404
