Time,IST Cap (pF),New IST Cap (pF),New IST Heated Cap (pF),E+E Cap (pF),E+E Humidity,Vaisala Cap(pF)
11:15:13,NaN,NaN,NaN,NaN,59.96,
11:15:15,NaN,NaN,NaN,NaN,60.45,
11:15:15,Infinity,Infinity,Infinity,Infinity,60.45,
11:15:16,190.22854267869954,169.61378684666164,112.48563828004201,233.98497017692645,60.46,
11:15:17,190.13565987645032,169.74176329912413,109.51845959566623,233.64305183040057,60.43,
11:15:18,190.28272101058081,169.85364182736143,110.14504624732709,233.61339220620644,59.87,
11:15:19,190.34067575859126,170.0402933066686,108.82056397643531,233.6462846738053,59.06,
11:15:20,190.1960051294597,169.95778393311983,108.45862404921343,233.6449234684042,58.23,
11:15:21,190.40829528436515,169.74913881686334,107.74463385704603,233.76220090318546,57.49,
11:15:22,190.297811712179,169.6056835051175,106.97805976891735,233.80755822525936,56.89,
11:15:23,190.20275358914805,169.48203054645413,106.31241438332073,233.72190697287402,56.47,
11:15:24,190.08633054846015,169.43056881810045,105.85358192372081,233.49220373838853,56.12,
11:15:25,189.7479958718513,169.40381378002022,105.17113113929994,233.2326294771427,55.86,
11:15:26,192.31746948702855,170.72017676238093,104.66391244107446,234.85574553302007,55.85,
11:15:27,191.9226526809727,171.2464162019085,104.29637232647015,235.88493223159838,58.04,
11:15:28,190.92272973719543,170.84791816999234,103.91012184751813,235.73443720370636,59.35,
11:15:29,190.65956618740165,170.56607847366604,103.16083430556822,235.23287098934168,59.63,
11:15:30,193.13489044793948,171.86279326147837,101.10312705562532,238.34355278466052,61.34,
11:15:31,191.0238206642602,170.5938170410223,106.76854228329883,236.9366522510143,61.51,
11:15:32,190.69439738466326,170.30515805308363,104.88865201813047,236.2727301683166,60.98,
11:15:33,190.7376465076055,170.49884760792594,79.40413966564847,236.08890819860684,60.38,
11:15:34,190.950425361485,170.9392751846965,64.9663226461363,236.23432252347158,59.62,
11:15:35,191.2853441492147,171.52320182466465,64.92048481575694,236.3955706091536,58.74,
11:15:36,191.37221756927616,171.98347351007286,64.929565411679,236.50602987129105,57.94,
11:15:37,191.34619556819845,171.15876009571312,64.97042257103743,236.51573412122852,57.39,
11:15:38,190.6341074009875,170.6521113039423,64.97482231360608,236.0694952058426,57.08,
11:15:39,190.4572908412916,170.3044521479367,64.98373960865197,235.50933764287046,56.92,
