Time,Board Cap (pF),EVM Cap (pF)
14:38:05,177.81938792487287,NaN
14:38:06,177.83170237362833,NaN
14:38:07,177.79099801553008,NaN
14:38:08,177.78565213557192,NaN
14:38:09,177.79525230355745,NaN
14:38:10,177.79141214305423,NaN
14:38:11,177.8005986165294,NaN
14:38:12,177.7818122860907,NaN
14:38:13,177.85803021026476,NaN
14:38:14,177.8709137712399,NaN
14:38:15,177.80978580201997,NaN
14:38:16,177.75870052611342,NaN
14:38:17,177.7656636927398,NaN
14:38:18,177.7358190546404,NaN
14:38:19,177.7832051582888,NaN
14:38:20,177.75399591540457,NaN
14:38:21,177.78813681035118,NaN
14:38:22,177.78670623366227,NaN
14:38:23,177.77097102962475,NaN
14:38:24,177.7778972735253,NaN
14:38:25,177.7597543845168,NaN
14:38:26,177.76893840443734,NaN
14:38:27,177.775676314274,NaN
14:38:28,177.7468828986952,NaN
14:38:30,177.73152927059243,NaN
14:38:31,177.7358190546404,NaN
14:38:32,177.74153900830095,NaN
14:38:33,177.74661946183122,NaN
14:38:34,177.73521697031717,NaN
14:38:35,177.76276546016783,NaN
14:38:36,177.771159237424,NaN
14:38:37,177.7893415199029,NaN
14:38:38,177.78648035471082,NaN
14:38:39,177.8026317847509,NaN
14:38:40,177.8022176180255,NaN
14:38:41,177.80756424517398,NaN
14:38:42,177.79894198672616,NaN
14:38:43,177.80387429360982,NaN
14:38:44,177.803234211662,NaN
14:38:45,177.80428846612375,NaN
14:38:46,177.8302336107211,NaN
14:38:47,177.89303004735362,NaN
14:38:48,177.85253063687932,NaN
14:38:49,177.8296310465872,NaN
14:38:50,177.82473532652918,NaN
14:38:51,177.8202163797619,NaN
14:38:52,177.8005986165294,NaN
14:38:53,177.8005986165294,NaN
14:38:54,177.81961386654112,NaN
14:38:55,177.81814525339476,NaN
14:38:56,177.8330958321816,NaN
14:38:57,177.85132528501265,NaN
14:38:58,177.83637240736695,NaN
14:38:59,177.8351295578436,NaN
14:39:00,177.82737145836126,NaN
14:39:01,177.87215699591442,NaN
14:39:02,177.88037014093098,NaN
14:39:03,177.88481602552625,NaN
14:39:04,177.83637240736695,NaN
14:39:05,177.81264752982383,NaN
14:39:06,177.80937161029794,NaN
14:39:07,177.82224988449022,NaN
14:39:08,177.8022176180255,NaN
14:39:09,177.8026317847509,NaN
14:39:10,177.81814525339476,NaN
14:39:11,177.8208565534143,NaN
14:39:12,177.82654295346907,NaN
14:39:13,177.82432108257066,NaN
14:39:14,177.80937161029794,NaN
14:39:15,177.80470264008477,NaN
14:39:16,177.81001172538743,NaN
14:39:17,177.81019999518927,NaN
14:39:18,177.80978580201997,NaN
14:39:19,177.8077525110886,NaN
14:39:20,177.87355092998888,NaN
14:39:21,177.8318530170066,NaN
14:39:22,177.8005986165294,NaN
14:39:23,177.7975489295851,NaN
14:39:24,177.78896504685264,NaN
14:39:25,177.7772949753781,NaN
14:39:26,177.76811030787403,NaN
14:39:27,177.77402003277226,NaN
14:39:28,177.76442158438712,NaN
14:39:29,177.7703311253428,NaN
14:39:30,177.77262726851615,NaN
14:39:31,177.7777090550255,NaN
14:39:32,177.778951302648,NaN
14:39:33,177.7926545343083,NaN
14:39:34,177.79182627202528,NaN
14:39:35,177.778951302648,NaN
14:39:36,177.77262726851615,NaN
14:39:37,177.76852435543245,NaN
14:39:38,177.76524965517578,NaN
14:39:39,177.80364838193944,NaN
14:39:40,177.82594040809332,NaN
14:39:41,177.801012777598,NaN
14:39:42,177.78689446645063,NaN
14:39:43,177.7777090550255,NaN
14:39:44,177.78279105943895,NaN
14:39:46,177.77974183064168,NaN
14:39:47,177.7897556416393,NaN
14:39:48,177.8359581227448,NaN
14:39:49,177.92758792036136,NaN
14:39:50,177.88300750998732,NaN
14:39:51,177.87724305076847,NaN
14:39:52,177.85516738680792,NaN
14:39:53,177.78712034619124,NaN
14:39:54,177.76893840443734,NaN
14:39:55,177.7299112344913,NaN
14:39:56,177.68416382450198,NaN
14:39:57,177.6643053171606,NaN
14:39:58,177.6733314986782,NaN
14:39:59,177.67965023502265,NaN
14:40:00,177.667013099393,NaN
14:40:01,177.66577202485226,NaN
14:40:02,177.66498225691524,NaN
14:40:03,177.66374120365379,NaN
14:40:04,177.66881832193926,NaN
14:40:05,177.68495372034332,NaN
14:40:06,177.73521697031717,NaN
14:40:07,177.71948860130243,NaN
14:40:08,177.71252814752415,NaN
14:40:09,177.72479387041446,NaN
14:40:10,177.73333547652535,NaN
14:40:11,177.73438910936795,NaN
14:40:12,177.73909294169383,NaN
14:40:13,177.7299112344913,NaN
14:40:14,177.7544099136522,NaN
14:40:15,177.76073297571162,NaN
14:40:16,177.74564098717846,NaN
14:40:17,177.74564098717846,NaN
14:40:18,177.7366092949575,NaN
14:40:19,177.71399545241303,NaN
14:40:20,177.7348030391195,NaN
14:40:21,177.76976650678688,NaN
14:40:22,177.79182627202528,NaN
14:40:23,177.8026317847509,NaN
14:40:24,177.76645413210625,NaN
14:40:25,177.7407111031809,NaN
14:40:26,177.73438910936795,NaN
14:40:27,177.72562166432465,NaN
14:40:28,177.7162152558885,NaN
14:40:29,177.68924181824843,NaN
14:40:30,177.73702323246513,NaN
14:40:31,177.74974310805794,NaN
14:40:32,177.73604483705034,NaN
14:40:33,177.76442158438712,NaN
14:40:34,177.77074518066004,NaN
14:40:35,177.77974183064168,NaN
14:40:36,177.8318530170066,NaN
14:40:37,177.81592353988285,NaN
14:40:38,177.77262726851615,NaN
14:40:39,177.76464742130108,NaN
14:40:40,177.75279156508975,NaN
14:40:41,177.73235711156056,NaN
14:40:42,177.73438910936795,NaN
14:40:43,177.7452270195653,NaN
14:40:44,177.7472592380881,NaN
14:40:45,177.7158013910693,NaN
14:40:46,177.7121142955847,NaN
14:40:47,177.71990247900195,NaN
14:40:48,177.71252814752415,NaN
14:40:49,177.7299112344913,NaN
14:40:50,177.75399591540457,NaN
14:40:51,177.7611469974959,NaN
14:40:52,177.75482391334612,NaN
14:40:53,177.72110649507542,NaN
14:40:54,177.69112261191538,NaN
14:40:55,177.73826505366415,NaN
14:40:56,177.7025208603557,NaN
14:40:57,177.69495952359185,NaN
14:40:59,177.7754880993013,NaN
14:41:00,178.17910436415963,NaN
14:41:01,177.99941155452456,NaN
14:41:02,177.86518757132143,NaN
14:41:03,177.8417205751858,NaN
14:41:04,177.81592353988285,NaN
14:41:05,177.79894198672616,NaN
14:41:06,177.80937161029794,NaN
14:41:07,177.80387429360982,NaN
14:41:08,177.7926545343083,NaN
14:41:09,177.77402003277226,NaN
14:41:10,177.7736059660135,NaN
