Time,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp
10:19:05,94.5,15.5,106.2,17.2
10:19:06,94.5,15.5,106.2,17.2
10:19:07,94.5,15.5,106.2,17.2
10:19:08,94.5,15.5,106.2,17.2
10:19:09,94.5,15.5,106.2,17.2
10:19:10,94.5,15.5,106.2,17.2
10:19:11,94.5,15.5,106.2,17.2
10:19:12,94.5,15.5,106.2,17.2
10:19:13,94.5,15.5,106.2,17.2
10:19:14,94.5,15.5,106.2,17.2
10:19:15,94.5,15.5,106.2,17.2
10:19:16,94.5,15.5,106.2,17.2
10:19:17,94.5,15.5,106.2,17.2
10:19:18,94.5,15.5,106.2,17.2
10:19:19,94.5,15.5,106.2,17.2
10:19:20,94.5,15.5,106.2,17.2
10:19:21,94.5,15.5,106.2,17.2
10:19:22,94.5,15.5,106.2,17.2
10:19:23,94.5,15.5,106.2,17.2
10:19:24,94.5,15.5,106.2,17.2
10:19:25,94.5,15.5,106.2,17.2
10:19:26,94.5,15.5,106.2,17.2
10:19:27,94.5,15.5,106.2,17.2
10:19:28,94.5,15.5,106.1,17.2
10:19:29,94.5,15.5,106.1,17.2
10:19:30,94.5,15.5,106.1,17.2
10:19:31,94.5,15.5,106.1,17.2
10:19:32,94.5,15.5,106.1,17.2
10:19:33,94.5,15.5,106.1,17.2
10:19:34,94.5,15.5,106.1,17.2
10:19:35,94.5,15.5,106.1,17.2
10:19:36,94.5,15.5,106.1,17.2
10:19:37,94.5,15.5,106.1,17.2
10:19:38,94.5,15.5,106.1,17.2
10:19:39,94.5,15.5,106.1,17.2
10:19:40,94.5,15.5,106,17.2
10:19:41,94.5,15.5,106,17.2
10:19:42,94.5,15.5,106,17.2
10:19:43,94.5,15.5,106,17.2
10:19:44,94.5,15.5,106,17.2
10:19:45,94.5,15.5,106,17.2
10:19:46,94.5,15.5,106,17.2
10:19:47,94.5,15.5,106,17.2
10:19:48,94.5,15.5,106,17.2
10:19:49,94.5,15.5,106,17.2
10:19:50,94.5,15.5,106,17.2
10:19:51,94.5,15.5,106,17.2
10:19:52,94.5,15.5,106,17.2
10:19:53,94.5,15.5,106,17.2
10:19:54,94.5,15.5,106,17.2
10:19:55,94.5,15.5,106,17.2
10:19:56,94.5,15.5,106,17.2
10:19:57,94.5,15.5,106,17.2
10:19:58,94.5,15.5,106,17.2
10:19:59,94.6,15.5,106,17.2
10:20:00,94.6,15.5,106,17.2
10:20:01,94.6,15.5,106,17.2
10:20:02,94.6,15.5,106,17.2
10:20:03,94.6,15.5,105.9,17.2
10:20:04,94.6,15.5,105.9,17.2
10:20:05,94.6,15.5,105.9,17.2
10:20:06,94.6,15.5,105.9,17.2
10:20:07,94.6,15.5,105.9,17.2
10:20:08,94.6,15.5,105.9,17.3
10:20:09,94.6,15.5,105.9,17.2
10:20:10,94.6,15.5,105.9,17.3
10:20:11,94.6,15.5,105.9,17.3
10:20:12,94.6,15.5,105.8,17.3
10:20:13,94.6,15.5,105.8,17.3
10:20:14,94.6,15.5,105.8,17.3
10:20:15,94.6,15.5,105.8,17.3
10:20:16,94.6,15.5,105.8,17.3
10:20:17,94.6,15.5,105.8,17.2
10:20:18,94.6,15.5,105.8,17.2
10:20:19,94.6,15.5,105.8,17.2
10:20:20,94.6,15.5,105.8,17.2
10:20:21,94.6,15.5,105.8,17.2
10:20:22,94.6,15.5,105.8,17.2
10:20:23,94.6,15.5,105.8,17.2
10:20:24,94.6,15.5,105.8,17.2
10:20:25,94.6,15.5,105.8,17.2
10:20:26,94.5,15.5,105.8,17.2
10:20:27,94.5,15.5,105.8,17.2
10:20:28,94.5,15.5,105.7,17.2
10:20:29,94.5,15.5,105.7,17.2
10:20:30,94.4,15.5,105.7,17.2
10:20:31,94.4,15.5,105.7,17.2
10:20:32,94.3,15.5,105.6,17.2
10:20:33,94.3,15.5,105.6,17.2
10:20:34,94.3,15.5,105.6,17.2
10:20:35,94.2,15.5,105.6,17.2
10:20:36,94.1,15.5,105.5,17.2
10:20:37,94,15.5,105.5,17.2
10:20:38,93.9,15.5,105.4,17.2
10:20:39,93.8,15.5,105.4,17.2
10:20:40,93.6,15.5,105.4,17.2
10:20:41,93.5,15.5,105.3,17.2
10:20:42,93.3,15.4,105.3,17.2
10:20:43,93.3,15.4,105.2,17.2
10:20:44,92.9,15.4,105.2,17.2
10:20:45,92.8,15.4,105.1,17.2
10:20:46,92.6,15.4,105,17.2
10:20:47,92.2,15.4,105,17.2
10:20:48,92,15.4,104.9,17.2
10:20:49,91.5,15.3,104.8,17.2
10:20:50,91.2,15.3,104.8,17.2
10:20:51,90.9,15.3,104.7,17.1
10:20:52,90.6,15.3,104.6,17.1
10:20:53,90.2,15.3,104.6,17.1
10:20:54,89.5,15.3,104.5,17.1
10:20:55,89.3,15.3,104.4,17.1
10:20:56,88.6,15.2,104.4,17.1
10:20:57,88.1,15.2,104.3,17.1
10:20:58,87.6,15.2,104.2,17.1
10:20:59,87.3,15.2,104.2,17.1
10:21:00,86.8,15.2,104.1,17.1
10:21:01,86.3,15.2,104,17.1
10:21:02,85.4,15.2,104,17.1
10:21:03,84.9,15.2,103.9,17.1
10:21:04,84.5,15.2,103.8,17.1
10:21:05,83.7,15.1,103.7,17.1
10:21:06,83.1,15.1,103.6,17.1
10:21:07,82.7,15.1,103.5,17.1
10:21:08,82.3,15.1,103.5,17
10:21:09,81.7,15.1,103.4,17
10:21:10,80.8,15.1,103.3,17
10:21:11,80.2,15.1,103.2,17
10:21:12,79.7,15.1,103,17
10:21:13,79.2,15.1,102.9,17
10:21:14,78.6,15.1,102.8,17
10:21:15,78.1,15.1,102.7,17
10:21:16,77.3,15.1,102.5,17
10:21:17,76.9,15.1,102.4,17
10:21:18,76.1,15,102.2,17
10:21:19,75.7,15,102.1,17
10:21:20,75.1,15,101.9,16.9
10:21:21,74.4,15,101.8,16.9
10:21:22,73.9,15,101.3,16.9
10:21:23,73.6,15,100.9,16.9
10:21:24,73,15,100.4,16.9
10:21:25,72.1,15,100,16.9
10:21:26,72.1,15,99.5,16.9
10:21:27,71.2,15,99,16.9
10:21:28,70.7,15,98.6,16.9
10:21:29,70.2,15,98.1,16.9
10:21:30,69.7,15,97.6,16.9
10:21:31,68.8,15,97.1,16.9
10:21:32,68.8,15,96.7,16.9
10:21:33,68.3,15,96.2,16.8
10:21:34,67.1,15,95.7,16.8
10:21:35,66.8,15,95.2,16.8
10:21:36,66.2,15,94.7,16.8
10:21:37,65.9,15,94.4,16.8
10:21:38,65.1,15,94.2,16.8
10:21:39,65.1,15,94,16.8
10:21:40,64.1,15,93.7,16.8
10:21:41,63.8,15,93.5,16.8
10:21:42,63.2,14.9,93.3,16.8
10:21:43,62.5,14.9,93,16.8
10:21:44,62.1,14.9,92.8,16.7
10:21:45,61.6,14.9,92.5,16.7
10:21:46,61,14.9,92.3,16.7
10:21:47,61,14.9,92,16.7
10:21:48,60,14.9,91.8,16.7
10:21:49,59.6,14.9,91.6,16.7
10:21:50,59.3,14.9,91.3,16.7
10:21:51,58.7,14.9,91.1,16.7
10:21:52,58.3,14.9,90.8,16.7
10:21:53,57.5,14.9,90.6,16.7
10:21:54,57.2,14.9,90.3,16.7
10:21:55,56.6,14.9,90.1,16.6
10:21:56,56.6,14.9,89.8,16.6
10:21:57,55.8,14.9,89.6,16.6
10:21:58,55.5,14.9,89.3,16.6
10:21:59,54.7,14.9,89,16.6
10:22:00,54.3,14.9,88.8,16.6
10:22:01,53.9,14.9,88.5,16.6
10:22:02,53.5,14.9,88.2,16.6
10:22:03,52.8,14.9,87.9,16.6
10:22:04,52.8,14.9,87.7,16.6
10:22:05,52,14.8,87.4,16.5
10:22:06,51.8,14.8,87.1,16.5
10:22:07,51.2,14.8,86.8,16.5
10:22:08,50.9,14.8,86.5,16.5
10:22:09,50.3,14.8,86.2,16.5
10:22:10,50,14.8,85.9,16.5
10:22:11,49.5,14.8,85.6,16.5
10:22:12,49.3,14.8,85.3,16.5
10:22:13,48.9,14.8,85,16.5
10:22:14,48.4,14.8,84.7,16.5
10:22:15,48.1,14.8,84.4,16.5
10:22:16,47.5,14.7,84.1,16.5
10:22:17,47.5,14.7,83.8,16.4
10:22:18,47.2,14.7,83.4,16.4
10:22:19,46.7,14.7,83.1,16.4
10:22:20,46.3,14.7,82.8,16.4
10:22:21,46,14.7,82.5,16.4
10:22:22,45.6,14.7,82.1,16.4
10:22:23,45.4,14.7,81.8,16.4
10:22:24,45.1,14.7,81.5,16.4
10:22:25,44.6,14.7,81.2,16.4
10:22:26,44.4,14.7,80.9,16.4
10:22:27,43.9,14.6,80.6,16.4
10:22:28,43.7,14.6,80.3,16.3
10:22:29,43.5,14.6,79.9,16.3
10:22:30,42.9,14.6,79.6,16.3
10:22:31,42.7,14.6,79.2,16.3
10:22:32,42.1,14.6,78.9,16.3
10:22:33,41.9,14.6,78.6,16.3
10:22:34,41.7,14.6,78.3,16.3
10:22:35,41.2,14.5,78,16.3
10:22:36,40.9,14.5,77.7,16.3
10:22:37,40.7,14.5,77.4,16.3
10:22:38,40.4,14.5,77,16.3
10:22:39,40.2,14.5,76.7,16.2
10:22:40,39.9,14.5,76.4,16.2
10:22:41,39.4,14.5,76.1,16.2
10:22:42,39.2,14.5,75.8,16.2
10:22:43,38.8,14.4,75.5,16.2
10:22:44,38.6,14.4,75.2,16.2
10:22:45,38.3,14.4,74.9,16.2
10:22:46,37.9,14.4,74.6,16.2
10:22:47,37.9,14.4,74.3,16.2
10:22:48,37.5,14.4,74,16.2
10:22:49,37.2,14.4,73.8,16.2
10:22:50,37,14.4,73.5,16.2
10:22:51,36.8,14.3,73.3,16.2
10:22:52,36.5,14.3,73,16.1
10:22:53,36.2,14.3,72.8,16.1
10:22:54,36,14.3,72.6,16.1
10:22:55,35.8,14.3,72.3,16.1
10:22:56,35.5,14.3,72.1,16.1
10:22:57,35.4,14.2,71.8,16.1
10:22:58,35.1,14.2,71.5,16.1
10:22:59,34.9,14.2,71.3,16.1
10:23:00,34.7,14.2,71,16.1
10:23:01,34.5,14.2,70.7,16.1
10:23:02,34.3,14.2,70.4,16.1
10:23:03,34.1,14.2,70,16
10:23:04,33.9,14.1,69.7,16
10:23:05,33.7,14.1,69.3,16
10:23:06,33.4,14.1,69,16
10:23:07,33.3,14.1,68.7,16
10:23:08,33.2,14.1,68.4,16
10:23:09,32.9,14.1,68.1,16
10:23:10,32.8,14,67.8,16
10:23:11,32.5,14,67.5,16
10:23:12,32.3,14,67.1,16
10:23:13,32.1,14,66.8,16
10:23:14,31.9,14,66.5,16
10:23:15,31.7,13.9,66.2,16
10:23:16,31.5,13.9,65.9,16
10:23:17,31.3,13.9,65.6,16
10:23:18,31.2,13.9,65.2,16
10:23:19,30.9,13.9,65,16
10:23:20,30.8,13.9,64.7,15.9
10:23:21,30.5,13.8,64.4,15.9
10:23:22,30.4,13.8,64.1,15.9
10:23:23,30.1,13.8,63.8,15.9
10:23:24,30,13.8,63.5,15.9
10:23:25,29.9,13.8,63.3,15.9
10:23:26,29.6,13.8,63.1,15.9
10:23:27,29.5,13.7,62.8,15.9
10:23:28,29.3,13.7,62.6,15.8
10:23:29,29,13.7,62.3,15.8
10:23:30,28.9,13.7,62.1,15.8
10:23:31,28.8,13.7,61.9,15.8
10:23:32,28.6,13.6,61.7,15.8
10:23:33,28.5,13.6,61.5,15.7
10:23:34,28.2,13.6,61.3,15.7
10:23:35,28.1,13.6,61.2,15.7
10:23:36,27.9,13.5,61,15.7
10:23:37,27.8,13.5,60.9,15.7
10:23:38,27.6,13.5,60.7,15.7
10:23:39,27.4,13.5,60.5,15.7
10:23:40,27.2,13.5,60.3,15.7
10:23:41,27.1,13.5,60.1,15.6
10:23:42,26.9,13.4,59.9,15.6
10:23:43,26.8,13.4,59.7,15.6
10:23:44,26.6,13.4,59.6,15.6
10:23:45,26.5,13.4,59.4,15.6
10:23:46,26.3,13.3,59.3,15.6
10:23:47,26.2,13.3,59.2,15.6
10:23:48,26,13.3,59.1,15.6
