Time,V Hum,V Temp,SGS Hum,SGS Temp
14:05:43,NaN,20.4,52.7,20.4
14:05:44,52.8,20.4,52.7,20.4
14:05:45,52.8,20.4,52.7,20.4
14:05:46,52.8,20.4,52.7,20.4
14:05:47,52.8,20.4,52.7,20.4
14:05:48,52.8,20.4,52.7,20.4
14:05:49,52.8,20.4,52.7,20.4
14:05:50,52.8,20.4,52.7,20.4
14:05:51,52.8,20.4,52.7,20.4
14:05:52,52.8,20.4,52.7,20.4
14:05:53,52.8,20.4,52.7,20.4
14:05:54,52.8,20.4,52.7,20.4
14:05:55,52.8,20.4,52.7,20.4
14:05:56,52.8,20.4,52.7,20.4
14:05:57,52.8,20.4,52.7,20.4
14:05:58,52.8,20.4,52.7,20.4
14:05:59,52.8,20.4,52.7,20.4
14:06:00,52.8,20.4,52.7,20.4
14:06:01,52.8,20.4,52.7,20.4
14:06:02,52.8,20.4,52.7,20.4
14:06:03,52.8,20.4,52.7,20.4
14:06:04,52.8,20.4,52.7,20.4
14:06:05,52.8,20.4,52.7,20.4
14:06:06,52.9,20.4,52.7,20.4
14:06:07,52.9,20.4,52.7,20.4
14:06:08,52.9,20.4,52.7,20.4
14:06:09,52.9,20.4,52.7,20.4
14:06:10,52.9,20.4,52.7,20.4
14:06:11,52.9,20.4,52.7,20.4
14:06:12,52.9,20.4,52.7,20.4
14:06:13,52.9,20.4,52.7,20.4
14:06:14,52.9,20.4,52.7,20.4
14:06:15,52.9,20.4,52.7,20.4
14:06:16,52.9,20.4,52.7,20.4
14:06:17,52.9,20.4,52.7,20.4
14:06:18,52.9,20.4,52.7,20.4
14:06:19,52.9,20.4,52.6,20.4
14:06:20,52.9,20.4,52.6,20.4
14:06:21,52.8,20.4,52.6,20.4
14:06:22,52.8,20.4,52.6,20.4
14:06:23,52.8,20.4,52.5,20.4
14:06:24,52.8,20.4,52.5,20.4
14:06:25,52.7,20.4,52.5,20.3
14:06:26,52.7,20.4,52.4,20.4
14:06:27,52.6,20.4,52.4,20.4
14:06:28,52.6,20.4,52.3,20.4
14:06:29,52.5,20.4,52.3,20.4
14:06:30,52.5,20.4,52.3,20.4
14:06:31,52.4,20.4,52.2,20.4
14:06:32,52.4,20.4,52.2,20.4
14:06:33,52.3,20.4,52.1,20.4
14:06:34,52.2,20.4,52.1,20.4
14:06:35,52.2,20.4,52.1,20.4
14:06:36,52.1,20.4,52,20.4
14:06:37,52,20.4,51.9,20.4
14:06:38,52,20.4,51.9,20.4
14:06:39,51.9,20.4,51.9,20.4
14:06:40,51.8,20.4,51.8,20.3
14:06:41,51.7,20.4,51.8,20.3
14:06:42,51.6,20.4,51.7,20.3
14:06:43,51.6,20.4,51.6,20.3
14:06:44,51.5,20.4,51.6,20.3
14:06:45,51.5,20.4,51.5,20.3
14:06:46,51.4,20.4,51.5,20.3
14:06:47,51.3,20.4,51.5,20.3
14:06:48,51.3,20.4,51.4,20.3
14:06:49,51.2,20.3,51.4,20.3
14:06:50,51.1,20.3,51.3,20.3
14:06:51,51.1,20.3,51.3,20.3
14:06:52,51,20.3,51.3,20.3
14:06:53,51,20.3,51.2,20.3
14:06:54,50.9,20.3,51.1,20.3
14:06:55,50.9,20.3,51.1,20.3
14:06:56,50.8,20.3,51.1,20.3
14:06:57,50.7,20.3,51.1,20.3
14:06:58,50.7,20.3,51,20.3
14:06:59,50.6,20.3,51,20.3
14:07:00,50.6,20.3,50.9,20.3
14:07:01,50.5,20.3,50.8,20.3
14:07:02,50.4,20.3,50.8,20.2
14:07:03,50.4,20.3,50.8,20.2
14:07:04,50.3,20.3,50.7,20.2
14:07:05,50.3,20.3,50.7,20.2
14:07:06,50.2,20.3,50.7,20.2
14:07:07,50.2,20.3,50.6,20.2
14:07:08,50.2,20.3,50.6,20.2
14:07:10,50.1,20.3,50.6,20.2
14:07:10,50.1,20.3,50.6,20.2
14:07:11,50,20.3,50.5,20.3
14:07:12,50,20.3,50.5,20.2
14:07:13,50,20.3,50.5,20.2
14:07:14,50,20.2,50.4,20.2
14:07:15,49.9,20.2,50.4,20.2
