Time,V Hum,V Temp,SGS Hum,SGS Temp
13:52:32,39.1,20.6,38.5,20.6
13:52:33,39.1,20.6,38.6,20.6
13:52:34,39.1,20.6,38.6,20.6
13:52:35,39.1,20.6,38.6,20.6
13:52:36,39.1,20.6,38.6,20.5
13:52:37,39.1,20.6,38.6,20.6
13:52:38,39.1,20.6,38.6,20.6
13:52:39,39.1,20.6,38.6,20.6
13:52:40,39.1,20.6,38.6,20.6
13:52:41,39.1,20.6,38.6,20.5
13:52:42,39.1,20.6,38.6,20.6
13:52:43,39.1,20.6,38.6,20.6
13:52:44,39.1,20.6,38.6,20.6
13:52:45,39.1,20.6,38.6,20.6
13:52:46,39.1,20.6,38.6,20.6
13:52:47,39.1,20.6,38.6,20.6
13:52:48,39.1,20.6,38.6,20.6
13:52:49,39.1,20.6,38.6,20.6
13:52:50,39.1,20.6,38.6,20.5
13:52:51,39.1,20.6,38.5,20.5
13:52:52,39.1,20.6,38.5,20.5
13:52:53,39.1,20.6,38.5,20.5
13:52:54,39.1,20.6,38.5,20.5
13:52:55,39.1,20.6,38.5,20.6
13:52:56,39.1,20.6,38.5,20.6
13:52:57,39.1,20.6,38.5,20.6
13:52:58,39.1,20.6,38.5,20.6
13:52:58,39.1,20.6,38.5,20.6
13:53:00,39.1,20.6,38.5,20.6
13:53:01,39.1,20.6,38.5,20.5
13:53:02,39.1,20.6,38.5,20.6
13:53:03,39.1,20.6,38.5,20.6
13:53:04,39.1,20.6,38.5,20.6
13:53:05,39.1,20.6,38.5,20.6
13:53:06,39.1,20.6,38.5,20.6
13:53:07,39.1,20.6,38.5,20.6
13:53:08,39.1,20.6,38.5,20.6
13:53:09,39.1,20.6,38.5,20.6
13:53:10,39.1,20.6,38.5,20.5
13:53:11,39.1,20.6,38.5,20.5
13:53:12,39.1,20.6,38.5,20.5
13:53:13,39.1,20.6,38.5,20.5
13:53:14,39.1,20.6,38.5,20.5
13:53:15,39.1,20.6,38.5,20.5
13:53:16,39.1,20.6,38.5,20.5
13:53:17,39.1,20.6,38.5,20.6
13:53:18,39.1,20.6,38.5,20.5
13:53:19,39.1,20.6,38.5,20.5
13:53:20,39.1,20.6,38.5,20.5
13:53:21,39.1,20.6,38.5,20.5
13:53:22,39.1,20.6,38.5,20.5
13:53:23,39.1,20.6,38.5,20.5
13:53:24,39.1,20.6,38.5,20.5
13:53:25,39.1,20.6,38.5,20.5
13:53:26,39.1,20.6,38.5,20.5
13:53:27,39.1,20.6,38.5,20.5
13:53:28,39.1,20.5,38.5,20.5
13:53:29,39.2,20.5,38.5,20.5
13:53:30,39.2,20.5,38.6,20.5
13:53:31,39.2,20.5,38.6,20.5
13:53:32,39.2,20.5,38.6,20.5
13:53:33,39.2,20.5,38.6,20.5
13:53:34,39.2,20.5,38.7,20.5
13:53:35,39.2,20.5,38.7,20.5
13:53:36,39.2,20.5,38.7,20.5
13:53:37,39.3,20.5,38.7,20.5
13:53:38,39.3,20.5,38.7,20.5
13:53:39,39.3,20.5,38.7,20.5
13:53:40,39.3,20.5,38.7,20.5
13:53:41,39.3,20.5,38.7,20.5
13:53:42,39.4,20.5,38.8,20.5
13:53:43,39.4,20.5,38.8,20.5
13:53:44,39.4,20.5,38.8,20.4
13:53:45,39.5,20.5,38.9,20.4
13:53:46,39.5,20.5,38.9,20.4
13:53:47,39.6,20.5,39,20.4
13:53:48,39.6,20.5,39,20.4
13:53:49,39.6,20.5,39.1,20.4
13:53:50,39.7,20.5,39.1,20.4
13:53:51,39.7,20.4,39.1,20.4
13:53:52,39.8,20.4,39.1,20.4
13:53:53,39.8,20.4,39.2,20.4
13:53:54,39.8,20.4,39.3,20.4
13:53:55,39.9,20.4,39.3,20.4
13:53:56,39.9,20.4,39.3,20.4
13:53:57,39.9,20.4,39.3,20.4
13:53:58,40,20.4,39.4,20.4
13:53:59,40,20.4,39.4,20.4
13:54:00,40,20.4,39.4,20.4
13:54:01,40.1,20.4,39.5,20.4
13:54:02,40.2,20.4,39.6,20.4
13:54:03,40.2,20.4,39.6,20.3
13:54:04,40.3,20.4,39.7,20.4
13:54:05,40.3,20.4,39.7,20.4
13:54:06,40.4,20.4,39.8,20.3
13:54:07,40.5,20.4,39.9,20.4
13:54:08,40.5,20.4,39.9,20.4
13:54:09,40.6,20.4,40,20.4
13:54:10,40.8,20.4,40.1,20.3
13:54:11,40.8,20.4,40.2,20.3
13:54:12,40.9,20.4,40.2,20.4
13:54:13,41,20.3,40.3,20.3
13:54:14,41.1,20.3,40.4,20.3
13:54:15,41.1,20.3,40.5,20.3
13:54:16,41.3,20.3,40.6,20.3
13:54:17,41.3,20.3,40.6,20.3
13:54:18,41.4,20.3,40.7,20.3
13:54:19,41.5,20.3,40.8,20.3
13:54:20,41.6,20.3,40.9,20.3
13:54:21,41.7,20.3,41,20.3
13:54:22,41.9,20.3,41.2,20.3
13:54:23,41.9,20.3,41.2,20.3
13:54:24,42.1,20.3,41.4,20.3
13:54:25,42.2,20.3,41.4,20.3
13:54:26,42.2,20.3,41.5,20.3
13:54:27,42.3,20.3,41.6,20.3
13:54:28,42.5,20.3,41.7,20.3
13:54:29,42.6,20.3,41.8,20.3
13:54:30,42.7,20.3,41.8,20.3
13:54:31,42.8,20.3,41.9,20.3
13:54:32,42.9,20.3,42,20.3
13:54:33,43,20.3,42.1,20.3
13:54:34,43.1,20.3,42.1,20.3
13:54:35,43.2,20.3,42.2,20.3
13:54:36,43.2,20.3,42.3,20.2
13:54:37,43.3,20.3,42.4,20.3
13:54:38,43.4,20.3,42.4,20.3
13:54:39,43.5,20.3,42.6,20.3
13:54:40,43.7,20.3,42.6,20.3
13:54:41,43.7,20.3,42.7,20.3
13:54:42,43.8,20.3,42.8,20.3
13:54:43,43.9,20.2,42.9,20.3
13:54:44,44,20.2,43,20.3
13:54:45,44.1,20.2,43,20.3
13:54:46,44.2,20.2,43.1,20.2
13:54:47,44.3,20.2,43.3,20.3
13:54:48,44.4,20.2,43.3,20.2
13:54:49,44.6,20.2,43.5,20.3
13:54:50,44.6,20.2,43.5,20.2
13:54:51,44.7,20.2,43.6,20.2
13:54:52,44.8,20.2,43.6,20.2
13:54:53,44.9,20.2,43.8,20.2
13:54:54,45,20.2,43.8,20.2
13:54:55,45.1,20.2,43.9,20.2
13:54:56,45.2,20.2,43.9,20.2
13:54:57,45.3,20.2,44.1,20.2
13:54:58,45.3,20.2,44.1,20.2
13:54:59,45.4,20.2,44.2,20.2
13:55:00,45.5,20.2,44.2,20.3
13:55:01,45.6,20.2,44.4,20.3
13:55:02,45.7,20.2,44.4,20.2
13:55:03,45.8,20.2,44.5,20.2
13:55:04,45.8,20.2,44.5,20.2
13:55:05,45.9,20.2,44.7,20.2
