,Rel. Hum.,Rel.Hum2.,Rel. Hum 1
09/06/2020 21:15:00,42.90148,42.5156,42.44222
09/06/2020 21:16:00,43.12246,42.48837,42.40874
09/06/2020 21:17:00,43.97745,43.28957,42.82173
09/06/2020 21:18:00,44.46809,43.63722,43.25416
09/06/2020 21:19:00,45.03047,44.03838,43.69233
09/06/2020 21:20:00,45.16999,44.38028,43.89631
09/06/2020 21:21:00,45.09422,44.18555,43.83498
09/06/2020 21:22:00,45.78938,44.74139,44.21954
09/06/2020 21:23:00,45.63066,44.65961,44.14551
09/06/2020 21:24:00,45.83048,44.76455,44.34052
09/06/2020 21:25:00,45.70051,44.88566,44.49358
09/06/2020 21:26:00,45.57998,44.62256,44.11269
09/06/2020 21:27:00,45.26373,44.50583,44.07133
09/06/2020 21:28:00,44.56351,44.03658,43.7217
09/06/2020 21:29:00,43.04959,42.74407,42.70969
09/06/2020 21:30:00,43.10839,42.60882,42.54142
09/06/2020 21:31:00,43.20873,42.70491,42.45391
09/06/2020 21:32:00,42.93808,42.42257,42.30991
09/06/2020 21:33:00,43.19679,42.35852,42.24606
09/06/2020 21:34:00,44.76195,43.91184,43.47688
09/06/2020 21:35:00,45.40413,44.57406,44.00353
09/06/2020 21:36:00,44.65622,44.03741,43.75316
09/06/2020 21:37:00,44.11943,43.29159,43.15852
09/06/2020 21:38:00,44.42796,43.52712,43.18921
09/06/2020 21:39:00,45.2582,44.34268,43.93423
09/06/2020 21:40:00,44.68306,43.83759,43.56622
09/06/2020 21:41:00,45.25865,44.42588,43.9848
09/06/2020 21:42:00,45.27254,44.52798,44.03201
09/06/2020 21:43:00,45.30727,44.47172,44.03217
09/06/2020 21:44:00,45.51981,44.69859,44.17221
09/06/2020 21:45:00,45.39516,44.71072,44.20451
09/06/2020 21:46:00,44.03427,43.53142,43.25909
09/06/2020 21:47:00,44.38456,43.68477,43.34607
09/06/2020 21:48:00,44.84431,44.22709,43.834
09/06/2020 21:49:00,43.27299,42.65056,42.6593
09/06/2020 21:50:00,43.45286,42.76826,42.6541
09/06/2020 21:51:00,42.79323,41.95947,42.00865
09/06/2020 21:52:00,42.94079,42.21033,42.13086
09/06/2020 21:53:00,42.50794,41.77796,41.75767
09/06/2020 21:54:00,42.44319,41.59021,41.6769
09/06/2020 21:55:00,43.06992,42.10416,42.00589
09/06/2020 21:56:00,43.04268,42.32423,42.22763
09/06/2020 21:57:00,42.98577,42.22793,42.07931
09/06/2020 21:58:00,42.9916,42.28435,42.126
09/06/2020 21:59:00,42.88209,42.06812,41.94976
09/06/2020 22:00:00,43.19485,42.39312,42.21082
09/06/2020 22:01:00,43.49733,42.64705,42.44937
09/06/2020 22:02:00,43.93281,42.83902,42.83121
09/06/2020 22:03:00,43.53413,42.60508,42.56812
09/06/2020 22:04:00,44.13178,43.12244,42.87333
09/06/2020 22:05:00,44.0667,43.13401,42.93954
09/06/2020 22:06:00,43.25095,42.54271,42.45304
09/06/2020 22:07:00,43.27789,42.54795,42.425
09/06/2020 22:08:00,42.98009,42.25587,42.15237
09/06/2020 22:09:00,42.7914,42.15981,42.0685
09/06/2020 22:10:00,43.06688,42.28154,42.15891
09/06/2020 22:11:00,42.94547,42.1438,42.08692
09/06/2020 22:12:00,42.89929,42.11416,42.0066
09/06/2020 22:13:00,42.8592,42.12245,42.00813
09/06/2020 22:14:00,43.15625,42.35952,42.253
09/06/2020 22:15:00,43.17995,42.3676,42.26279
09/06/2020 22:16:00,42.92006,42.10851,42.12659
09/06/2020 22:17:00,42.88161,42.1093,42.04556
09/06/2020 22:18:00,42.68952,42.01766,41.95697
09/06/2020 22:19:00,42.77971,41.97292,41.88268
09/06/2020 22:20:00,42.80824,42.02728,41.94547
09/06/2020 22:21:00,42.77632,41.95129,41.90916
09/06/2020 22:22:00,43.02024,42.14657,42.01854
09/06/2020 22:23:00,43.73279,42.83641,42.66277
09/06/2020 22:24:00,43.80043,43.00591,42.84301
09/06/2020 22:25:00,43.66643,42.81961,42.70472
09/06/2020 22:26:00,43.84029,42.89484,42.7552
09/06/2020 22:27:00,43.61207,42.69509,42.65558
09/06/2020 22:28:00,43.69653,42.73977,42.64146
09/06/2020 22:29:00,43.91864,42.89823,42.77007
09/06/2020 22:30:00,44.03585,43.06274,42.93577
09/06/2020 22:31:00,44.01759,43.08573,42.9359
09/06/2020 22:32:00,44.57514,43.42684,43.13607
09/06/2020 22:33:00,44.72426,43.82402,43.47438
09/06/2020 22:34:00,44.67133,43.50921,43.31474
09/06/2020 22:35:00,44.68586,43.68418,43.36295
09/06/2020 22:36:00,44.84405,43.75601,43.42913
09/06/2020 22:37:00,45.02922,43.97469,43.72186
09/06/2020 22:38:00,44.13958,43.30436,43.29756
09/06/2020 22:39:00,43.61632,42.69826,42.69279
09/06/2020 22:40:00,43.87105,43.07567,42.778
09/06/2020 22:41:00,44.21718,43.41274,42.9537
09/06/2020 22:42:00,44.24339,43.38286,43.02454
09/06/2020 22:43:00,44.17853,43.33973,43.0969
09/06/2020 22:44:00,44.47392,43.59238,43.35324
09/06/2020 22:45:00,43.80808,43.01213,42.94704
09/06/2020 22:46:00,44.1135,43.2025,43.01787
09/06/2020 22:47:00,43.27085,42.60436,42.63597
09/06/2020 22:48:00,42.75396,42.02988,42.06972
09/06/2020 22:49:00,43.08876,42.37925,42.30149
09/06/2020 22:50:00,43.32765,42.58873,42.49081
09/06/2020 22:51:00,43.29237,42.57935,42.37711
09/06/2020 22:52:00,42.52483,41.97732,42.09033
09/06/2020 22:53:00,41.95057,41.27711,41.39549
09/06/2020 22:54:00,42.63554,41.67046,41.68469
09/06/2020 22:55:00,42.96587,42.0405,42.00671
09/06/2020 22:56:00,42.62694,41.80362,41.81168
09/06/2020 22:57:00,43.00075,42.00373,41.90294
09/06/2020 22:58:00,43.30105,42.25106,42.16781
09/06/2020 22:59:00,43.34452,42.39109,42.29256
09/06/2020 23:00:00,43.29681,42.32253,42.23927
09/06/2020 23:01:00,43.02301,42.00663,42.03184
09/06/2020 23:02:00,42.93163,41.95282,41.96003
09/06/2020 23:03:00,42.21761,41.47855,41.54774
09/06/2020 23:04:00,42.07298,41.19514,41.2442
09/06/2020 23:05:00,42.49267,41.55793,41.60869
09/06/2020 23:06:00,42.16998,41.3239,41.44178
09/06/2020 23:07:00,42.61734,41.65801,41.63033
09/06/2020 23:08:00,42.3603,41.48996,41.52132
09/06/2020 23:09:00,42.51298,41.7533,41.76453
09/06/2020 23:10:00,42.67771,41.68015,41.68077
09/06/2020 23:11:00,43.22168,42.20215,42.12118
09/06/2020 23:12:00,42.98201,42.00166,42.07509
09/06/2020 23:13:00,43.15845,42.16302,42.08427
09/06/2020 23:14:00,42.81853,41.92959,41.8813
09/06/2020 23:15:00,42.51515,41.59385,41.61017
09/06/2020 23:16:00,42.20169,41.28506,41.32054
09/06/2020 23:17:00,42.32755,41.47699,41.40928
09/06/2020 23:18:00,42.13204,41.2903,41.32351
09/06/2020 23:19:00,42.49693,41.30615,41.2978
09/06/2020 23:20:00,43.55755,41.96403,42.24447
09/06/2020 23:21:00,44.80046,43.61,43.33121
09/06/2020 23:22:00,44.44963,43.31586,43.11762
09/06/2020 23:23:00,43.64019,42.69594,42.56443
09/06/2020 23:24:00,44.51012,43.41219,43.09806
09/06/2020 23:25:00,44.1929,43.1512,42.96786
09/06/2020 23:26:00,44.48783,43.36518,43.17691
09/06/2020 23:27:00,44.75793,43.68453,43.30664
09/06/2020 23:28:00,44.75989,43.69457,43.42316
09/06/2020 23:29:00,44.10476,43.20641,42.9515
09/06/2020 23:30:00,43.84177,42.95815,42.73209
09/06/2020 23:31:00,44.24928,43.07619,42.89415
09/06/2020 23:32:00,44.43828,43.38781,43.02684
09/06/2020 23:33:00,45.06726,43.77921,43.55324
09/06/2020 23:34:00,44.75688,43.82676,43.44335
09/06/2020 23:35:00,44.49582,43.23212,43.30199
09/06/2020 23:36:00,45.15166,43.53424,43.74297
09/06/2020 23:37:00,44.79283,43.67665,43.5217
09/06/2020 23:38:00,45.16878,44.06627,43.66335
09/06/2020 23:39:00,45.24852,44.19555,43.7772
09/06/2020 23:40:00,45.50235,44.42908,43.93453
09/06/2020 23:41:00,45.69894,44.55615,44.08076
09/06/2020 23:42:00,45.9362,44.76311,44.31789
09/06/2020 23:43:00,45.71257,44.49803,44.1513
09/06/2020 23:44:00,46.08099,44.95738,44.59666
09/06/2020 23:45:00,46.40747,45.25667,44.65308
09/06/2020 23:46:00,46.31559,45.29386,44.73852
09/06/2020 23:47:00,46.15919,45.10634,44.63123
09/06/2020 23:48:00,45.96544,44.96869,44.36857
09/06/2020 23:49:00,46.02472,44.93354,44.32613
09/06/2020 23:50:00,45.76961,44.84771,44.05495
09/06/2020 23:51:00,45.16732,44.61671,43.72257
09/06/2020 23:52:00,44.94645,44.2277,43.37986
09/06/2020 23:53:00,44.06231,43.18377,42.97725
09/06/2020 23:54:00,44.15099,43.14892,42.97358
09/06/2020 23:55:00,43.94276,43.00526,42.91613
09/06/2020 23:56:00,43.99867,43.00986,42.91621
09/06/2020 23:57:00,44.3223,43.23824,43.09788
09/06/2020 23:58:00,44.69629,43.55403,43.41273
09/06/2020 23:59:00,45.21552,43.95508,43.81576
10/06/2020 00:00:00,45.66662,44.37697,44.09718
10/06/2020 00:01:00,46.38482,44.98866,44.68479
10/06/2020 00:02:00,46.95592,45.69169,45.12997
10/06/2020 00:03:00,46.41621,45.58244,44.93808
10/06/2020 00:04:00,45.85363,44.96746,44.36973
10/06/2020 00:05:00,45.94701,45.07781,44.43019
10/06/2020 00:06:00,45.59057,44.97592,44.44057
10/06/2020 00:07:00,45.26836,44.51284,43.93933
10/06/2020 00:08:00,43.92523,43.4607,43.25947
10/06/2020 00:09:00,43.79815,43.17981,42.97514
10/06/2020 00:10:00,43.43696,42.84352,42.76215
10/06/2020 00:11:00,43.81681,43.15617,43.01156
10/06/2020 00:12:00,43.88137,43.11751,42.93281
10/06/2020 00:13:00,44.64046,43.78727,43.53912
10/06/2020 00:14:00,44.21271,43.59434,43.39655
10/06/2020 00:15:00,44.22546,43.44007,43.22624
10/06/2020 00:16:00,44.08633,43.18149,43.14603
10/06/2020 00:17:00,44.08376,43.36324,43.18578
10/06/2020 00:18:00,43.83785,42.99711,42.91646
10/06/2020 00:19:00,43.90377,43.1883,42.99195
10/06/2020 00:20:00,43.64342,43.00806,42.85931
10/06/2020 00:21:00,44.13688,43.28898,43.14992
10/06/2020 00:22:00,44.12011,43.18412,43.08326
10/06/2020 00:23:00,44.22059,43.36282,43.20795
10/06/2020 00:24:00,45.12559,43.95774,43.5711
10/06/2020 00:25:00,44.53146,43.67175,43.40682
10/06/2020 00:26:00,45.17246,44.08522,43.80531
10/06/2020 00:27:00,45.09938,44.21917,43.88572
10/06/2020 00:28:00,44.93062,43.9836,43.77065
10/06/2020 00:29:00,44.63706,43.6572,43.51522
10/06/2020 00:30:00,44.90422,43.99753,43.6851
10/06/2020 00:31:00,45.03276,44.25922,43.94426
10/06/2020 00:32:00,44.64817,43.87709,43.49546
10/06/2020 00:33:00,45.64617,44.75109,44.19521
10/06/2020 00:34:00,45.76452,44.86165,44.44583
10/06/2020 00:35:00,45.41133,44.54628,44.13368
10/06/2020 00:36:00,45.48143,44.65599,44.218
10/06/2020 00:37:00,45.15358,44.19134,43.82285
10/06/2020 00:38:00,45.36682,44.2738,43.98822
10/06/2020 00:39:00,45.30465,44.40294,43.94404
10/06/2020 00:40:00,45.1566,44.19434,43.87827
10/06/2020 00:41:00,45.12239,44.18155,43.88317
10/06/2020 00:42:00,44.96385,44.03907,43.79643
10/06/2020 00:43:00,45.02147,44.07705,43.85228
10/06/2020 00:44:00,44.9286,44.02543,43.76085
10/06/2020 00:45:00,44.94989,44.05409,43.78659
10/06/2020 00:46:00,45.00904,44.11815,43.85246
10/06/2020 00:47:00,45.03178,44.17497,43.9273
10/06/2020 00:48:00,45.08885,44.18797,43.92732
10/06/2020 00:49:00,45.28477,44.37438,44.02104
10/06/2020 00:50:00,45.55249,44.55346,44.16329
10/06/2020 00:51:00,45.59235,44.68737,44.22047
10/06/2020 00:52:00,45.66139,44.69725,44.28078
10/06/2020 00:53:00,45.84451,44.84398,44.42347
10/06/2020 00:54:00,46.09927,45.03791,44.58534
10/06/2020 00:55:00,46.32546,45.24737,44.78689
10/06/2020 00:56:00,46.31635,45.35094,44.80847
10/06/2020 00:57:00,46.48517,45.42277,44.96528
10/06/2020 00:58:00,46.59296,45.62384,45.00051
10/06/2020 00:59:00,46.74321,45.72868,45.12708
10/06/2020 01:00:00,46.67943,45.74743,45.10714
10/06/2020 01:01:00,46.48521,45.54583,45.04372
10/06/2020 01:02:00,46.51577,45.56555,45.05561
10/06/2020 01:03:00,46.56646,45.636,45.14191
10/06/2020 01:04:00,46.79235,45.71603,45.21401
10/06/2020 01:05:00,46.95886,45.95986,45.50508
10/06/2020 01:06:00,46.97485,45.99566,45.472
10/06/2020 01:07:00,46.90348,45.93551,45.54429
10/06/2020 01:08:00,47.03234,46.04687,45.53925
10/06/2020 01:09:00,46.92582,45.97003,45.54553
10/06/2020 01:10:00,46.98743,46.03478,45.54544
10/06/2020 01:11:00,47.00678,46.06416,45.5604
10/06/2020 01:12:00,47.29839,46.21055,45.65126
10/06/2020 01:13:00,47.50367,46.65035,45.85952
10/06/2020 01:14:00,47.74032,46.85176,46.09512
10/06/2020 01:15:00,47.92094,47.00054,46.26141
10/06/2020 01:16:00,48.04524,47.12842,46.4532
10/06/2020 01:17:00,48.24171,47.27126,46.65553
10/06/2020 01:18:00,48.36535,47.43093,46.7771
10/06/2020 01:19:00,48.59692,47.58654,46.97001
10/06/2020 01:20:00,49.28191,48.29686,47.55322
10/06/2020 01:21:00,49.70844,48.70281,47.97431
10/06/2020 01:22:00,49.90467,48.91917,48.28408
10/06/2020 01:23:00,49.83715,48.90619,48.35481
10/06/2020 01:24:00,50.13287,49.11457,48.5094
10/06/2020 01:25:00,50.45807,49.46338,48.86795
10/06/2020 01:26:00,50.68001,49.79543,49.09495
10/06/2020 01:27:00,51.03207,50.05345,49.4022
10/06/2020 01:28:00,51.18465,50.33879,49.67963
10/06/2020 01:29:00,50.73668,50.09016,49.40363
10/06/2020 01:30:00,50.44718,49.82933,49.16335
10/06/2020 01:31:00,50.56488,49.97783,49.37962
10/06/2020 01:32:00,50.5624,49.91693,49.36491
10/06/2020 01:33:00,50.79437,50.07102,49.50111
10/06/2020 01:34:00,50.81839,50.12556,49.51626
10/06/2020 01:35:00,50.84711,50.00514,49.46651
10/06/2020 01:36:00,51.14521,50.31713,49.72848
10/06/2020 01:37:00,51.20502,50.31884,49.7895
10/06/2020 01:38:00,51.24646,50.38961,49.81876
10/06/2020 01:39:00,51.35015,50.48917,49.91339
10/06/2020 01:40:00,51.56969,50.67467,50.14153
10/06/2020 01:41:00,51.1104,50.32369,49.87886
10/06/2020 01:42:00,51.44382,50.62654,50.14703
10/06/2020 01:43:00,51.49834,50.68526,50.21118
10/06/2020 01:44:00,51.81853,51.00918,50.4588
10/06/2020 01:45:00,51.76518,51.01846,50.51847
10/06/2020 01:46:00,52.00054,51.1437,50.61016
10/06/2020 01:47:00,52.30878,51.41285,50.88667
10/06/2020 01:48:00,52.30016,51.4213,50.909
10/06/2020 01:49:00,52.15825,51.4396,50.8954
10/06/2020 01:50:00,51.9206,51.17768,50.69475
10/06/2020 01:51:00,51.79916,51.12627,50.70869
10/06/2020 01:52:00,51.26513,50.51247,50.26069
10/06/2020 01:53:00,50.59834,50.24746,49.96849
10/06/2020 01:54:00,49.91537,49.41088,49.14164
10/06/2020 01:55:00,49.76419,49.36224,49.01327
10/06/2020 01:56:00,50.48001,49.90266,49.43713
10/06/2020 01:57:00,50.74987,50.0946,49.68778
10/06/2020 01:58:00,50.11086,49.69543,49.38214
10/06/2020 01:59:00,49.42414,48.86274,48.48966
10/06/2020 02:00:00,49.49611,48.89957,48.64275
10/06/2020 02:01:00,49.37521,48.72632,48.46658
10/06/2020 02:02:00,49.24951,48.76653,48.39722
10/06/2020 02:03:00,49.12314,48.51603,48.15342
10/06/2020 02:04:00,49.22268,48.57287,48.26653
10/06/2020 02:05:00,49.28711,48.55458,48.33573
10/06/2020 02:06:00,48.61487,48.01063,47.89427
10/06/2020 02:07:00,48.7126,47.96795,47.8155
10/06/2020 02:08:00,49.10831,48.36726,48.06544
10/06/2020 02:09:00,49.11454,48.38688,48.05772
10/06/2020 02:10:00,49.17609,48.49937,48.12526
10/06/2020 02:11:00,49.07843,48.39081,48.12495
10/06/2020 02:12:00,49.06557,48.34852,48.08456
10/06/2020 02:13:00,49.00568,48.27494,47.95947
10/06/2020 02:14:00,48.92316,48.18512,47.90075
10/06/2020 02:15:00,49.11944,48.38271,48.12483
10/06/2020 02:16:00,49.22459,48.47608,48.114
10/06/2020 02:17:00,50.0474,49.07799,48.59816
10/06/2020 02:18:00,50.20819,49.32741,48.94201
10/06/2020 02:19:00,50.2082,49.27229,48.87793
10/06/2020 02:20:00,50.6512,49.77236,49.34686
10/06/2020 02:21:00,51.01464,50.08022,49.6601
10/06/2020 02:22:00,51.17731,50.24483,49.84619
10/06/2020 02:23:00,51.34274,50.43786,50.10908
10/06/2020 02:24:00,51.09662,50.39673,50.0298
10/06/2020 02:25:00,51.08867,50.32159,49.98164
10/06/2020 02:26:00,51.11275,50.36151,49.84905
10/06/2020 02:27:00,51.35182,50.61447,50.1966
10/06/2020 02:28:00,51.25648,50.53828,50.0807
10/06/2020 02:29:00,51.17199,50.54004,50.14889
10/06/2020 02:30:00,51.2011,50.52452,50.13189
10/06/2020 02:31:00,51.27232,50.60935,50.24937
10/06/2020 02:32:00,51.23285,50.4608,50.19651
10/06/2020 02:33:00,51.30864,50.59412,50.30849
10/06/2020 02:34:00,51.40316,50.64845,50.33425
10/06/2020 02:35:00,51.85854,51.01189,50.63041
10/06/2020 02:36:00,52.16224,51.33207,50.89905
10/06/2020 02:37:00,52.00618,51.30207,50.85032
10/06/2020 02:38:00,51.89959,51.17978,50.71183
10/06/2020 02:39:00,51.85814,51.11805,50.70182
10/06/2020 02:40:00,51.83438,51.18699,50.72254
10/06/2020 02:41:00,51.9772,51.28711,50.76573
10/06/2020 02:42:00,51.74207,51.14112,50.76054
10/06/2020 02:43:00,51.47243,50.89756,50.53711
10/06/2020 02:44:00,51.48321,50.84064,50.47747
10/06/2020 02:45:00,51.12565,50.58234,50.26226
10/06/2020 02:46:00,51.53251,50.87601,50.46417
10/06/2020 02:47:00,51.44554,50.9325,50.53037
10/06/2020 02:48:00,51.45476,50.79712,50.52509
10/06/2020 02:49:00,51.59032,51.02337,50.63409
10/06/2020 02:50:00,51.47037,50.82723,50.51659
10/06/2020 02:51:00,51.68714,50.98505,50.58252
10/06/2020 02:52:00,52.00637,51.15856,50.77069
10/06/2020 02:53:00,52.49672,51.67547,51.24517
10/06/2020 02:54:00,52.54883,51.72239,51.22166
10/06/2020 02:55:00,52.41887,51.63799,51.1782
10/06/2020 02:56:00,52.11302,51.37222,51.03374
10/06/2020 02:57:00,51.50728,51.04289,50.5435
10/06/2020 02:58:00,51.65595,51.12923,50.6278
10/06/2020 02:59:00,51.66073,51.0782,50.59942
10/06/2020 03:00:00,52.12385,51.38511,50.99939
10/06/2020 03:01:00,52.13794,51.40492,51.17366
10/06/2020 03:02:00,52.21773,51.45985,51.29521
10/06/2020 03:03:00,52.32629,51.50257,51.34173
10/06/2020 03:04:00,52.78868,51.83734,51.63256
10/06/2020 03:05:00,52.87141,52.07018,51.82536
10/06/2020 03:06:00,52.75856,51.95815,51.7524
10/06/2020 03:07:00,52.66142,51.84199,51.65652
10/06/2020 03:08:00,52.73516,51.9137,51.68821
10/06/2020 03:09:00,52.84948,52.02004,51.74382
10/06/2020 03:10:00,53.1948,52.40531,52.01088
10/06/2020 03:11:00,52.91659,52.19751,51.87975
10/06/2020 03:12:00,52.76111,51.96649,51.75238
10/06/2020 03:13:00,52.56409,51.94439,51.68293
10/06/2020 03:14:00,52.01926,51.38888,51.10531
10/06/2020 03:15:00,51.66676,51.21984,51.0246
10/06/2020 03:16:00,51.65769,51.06586,50.78246
10/06/2020 03:17:00,51.78641,51.19327,51.0919
10/06/2020 03:18:00,51.327,50.67479,50.58722
10/06/2020 03:19:00,51.50629,50.89468,50.75119
10/06/2020 03:20:00,51.58285,50.92952,50.76803
10/06/2020 03:21:00,51.52837,50.80261,50.69712
10/06/2020 03:22:00,51.59422,50.8089,50.71803
10/06/2020 03:23:00,52.01818,51.24119,50.99502
10/06/2020 03:24:00,52.10563,51.38989,51.12582
10/06/2020 03:25:00,52.29004,51.55532,51.35366
10/06/2020 03:26:00,52.18626,51.49384,51.33448
10/06/2020 03:27:00,51.5884,51.21058,50.90934
10/06/2020 03:28:00,50.3191,49.81392,49.67305
10/06/2020 03:29:00,50.52747,49.94619,49.71886
10/06/2020 03:30:00,50.80902,50.09763,49.91587
10/06/2020 03:31:00,50.71809,50.11497,49.88275
10/06/2020 03:32:00,50.97839,50.25513,50.03693
10/06/2020 03:33:00,50.95549,50.36048,50.14762
10/06/2020 03:34:00,51.04032,50.33193,50.13601
10/06/2020 03:35:00,51.32393,50.56607,50.32515
10/06/2020 03:36:00,51.59142,50.83151,50.52413
10/06/2020 03:37:00,51.81071,51.023,50.66782
10/06/2020 03:38:00,51.81169,51.15724,50.79047
10/06/2020 03:39:00,51.66433,51.00241,50.62273
10/06/2020 03:40:00,51.84403,51.08528,50.68591
10/06/2020 03:41:00,51.97196,51.22609,50.8297
10/06/2020 03:42:00,51.99077,51.27569,50.86197
10/06/2020 03:43:00,52.0789,51.38265,50.91819
10/06/2020 03:44:00,52.01849,51.41613,50.92852
10/06/2020 03:45:00,51.99964,51.31989,50.81066
10/06/2020 03:46:00,51.90239,51.36708,50.89246
10/06/2020 03:47:00,52.47377,51.66978,51.12203
10/06/2020 03:48:00,52.91155,52.11312,51.67306
10/06/2020 03:49:00,52.7551,52.09162,51.62205
10/06/2020 03:50:00,52.00074,51.47668,51.10585
10/06/2020 03:51:00,51.47016,50.94307,50.65847
10/06/2020 03:52:00,51.83796,51.18178,50.79134
10/06/2020 03:53:00,52.0952,51.47838,51.09325
10/06/2020 03:54:00,51.65206,51.11282,50.82853
10/06/2020 03:55:00,52.10606,51.38874,51.06558
10/06/2020 03:56:00,51.74002,51.20029,50.94755
10/06/2020 03:57:00,51.39394,50.77081,50.54557
10/06/2020 03:58:00,50.66433,50.26995,50.17002
10/06/2020 03:59:00,50.81049,50.15115,49.99293
10/06/2020 04:00:00,51.20469,50.51631,50.41079
10/06/2020 04:01:00,51.15319,50.5091,50.40974
10/06/2020 04:02:00,51.37417,50.62456,50.4673
10/06/2020 04:03:00,52.62913,51.6158,51.39226
10/06/2020 04:04:00,52.86174,52.0945,51.77889
10/06/2020 04:05:00,53.58961,52.55061,52.03722
10/06/2020 04:06:00,52.91569,52.21012,51.96456
10/06/2020 04:07:00,53.14238,52.18272,51.86378
10/06/2020 04:08:00,53.13695,52.20372,51.92109
10/06/2020 04:09:00,52.97697,51.97509,51.76234
10/06/2020 04:10:00,53.21859,52.33829,52.05507
10/06/2020 04:11:00,53.3201,52.32389,52.02682
10/06/2020 04:12:00,53.44053,52.5144,52.21835
10/06/2020 04:13:00,53.61891,52.75579,52.22528
10/06/2020 04:14:00,54.39741,53.35678,52.81564
10/06/2020 04:15:00,54.6213,53.46672,53.26721
10/06/2020 04:16:00,54.62125,53.4741,53.23828
10/06/2020 04:17:00,54.89763,53.78241,53.41542
10/06/2020 04:18:00,54.47574,53.48442,53.28499
10/06/2020 04:19:00,54.176,53.13311,53.03758
10/06/2020 04:20:00,54.24143,53.17149,53.04108
10/06/2020 04:21:00,54.06898,53.27346,53.04423
10/06/2020 04:22:00,54.1092,53.1456,53.00489
10/06/2020 04:23:00,54.1806,53.36192,53.18958
10/06/2020 04:24:00,53.61778,53.01544,52.86324
10/06/2020 04:25:00,52.11365,51.84391,51.81686
10/06/2020 04:26:00,53.01243,52.40585,52.17662
10/06/2020 04:27:00,51.7916,51.67845,51.6692
10/06/2020 04:28:00,51.96168,51.46008,51.391
10/06/2020 04:29:00,52.03418,51.57021,51.53887
10/06/2020 04:30:00,52.08913,51.4935,51.4705
10/06/2020 04:31:00,52.10563,51.65356,51.5536
10/06/2020 04:32:00,51.19516,50.82902,50.91396
10/06/2020 04:33:00,50.96101,50.424,50.46309
10/06/2020 04:34:00,51.36707,50.80104,50.73156
10/06/2020 04:35:00,51.61439,50.91538,50.76083
10/06/2020 04:36:00,51.50993,51.00749,50.84163
10/06/2020 04:37:00,51.551,50.93839,50.81988
10/06/2020 04:38:00,51.54505,50.81266,50.78354
10/06/2020 04:39:00,51.9409,51.2866,51.15816
10/06/2020 04:40:00,51.70973,51.04781,50.88265
10/06/2020 04:41:00,51.74858,51.11556,50.96344
10/06/2020 04:42:00,51.49017,50.96265,50.82439
10/06/2020 04:43:00,51.59232,50.95137,50.79933
10/06/2020 04:44:00,51.62268,51.01103,50.85335
10/06/2020 04:45:00,52.11869,51.31151,51.13513
10/06/2020 04:46:00,51.47393,50.94591,50.9111
10/06/2020 04:47:00,51.17835,50.56945,50.55177
10/06/2020 04:48:00,51.85925,51.00435,50.85267
10/06/2020 04:49:00,53.0409,52.17872,51.82537
10/06/2020 04:50:00,52.42421,52.06224,51.70989
10/06/2020 04:51:00,51.03633,50.58208,50.52922
10/06/2020 04:52:00,51.58946,50.99372,50.77815
10/06/2020 04:53:00,51.73159,51.26986,51.09409
10/06/2020 04:54:00,50.89605,50.3592,50.33149
10/06/2020 04:55:00,50.8495,50.31652,50.24242
10/06/2020 04:56:00,50.72475,50.25586,50.07562
10/06/2020 04:57:00,50.08055,49.81752,49.6321
10/06/2020 04:58:00,50.0109,49.53398,49.43245
10/06/2020 04:59:00,49.89413,49.37181,49.49065
10/06/2020 05:00:00,49.54176,48.92183,49.03016
10/06/2020 05:01:00,50.10229,49.37358,49.36247
10/06/2020 05:02:00,49.84266,49.02262,49.21717
10/06/2020 05:03:00,51.13978,50.03492,50.00867
10/06/2020 05:04:00,52.01202,51.06165,50.83636
10/06/2020 05:05:00,51.94828,51.06447,51.10546
10/06/2020 05:06:00,51.53119,50.64458,50.48132
10/06/2020 05:07:00,51.58764,50.96494,50.72566
10/06/2020 05:08:00,50.99766,50.26348,50.20133
10/06/2020 05:09:00,50.71426,50.04494,49.95265
10/06/2020 05:10:00,50.67889,49.98711,49.80664
10/06/2020 05:11:00,50.36327,49.71677,49.69819
10/06/2020 05:12:00,50.04721,49.30949,49.43658
10/06/2020 05:13:00,50.24712,49.43541,49.51397
10/06/2020 05:14:00,50.31501,49.68656,49.58256
10/06/2020 05:15:00,50.08549,49.50713,49.54102
10/06/2020 05:16:00,50.88818,49.96126,49.84209
10/06/2020 05:17:00,51.54602,50.59388,50.57003
10/06/2020 05:18:00,51.45827,50.5666,50.53791
10/06/2020 05:19:00,51.5942,50.58535,50.60766
10/06/2020 05:20:00,52.05182,50.99776,50.92782
10/06/2020 05:21:00,52.36591,51.3581,51.24564
10/06/2020 05:22:00,52.25306,51.2862,51.13238
10/06/2020 05:23:00,52.238,51.2916,51.2343
10/06/2020 05:24:00,52.61222,51.60134,51.49852
10/06/2020 05:25:00,52.1234,51.30906,51.18656
10/06/2020 05:26:00,52.15341,51.34247,51.23223
10/06/2020 05:27:00,52.18977,51.44591,51.3423
10/06/2020 05:28:00,52.56779,51.72635,51.53274
10/06/2020 05:29:00,52.92129,52.03588,51.77814
10/06/2020 05:30:00,53.22614,52.32904,52.12957
10/06/2020 05:31:00,53.2849,52.35767,52.16256
10/06/2020 05:32:00,53.57581,52.70837,52.48
10/06/2020 05:33:00,53.50939,52.67971,52.46141
