Time,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS Raw
10:33:49,63.1,39.4,92.8,767.9,467952
10:33:50,63.1,39.4,92.7,767.9,467987
10:33:51,63.1,39.4,92.6,767.9,468023
10:33:52,63.1,39.5,92.6,767.9,468055
10:33:53,63.1,39.5,92.5,767.9,468078
10:33:54,63.1,39.5,92.4,767.9,468106
10:33:55,63.1,39.5,92.3,767.9,468128
10:33:56,63.1,39.6,92.2,767.9,468156
10:33:57,63,39.6,92.1,767.9,468191
10:33:58,63,39.6,92,767.9,468219
10:33:59,63,39.7,91.9,767.9,468248
10:34:00,63,39.7,91.9,767.9,468266
10:34:01,63,39.7,91.8,767.9,468300
10:34:02,63,39.7,91.7,767.9,468327
10:34:03,63,39.7,91.6,767.9,468359
10:34:04,63,39.8,91.5,767.9,468379
10:34:05,63,39.8,91.4,767.9,468392
10:34:06,63,39.8,91.3,767.9,468405
10:34:07,63,39.8,91.2,767.9,468437
10:34:08,63,39.9,91.1,767.9,468462
10:34:09,63,39.9,91.1,767.9,468509
10:34:10,63,39.9,91,767.9,468545
10:34:11,63,39.9,90.9,767.9,468571
10:34:12,63,40,90.8,767.9,468610
10:34:13,63,40,90.7,767.9,468647
10:34:14,63,40,90.6,767.9,468670
10:34:15,63,40,90.5,767.9,468697
10:34:16,63,40.1,90.4,767.9,468732
10:34:17,63,40.1,90.3,767.9,468754
10:34:18,62.9,40.1,90.2,767.9,468775
10:34:19,62.9,40.1,90.1,767.9,468790
10:34:20,62.9,40.1,90,767.9,468814
10:34:21,62.9,40.2,90,767.9,468844
10:34:22,62.9,40.2,89.9,767.9,468871
10:34:23,62.9,40.2,89.8,767.9,468893
10:34:24,62.9,40.3,89.7,767.9,468919
10:34:25,62.9,40.3,89.6,767.9,468941
10:34:26,62.9,40.3,89.5,767.9,468969
10:34:27,62.9,40.3,89.4,767.9,469000
10:34:28,62.9,40.3,89.3,767.9,469019
10:34:29,62.9,40.4,89.3,767.9,469042
10:34:30,62.9,40.4,89.2,767.9,469062
10:34:31,62.9,40.4,89.1,767.9,469093
10:34:32,62.9,40.4,89,767.9,469107
10:34:33,62.9,40.4,88.9,767.9,469127
10:34:34,62.9,40.4,88.9,767.9,469148
10:34:35,62.8,40.5,88.8,767.9,469168
10:34:36,62.8,40.5,88.7,767.9,469191
10:34:37,62.8,40.5,88.6,767.9,469219
10:34:38,62.8,40.5,88.6,767.9,469242
10:34:39,62.8,40.6,88.5,767.9,469263
10:34:40,62.8,40.6,88.4,767.9,469284
10:34:41,62.7,40.6,88.3,767.9,469302
10:34:42,62.7,40.6,88.3,767.9,469324
10:34:43,62.7,40.7,88.2,767.9,469344
10:34:44,62.7,40.7,88.1,767.9,469356
10:34:45,62.7,40.7,88.1,767.9,469373
10:34:46,62.7,40.7,88,767.9,469396
10:34:47,62.7,40.7,87.9,767.9,469420
10:34:48,62.6,40.8,87.9,767.9,469430
10:34:49,62.6,40.8,87.8,767.9,469447
10:34:50,62.6,40.8,87.7,767.9,469470
10:34:51,62.6,40.8,87.7,767.9,469488
10:34:52,62.6,40.8,87.6,767.9,469510
10:34:53,62.6,40.9,87.5,767.9,469524
10:34:54,62.6,40.9,87.5,767.9,469539
10:34:55,62.6,40.9,87.4,767.9,469560
10:34:56,62.6,40.9,87.4,767.9,469575
10:34:57,62.5,40.9,87.3,767.9,469583
10:34:58,62.5,41,87.2,767.9,469595
10:34:59,62.5,41,87.2,767.9,469614
10:35:00,62.5,41,87.1,767.9,469633
10:35:01,62.5,41,87.1,767.9,469649
10:35:02,62.5,41,87,767.9,469662
10:35:03,62.5,41,87,767.9,469683
10:35:04,62.5,41.1,86.9,767.9,469694
10:35:05,62.5,41.1,86.9,767.9,469706
10:35:06,62.5,41.1,86.8,767.9,469715
10:35:07,62.5,41.1,86.8,767.9,469730
10:35:08,62.5,41.1,86.7,767.9,469739
10:35:09,62.5,41.1,86.7,767.9,469756
10:35:10,62.5,41.1,86.6,767.9,469766
10:35:11,62.5,41.2,86.6,767.9,469774
10:35:12,62.4,41.2,86.5,767.9,469783
10:35:13,62.4,41.2,86.5,767.9,469795
10:35:14,62.4,41.2,86.5,767.9,469809
10:35:15,62.4,41.2,86.4,767.9,469830
10:35:16,62.4,41.3,86.4,767.9,469832
10:35:17,62.4,41.3,86.3,767.9,469837
10:35:18,62.4,41.3,86.3,767.9,469845
10:35:19,62.4,41.3,86.3,767.9,469858
10:35:20,62.4,41.3,86.2,767.9,469868
10:35:21,62.4,41.4,86.2,767.9,469868
10:35:22,62.4,41.4,86.2,767.9,469877
10:35:23,62.4,41.4,86.2,767.9,469888
10:35:24,62.4,41.4,86.1,767.9,469895
10:35:25,62.5,41.4,86.1,767.9,469907
10:35:26,62.5,41.4,86.1,767.9,469905
10:35:27,62.5,41.5,86,767.9,469913
10:35:28,62.5,41.5,86,767.9,469919
10:35:29,62.5,41.5,86,767.9,469935
10:35:30,62.6,41.5,86,767.9,469936
10:35:31,62.6,41.5,85.9,767.9,469928
10:35:32,62.7,41.5,85.9,767.9,469939
10:35:33,62.8,41.6,85.9,767.9,469927
10:35:34,62.9,41.6,85.9,767.9,469914
10:35:35,63,41.6,85.9,767.9,469906
10:35:36,63.1,41.6,85.9,767.9,469893
10:35:37,63.3,41.6,85.9,767.9,469879
10:35:38,63.3,41.6,85.9,767.9,469857
10:35:39,63.9,41.7,85.9,767.9,469829
10:35:40,64.3,41.7,85.9,767.9,469803
10:35:41,64.7,41.7,85.9,767.9,469763
10:35:42,65.3,41.7,86,767.9,469702
10:35:43,65.9,41.7,86,767.9,469629
10:35:44,65.9,41.7,86.1,767.9,469543
10:35:45,68.2,41.8,86.2,767.9,469478
10:35:46,69.2,41.8,86.3,767.9,469408
10:35:47,70.2,41.8,86.5,767.9,469322
10:35:48,70.2,41.8,86.6,767.9,469235
10:35:49,71.7,41.9,86.8,767.9,469105
10:35:50,73.3,41.9,87,767.9,469024
10:35:51,74.4,41.9,87.2,767.9,468955
10:35:52,75.5,41.9,87.4,767.9,468853
10:35:53,76.4,42,87.7,767.9,468759
10:35:54,77.3,42,87.9,767.9,468642
10:35:55,78.2,42,88.2,767.9,468618
10:35:56,79,42,88.4,767.9,468563
10:35:57,79.8,42.1,88.7,767.9,468494
10:35:58,81.1,42.1,88.9,767.9,468418
10:35:59,81.5,42.1,89.2,767.9,468416
10:36:00,82,42.2,89.4,767.9,468382
10:36:01,82.4,42.2,89.7,767.9,468324
10:36:02,82.6,42.2,89.9,767.9,468363
10:36:03,82.7,42.2,90.1,767.9,468390
10:36:04,82.8,42.2,90.2,767.9,468339
10:36:05,82.8,42.2,90.4,767.9,468317
10:36:06,82.8,42.3,90.5,767.9,468354
10:36:07,82.7,42.3,90.6,767.9,468421
10:36:08,82.4,42.3,90.7,767.9,468443
10:36:09,82.1,42.3,90.7,767.9,468458
10:36:10,81.7,42.3,90.8,767.9,468513
10:36:11,81.7,42.3,90.8,767.9,468514
10:36:12,80.9,42.3,90.8,767.9,468517
10:36:13,80.3,42.4,90.7,767.9,468548
10:36:14,79.9,42.4,90.7,767.9,468576
10:36:15,79.4,42.4,90.7,767.9,468565
10:36:16,79,42.4,90.6,767.9,468557
10:36:17,78.7,42.4,90.5,767.9,468606
10:36:18,78.2,42.4,90.5,767.9,468656
10:36:19,78.2,42.4,90.4,767.9,468663
10:36:20,77.3,42.5,90.3,767.9,468677
10:36:21,76.9,42.5,90.3,767.9,468708
10:36:22,76.6,42.5,90.2,767.9,468753
10:36:23,76,42.5,90.1,767.9,468738
10:36:24,75.7,42.5,90.1,767.9,468774
10:36:25,75.4,42.5,90,767.9,468788
10:36:26,75.1,42.5,89.9,767.9,468814
10:36:27,74.9,42.5,89.9,767.9,468824
10:36:28,74.9,42.5,89.8,767.9,468833
10:36:29,74.4,42.5,89.7,767.9,468834
10:36:30,73.9,42.5,89.7,767.9,468845
10:36:31,73.7,42.6,89.6,767.9,468872
10:36:32,73.4,42.6,89.5,767.9,468895
10:36:33,73.2,42.6,89.5,767.9,468927
10:36:34,73,42.6,89.4,767.9,468938
10:36:35,73,42.6,89.4,767.9,468959
10:36:36,72.6,42.6,89.3,767.9,468961
10:36:37,72.2,42.6,89.3,767.9,468953
10:36:38,72.1,42.6,89.2,767.9,468962
10:36:39,71.9,42.6,89.2,767.9,468988
10:36:40,71.7,42.6,89.1,767.9,468997
10:36:41,71.6,42.6,89.1,767.9,468996
10:36:42,71.4,42.6,89.1,767.9,469006
10:36:43,71.3,42.6,89,767.9,469016
10:36:44,71,42.6,89,767.9,469028
10:36:45,71,42.6,88.9,767.9,469045
10:36:46,70.7,42.6,88.9,767.9,469061
10:36:47,70.6,42.6,88.8,767.9,469071
10:36:48,70.5,42.6,88.8,767.9,469082
10:36:49,70.4,42.6,88.8,767.9,469097
10:36:50,70.2,42.6,88.7,767.9,469101
10:36:51,70.1,42.6,88.7,767.9,469111
10:36:52,70,42.5,88.7,767.9,469123
10:36:53,69.9,42.5,88.6,767.9,469136
10:36:54,69.7,42.5,88.6,767.9,469144
10:36:55,69.5,42.5,88.6,767.9,469150
10:36:56,69.4,42.5,88.5,767.9,469155
10:36:57,69.4,42.5,88.5,767.9,469169
10:36:58,69.2,42.5,88.5,767.9,469178
10:36:59,69.1,42.5,88.4,767.9,469193
10:37:00,69.1,42.4,88.4,767.9,469197
10:37:01,69,42.4,88.4,767.9,469203
10:37:02,68.9,42.4,88.3,767.9,469204
10:37:03,68.7,42.4,88.3,767.9,469212
10:37:04,68.6,42.4,88.3,767.9,469220
10:37:05,68.5,42.4,88.3,767.9,469228
10:37:06,68.4,42.3,88.2,767.9,469236
10:37:07,68.3,42.3,88.2,767.9,469237
10:37:08,68.3,42.3,88.2,767.9,469244
10:37:09,68.2,42.3,88.2,767.9,469252
10:37:10,68,42.3,88.1,767.9,469255
10:37:11,68,42.2,88.1,767.9,469251
10:37:12,67.9,42.2,88.1,767.9,469266
10:37:13,67.8,42.2,88.1,767.9,469263
10:37:14,67.8,42.2,88.1,767.9,469266
10:37:15,67.7,42.2,88,767.9,469274
10:37:16,67.6,42.1,88,767.9,469270
10:37:17,67.6,42.1,88,767.9,469273
10:37:18,67.4,42.1,88,767.9,469274
10:37:19,67.4,42.1,88,767.9,469275
10:37:20,67.3,42,88,767.9,469271
10:37:21,67.3,42,88,767.9,469277
10:37:22,67.2,42,88,767.9,469288
10:37:23,67.2,42,87.9,767.9,469289
10:37:24,67.1,41.9,87.9,767.9,469286
10:37:25,67,41.9,87.9,767.9,469285
10:37:26,67,41.9,87.9,767.9,469298
10:37:27,66.9,41.9,87.9,767.9,469301
10:37:28,66.9,41.8,87.9,767.9,469295
10:37:29,66.8,41.8,87.9,767.9,469280
10:37:30,66.8,41.8,87.9,767.9,469293
10:37:31,66.7,41.7,87.9,767.9,469302
10:37:32,66.7,41.7,87.9,767.9,469307
10:37:33,66.6,41.7,87.9,767.9,469309
10:37:34,66.6,41.7,87.9,767.9,469288
10:37:35,66.5,41.6,87.9,767.9,469290
10:37:36,66.5,41.6,87.9,767.9,469296
10:37:37,66.4,41.6,87.9,767.9,469314
10:37:38,66.4,41.5,87.9,767.9,469300
10:37:39,66.4,41.5,87.9,767.9,469278
10:37:40,66.4,41.5,87.9,767.9,469273
10:37:41,66.3,41.5,87.9,767.9,469296
10:37:42,66.3,41.4,87.9,767.9,469315
10:37:43,66.3,41.4,87.9,767.9,469286
10:37:44,66.3,41.4,87.9,767.9,469280
10:37:45,66.2,41.3,87.9,767.9,469278
10:37:46,66.2,41.3,87.9,767.9,469296
10:37:47,66.1,41.3,87.9,767.9,469280
10:37:48,66.1,41.2,87.9,767.9,469263
10:37:49,66.1,41.2,87.9,767.9,469261
10:37:50,66,41.2,87.9,767.9,469262
10:37:51,66,41.1,87.9,767.9,469301
10:37:52,66,41.1,87.9,767.9,469265
10:37:53,66,41.1,87.9,767.9,469241
10:37:54,65.9,41,87.9,767.9,469227
10:37:55,65.9,41,87.9,767.9,469238
10:37:56,65.9,41,88,767.9,469215
10:37:57,65.8,40.9,88,767.9,469227
10:37:58,65.8,40.9,88,767.9,469225
10:37:59,65.8,40.9,88,767.9,469238
10:38:00,65.8,40.8,88,767.9,469218
10:38:01,65.8,40.8,88,767.9,469210
10:38:02,65.7,40.8,88,767.9,469204
10:38:03,65.7,40.7,88.1,767.9,469189
10:38:04,65.7,40.7,88.1,767.9,469206
10:38:05,65.7,40.7,88.1,767.9,469205
10:38:06,65.7,40.6,88.1,767.9,469198
10:38:07,65.7,40.6,88.1,767.9,469169
10:38:08,65.7,40.6,88.1,767.9,469159
10:38:09,65.7,40.5,88.1,767.9,469205
10:38:10,65.6,40.5,88.1,767.9,469222
10:38:11,65.6,40.5,88.2,767.9,469171
10:38:12,65.6,40.4,88.2,767.9,469185
10:38:13,65.6,40.4,88.2,767.9,469143
10:38:14,65.6,40.4,88.2,767.9,469167
10:38:15,65.6,40.3,88.2,767.9,469177
10:38:16,65.6,40.3,88.2,767.9,469133
10:38:17,65.6,40.3,88.2,767.9,469123
10:38:18,65.6,40.2,88.3,767.9,469102
10:38:19,65.6,40.2,88.3,767.9,469100
10:38:20,65.6,40.2,88.3,767.9,469100
10:38:21,65.6,40.1,88.3,767.9,469093
10:38:22,65.6,40.1,88.3,767.9,469074
10:38:23,65.6,40.1,88.4,767.9,469092
10:38:24,65.6,40,88.4,767.9,469106
10:38:25,65.6,40,88.4,767.9,469113
10:38:26,65.5,39.9,88.4,767.9,469100
10:38:27,65.5,39.9,88.4,767.9,469057
10:38:28,65.5,39.9,88.5,767.9,469068
10:38:29,65.5,39.8,88.5,767.9,469055
10:38:30,65.5,39.8,88.5,767.9,469100
10:38:31,65.5,39.8,88.5,767.9,469068
10:38:32,65.5,39.8,88.5,767.9,469039
10:38:33,65.5,39.7,88.5,767.9,469038
10:38:34,65.5,39.7,88.6,767.9,469022
10:38:35,65.5,39.7,88.6,767.9,469058
10:38:36,65.5,39.6,88.6,767.9,469055
10:38:37,65.5,39.6,88.6,767.9,469065
10:38:38,65.5,39.5,88.6,767.9,469065
10:38:39,65.5,39.5,88.6,767.9,469046
10:38:40,65.5,39.5,88.6,767.9,469034
10:38:41,65.5,39.4,88.6,767.9,469021
10:38:42,65.5,39.4,88.7,767.9,469007
10:38:43,65.5,39.4,88.7,767.9,469020
10:38:44,65.4,39.3,88.7,767.9,469032
10:38:45,65.4,39.3,88.7,767.9,469014
10:38:46,65.4,39.2,88.7,767.9,468979
10:38:47,65.4,39.2,88.7,767.9,468938
10:38:48,65.4,39.2,88.8,767.9,468924
10:38:49,65.4,39.2,88.8,767.9,468920
10:38:50,65.4,39.1,88.8,767.9,468929
10:38:51,65.4,39.1,88.8,767.9,468927
10:38:52,65.4,39.1,88.9,767.9,468886
10:38:53,65.4,39,88.9,767.9,468876
10:38:54,65.4,39,89,767.9,468910
10:38:55,65.4,39,89,767.9,468932
10:38:56,65.4,38.9,89,767.9,468903
10:38:57,65.4,38.9,89,767.9,468882
10:38:58,65.3,38.8,89.1,767.9,468867
10:38:59,65.3,38.8,89.1,767.9,468887
10:39:00,65.3,38.8,89.1,767.9,468893
