Time,V Hum,V Temp,SGS Hum,SGS Temp
15:29:05,84.1,30,85.2,30.2
15:29:06,84.2,30,85.2,30.3
15:29:07,84.2,30,85.2,30.3
15:29:08,84.2,30,85.2,30.3
15:29:09,84.2,30,85.2,30.3
15:29:10,84.2,30,85.2,30.3
15:29:11,84.2,30,85.2,30.3
15:29:12,84.2,30,85.2,30.3
15:29:13,84.2,30,85.2,30.3
15:29:14,84.2,30,85.2,30.3
15:29:15,84.2,30,85.2,30.3
15:29:16,84.2,30,85.2,30.3
15:29:17,84.2,30,85.2,30.3
15:29:18,84.2,30,85.2,30.3
15:29:19,84.2,30,85.2,30.3
15:29:20,84.2,30,85.2,30.3
15:29:21,84.2,30,85.2,30.3
15:29:22,84.2,30,85.2,30.3
15:29:23,84.2,30,85.2,30.3
15:29:24,84.2,30,85.2,30.3
15:29:25,84.2,30,85.2,30.3
15:29:26,84.2,30,85.2,30.3
15:29:27,84.2,30,85.2,30.3
15:29:28,84.1,30,85.2,30.3
15:29:29,84.1,30,85.2,30.3
15:29:30,84.1,30,85.2,30.3
15:29:31,84.1,30,85.2,30.3
15:29:32,84.1,30,85.2,30.3
15:29:33,84.1,30,85.2,30.3
15:29:34,84.1,30,85.1,30.3
15:29:35,84,30,85.1,30.2
15:29:36,84,30,85.1,30.2
15:29:37,84,30,85.1,30.2
15:29:38,83.9,30,85.1,30.2
15:29:39,83.8,30,85.1,30.3
15:29:40,83.8,30,85.1,30.2
15:29:41,83.7,30,85,30.2
15:29:42,83.6,30,84.9,30.3
15:29:43,83.4,30,84.9,30.3
15:29:44,83.2,30,84.8,30.3
15:29:45,83,30,84.7,30.3
15:29:46,82.9,30,84.6,30.2
15:29:47,82.7,30,84.6,30.2
15:29:48,82.6,30,84.5,30.2
15:29:49,82.4,30,84.4,30.2
15:29:50,82,30,84.3,30.2
15:29:51,81.8,30,84.2,30.2
15:29:52,81.7,30,84.1,30.2
15:29:53,81.5,30,84.1,30.2
15:29:54,81,30,83.9,30.2
15:29:55,80.8,30,83.8,30.2
15:29:56,80.6,30,83.7,30.2
15:29:57,80.4,30,83.6,30.2
15:29:58,80,30,83.4,30.2
15:29:59,80,30,83.4,30.2
15:30:00,79.5,30,83.2,30.1
15:30:01,79.3,30,83,30.1
15:30:02,79.1,30,83,30.1
15:30:03,78.9,30,82.9,30.1
15:30:04,78.7,29.9,82.8,30.1
15:30:05,78.5,29.9,82.6,30.1
15:30:06,78.3,29.9,82.5,30.1
15:30:07,77.9,29.9,82.4,30.1
15:30:08,77.7,29.9,82.2,30.1
15:30:09,77.5,29.9,82.1,30.1
15:30:10,77.3,29.9,82,30
15:30:11,77,29.9,81.9,30
15:30:12,76.8,29.9,81.7,30
15:30:13,76.6,29.9,81.6,30
15:30:14,76.5,29.9,81.5,30
15:30:15,76.3,29.9,81.3,30
15:30:16,76.1,29.9,81.1,30
15:30:17,76,29.9,81,30
15:30:18,75.8,29.9,80.9,30
15:30:19,75.6,29.9,80.8,30
15:30:20,75.5,29.9,80.7,30
15:30:21,75.3,29.9,80.6,29.8
15:30:22,75,29.9,80.4,29.8
15:30:23,74.9,29.9,80.4,29.8
15:30:24,74.8,29.9,80.2,29.8
15:30:25,74.5,29.9,80,29.8
15:30:26,74.5,29.9,79.9,29.8
15:30:27,74.4,29.9,79.9,29.8
15:30:28,74.1,29.9,79.7,29.8
15:30:29,74,29.9,79.6,29.8
15:30:30,73.9,29.9,79.4,29.8
15:30:31,73.7,29.9,79.4,29.8
15:30:32,73.6,29.8,79.3,29.8
15:30:33,73.5,29.8,79.1,29.7
15:30:34,73.4,29.8,78.9,29.7
15:30:35,73.3,29.8,78.8,29.8
15:30:36,73.2,29.8,78.8,29.7
15:30:37,73.1,29.8,78.8,29.8
15:30:38,73,29.8,78.6,29.7
15:30:39,72.9,29.8,78.5,29.7
15:30:40,72.7,29.8,78.4,29.7
15:30:41,72.6,29.8,78.3,29.7
15:30:42,72.5,29.8,78.2,29.7
15:30:43,72.4,29.8,78.1,29.7
15:30:44,72.4,29.8,78,29.7
15:30:45,72.3,29.8,77.8,29.7
15:30:46,72.2,29.8,77.8,29.7
15:30:47,72,29.8,77.6,29.6
15:30:48,72,29.8,77.5,29.6
15:30:49,71.9,29.8,77.4,29.6
15:30:50,71.8,29.8,77.3,29.6
15:30:51,71.7,29.8,77.3,29.6
15:30:52,71.6,29.8,77.1,29.6
15:30:53,71.6,29.8,77,29.6
15:30:54,71.5,29.8,76.9,29.6
15:30:55,71.4,29.8,76.8,29.6
15:30:56,71.4,29.8,76.7,29.6
15:30:57,71.3,29.8,76.7,29.5
15:30:58,71.2,29.8,76.6,29.5
15:30:59,71.2,29.8,76.5,29.6
15:31:00,71.1,29.8,76.4,29.6
15:31:01,71,29.8,76.3,29.6
15:31:02,70.9,29.8,76.2,29.5
15:31:03,70.9,29.8,76.1,29.5
15:31:04,70.8,29.7,76,29.5
15:31:05,70.8,29.7,75.9,29.5
15:31:06,70.8,29.7,75.8,29.5
15:31:07,70.7,29.7,75.7,29.5
15:31:08,70.7,29.7,75.7,29.5
15:31:09,70.6,29.7,75.6,29.5
15:31:10,70.6,29.7,75.5,29.5
15:31:11,70.5,29.7,75.4,29.5
15:31:12,70.5,29.7,75.3,29.5
15:31:13,70.4,29.7,75.2,29.5
15:31:14,70.4,29.7,75.2,29.5
15:31:15,70.3,29.7,75.2,29.5
15:31:16,70.3,29.7,75.1,29.5
15:31:17,70.3,29.7,75,29.5
15:31:18,70.2,29.7,74.9,29.5
15:31:19,70.2,29.7,74.9,29.5
15:31:20,70.2,29.7,74.8,29.5
15:31:21,70.2,29.7,74.7,29.5
15:31:22,70.1,29.7,74.6,29.5
15:31:23,70.1,29.7,74.6,29.5
15:31:24,70.1,29.7,74.6,29.4
15:31:25,70.1,29.7,74.5,29.5
15:31:26,70,29.7,74.5,29.5
15:31:27,70,29.7,74.4,29.5
15:31:28,70,29.7,74.3,29.5
15:31:29,69.9,29.7,74.2,29.5
15:31:30,69.9,29.7,74.2,29.5
15:31:31,69.9,29.7,74.1,29.4
15:31:32,69.9,29.7,74.1,29.4
15:31:33,69.9,29.7,74.1,29.4
15:31:34,69.8,29.7,74,29.4
15:31:35,69.8,29.7,73.9,29.4
15:31:36,69.8,29.7,73.9,29.4
15:31:37,69.8,29.7,73.8,29.4
15:31:38,69.8,29.7,73.7,29.4
15:31:39,69.8,29.7,73.7,29.4
15:31:40,69.8,29.7,73.6,29.4
15:31:41,69.8,29.7,73.6,29.4
15:31:42,69.7,29.6,73.6,29.4
15:31:43,69.7,29.6,73.6,29.4
15:31:44,69.7,29.6,73.5,29.4
15:31:45,69.7,29.6,73.5,29.4
15:31:46,69.7,29.6,73.4,29.4
15:31:47,69.7,29.6,73.4,29.4
15:31:48,69.7,29.6,73.4,29.4
15:31:49,69.7,29.6,73.3,29.4
15:31:50,69.7,29.6,73.3,29.4
15:31:51,69.7,29.6,73.3,29.4
15:31:52,69.7,29.6,73.3,29.4
15:31:53,69.7,29.6,73.3,29.4
15:31:54,69.7,29.6,73.2,29.4
15:31:55,69.7,29.6,73.2,29.4
15:31:56,69.7,29.6,73.2,29.4
15:31:57,69.7,29.6,73.1,29.4
15:31:58,69.7,29.6,73.1,29.4
15:31:59,69.8,29.6,73.1,29.4
15:32:00,69.8,29.6,73.1,29.4
15:32:01,69.8,29.6,73.1,29.4
15:32:02,69.9,29.6,73.1,29.4
15:32:03,69.9,29.6,73.1,29.4
15:32:04,70,29.6,73.1,29.4
15:32:05,70,29.6,73.1,29.4
15:32:06,70.1,29.6,73.1,29.4
15:32:07,70.2,29.6,73.1,29.4
15:32:08,70.2,29.6,73.1,29.4
15:32:09,70.3,29.6,73.1,29.4
15:32:10,70.3,29.6,73.1,29.4
15:32:11,70.4,29.6,73.2,29.4
15:32:12,70.5,29.6,73.2,29.4
15:32:13,70.6,29.6,73.2,29.4
15:32:14,70.6,29.6,73.3,29.4
15:32:15,70.7,29.6,73.3,29.4
15:32:16,70.8,29.6,73.3,29.4
15:32:17,70.9,29.6,73.4,29.4
15:32:18,71,29.6,73.4,29.4
15:32:19,71,29.6,73.5,29.4
15:32:20,71.1,29.6,73.5,29.4
15:32:21,71.2,29.6,73.6,29.4
15:32:22,71.3,29.6,73.6,29.4
15:32:23,71.5,29.6,73.6,29.4
15:32:24,71.6,29.6,73.7,29.5
15:32:25,71.7,29.6,73.7,29.5
15:32:26,71.8,29.6,73.8,29.5
15:32:27,71.9,29.6,73.9,29.5
15:32:28,72.1,29.6,73.9,29.5
15:32:29,72.2,29.6,74,29.5
15:32:30,72.3,29.6,74.1,29.5
15:32:31,72.4,29.6,74.1,29.5
15:32:32,72.5,29.6,74.1,29.5
15:32:33,72.6,29.6,74.2,29.4
15:32:34,72.7,29.6,74.2,29.4
15:32:35,72.7,29.6,74.3,29.5
15:32:36,72.8,29.6,74.4,29.5
15:32:37,72.9,29.6,74.4,29.5
15:32:38,73.1,29.6,74.5,29.5
15:32:39,73.1,29.6,74.6,29.5
15:32:40,73.2,29.6,74.6,29.5
15:32:41,73.3,29.6,74.6,29.5
15:32:42,73.3,29.6,74.6,29.5
15:32:43,73.4,29.6,74.7,29.5
15:32:44,73.4,29.6,74.7,29.5
15:32:45,73.5,29.6,74.8,29.5
15:32:46,73.5,29.6,74.8,29.5
15:32:47,73.6,29.6,74.9,29.5
15:32:48,73.7,29.6,74.9,29.5
15:32:49,73.7,29.6,74.9,29.5
15:32:50,73.7,29.6,75,29.5
15:32:51,73.7,29.6,75,29.5
15:32:52,73.8,29.6,75,29.5
15:32:53,73.8,29.6,75,29.5
15:32:54,73.8,29.6,75,29.6
15:32:55,73.8,29.6,75,29.5
15:32:56,73.8,29.6,75.1,29.5
15:32:57,73.8,29.6,75.1,29.5
15:32:58,73.8,29.6,75.1,29.5
15:32:59,73.8,29.6,75.1,29.5
15:33:00,73.8,29.6,75.1,29.5
15:33:01,73.8,29.6,75.1,29.6
15:33:02,73.8,29.6,75.1,29.6
15:33:03,73.8,29.6,75.1,29.6
15:33:04,73.8,29.6,75.1,29.6
15:33:05,73.8,29.6,75,29.6
15:33:06,73.8,29.6,75,29.6
15:33:07,73.8,29.6,75,29.6
15:33:08,73.8,29.6,75,29.5
15:33:09,73.8,29.7,75,29.6
15:33:10,73.8,29.7,75,29.5
15:33:11,73.7,29.7,75,29.5
15:33:12,73.7,29.7,75,29.6
15:33:13,73.7,29.7,75,29.6
15:33:14,73.7,29.7,74.9,29.6
15:33:15,73.6,29.7,74.9,29.6
15:33:16,73.6,29.7,74.9,29.6
15:33:17,73.6,29.7,74.9,29.6
15:33:18,73.6,29.7,74.9,29.6
15:33:19,73.5,29.7,74.8,29.6
15:33:20,73.5,29.7,74.8,29.6
15:33:21,73.5,29.7,74.8,29.6
15:33:22,73.5,29.7,74.8,29.6
15:33:23,73.4,29.7,74.7,29.6
15:33:24,73.4,29.7,74.7,29.6
15:33:25,73.3,29.7,74.7,29.6
15:33:26,73.3,29.7,74.6,29.6
15:33:27,73.3,29.7,74.6,29.6
15:33:28,73.2,29.7,74.6,29.6
15:33:29,73.2,29.7,74.6,29.6
15:33:30,73.2,29.7,74.6,29.6
15:33:31,73.1,29.7,74.6,29.6
15:33:32,73.1,29.7,74.5,29.6
15:33:33,73,29.7,74.5,29.6
15:33:34,73,29.7,74.5,29.6
15:33:35,73,29.7,74.4,29.6
15:33:36,72.9,29.7,74.4,29.6
15:33:37,72.9,29.7,74.3,29.6
15:33:38,72.9,29.7,74.3,29.6
15:33:39,72.8,29.7,74.3,29.6
15:33:40,72.8,29.7,74.2,29.6
15:33:41,72.7,29.7,74.2,29.6
15:33:42,72.7,29.7,74.2,29.6
15:33:43,72.6,29.7,74.1,29.6
15:33:44,72.6,29.7,74.1,29.6
15:33:45,72.6,29.7,74.1,29.6
15:33:46,72.5,29.7,74.1,29.6
15:33:47,72.5,29.7,74.1,29.6
15:33:48,72.5,29.7,74.1,29.6
15:33:49,72.5,29.7,74.1,29.6
15:33:50,72.5,29.7,74,29.6
15:33:51,72.4,29.7,74,29.6
15:33:52,72.4,29.7,74,29.6
15:33:53,72.4,29.7,74,29.6
15:33:54,72.4,29.7,73.9,29.6
15:33:55,72.4,29.7,73.9,29.6
15:33:56,72.3,29.7,73.9,29.6
15:33:57,72.3,29.7,73.9,29.7
15:33:58,72.3,29.7,73.8,29.7
15:33:59,72.3,29.7,73.8,29.6
15:34:00,72.2,29.7,73.8,29.6
15:34:01,72.2,29.7,73.8,29.6
15:34:02,72.2,29.7,73.7,29.6
15:34:03,72.2,29.7,73.7,29.6
15:34:04,72.2,29.7,73.7,29.6
15:34:05,72.2,29.7,73.7,29.6
15:34:06,72.2,29.7,73.7,29.6
15:34:07,72.2,29.7,73.6,29.6
15:34:08,72.2,29.7,73.6,29.6
15:34:09,72.2,29.7,73.6,29.6
15:34:10,72.1,29.7,73.6,29.6
15:34:11,72.1,29.7,73.6,29.6
15:34:12,72.1,29.7,73.6,29.7
15:34:13,72.1,29.7,73.6,29.7
15:34:14,72.1,29.7,73.6,29.7
15:34:15,72.1,29.7,73.6,29.7
15:34:16,72.1,29.7,73.6,29.7
15:34:17,72.1,29.7,73.6,29.7
15:34:18,72.1,29.7,73.6,29.6
15:34:19,72.1,29.7,73.5,29.6
15:34:20,72.1,29.7,73.5,29.6
15:34:21,72.1,29.7,73.5,29.6
15:34:22,72.1,29.7,73.5,29.6
15:34:23,72,29.7,73.5,29.6
15:34:24,72,29.7,73.5,29.6
15:34:25,72,29.7,73.4,29.6
15:34:26,72,29.7,73.4,29.6
15:34:27,72,29.7,73.4,29.6
15:34:28,72,29.7,73.4,29.6
15:34:29,72,29.7,73.4,29.7
15:34:30,72,29.7,73.4,29.7
15:34:31,72,29.7,73.4,29.7
15:34:32,72,29.7,73.4,29.7
15:34:33,72,29.7,73.4,29.7
15:34:34,72,29.7,73.4,29.7
15:34:35,72,29.7,73.4,29.7
15:34:36,72,29.7,73.4,29.7
15:34:37,72,29.7,73.4,29.7
15:34:38,72,29.7,73.4,29.7
15:34:39,72,29.7,73.4,29.6
15:34:40,72,29.7,73.3,29.7
15:34:41,72,29.7,73.3,29.7
15:34:42,72,29.7,73.3,29.7
15:34:43,72,29.7,73.3,29.7
15:34:44,72,29.7,73.3,29.7
15:34:45,72,29.7,73.3,29.7
15:34:46,72,29.7,73.3,29.7
15:34:47,72,29.7,73.3,29.7
15:34:48,72,29.7,73.3,29.7
15:34:49,72,29.7,73.3,29.7
15:34:50,72,29.7,73.3,29.7
15:34:51,72,29.7,73.3,29.7
15:34:52,72.1,29.7,73.3,29.7
15:34:53,72.1,29.7,73.3,29.7
15:34:54,72.1,29.7,73.3,29.7
15:34:55,72.1,29.7,73.3,29.7
15:34:56,72.1,29.7,73.3,29.7
15:34:57,72.1,29.7,73.3,29.7
15:34:58,72.1,29.7,73.3,29.7
15:34:59,72.1,29.7,73.3,29.7
15:35:00,72.1,29.8,73.3,29.7
15:35:01,72.1,29.8,73.2,29.7
15:35:02,72.1,29.8,73.2,29.7
15:35:03,72.1,29.8,73.2,29.7
15:35:04,72.1,29.8,73.2,29.7
15:35:05,72.1,29.8,73.2,29.7
15:35:06,72.1,29.8,73.2,29.7
15:35:07,72.1,29.8,73.2,29.7
15:35:08,72.1,29.8,73.2,29.7
15:35:09,72.1,29.8,73.2,29.7
15:35:10,72.1,29.8,73.2,29.7
15:35:11,72.1,29.8,73.2,29.7
15:35:12,72.1,29.8,73.2,29.7
15:35:13,72.1,29.8,73.1,29.7
15:35:14,72.1,29.8,73.1,29.7
15:35:15,72.1,29.8,73.1,29.7
15:35:16,72.1,29.8,73.1,29.7
15:35:17,72.1,29.8,73.1,29.7
15:35:18,72.1,29.8,73.1,29.7
15:35:19,72,29.8,73.1,29.7
15:35:20,72,29.8,73.1,29.7
15:35:21,72,29.8,73.1,29.7
15:35:22,72,29.8,73.1,29.7
15:35:23,72,29.8,73.1,29.8
