Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS Calc,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW,SGS 2 Calc
11:29:48,78.11,22.51,76.9,22.6,78.1,23.7,NaN,NaN,88.5,22.3,526058,12313.24
11:29:49,78.16,22.51,76.9,22.6,78.2,23.7,NaN,NaN,88.6,22.4,526051,12313.06
11:29:50,78.24,22.51,76.9,22.6,78.2,23.7,NaN,NaN,88.6,22.4,526035,12312.64
11:29:51,78.31,22.51,76.9,22.6,78.3,23.8,NaN,NaN,88.7,22.4,526035,12312.64
11:29:52,78.38,22.51,76.9,22.6,78.3,23.8,NaN,NaN,88.7,22.4,526025,12312.38
11:29:53,78.47,22.51,76.9,22.6,78.3,23.9,NaN,NaN,88.7,22.4,526016,12312.14
11:29:54,78.56,22.51,76.9,22.6,78.3,23.8,NaN,NaN,88.8,22.4,526015,12312.11
11:29:55,78.64,22.51,76.9,22.6,78.3,23.8,NaN,NaN,88.8,22.4,526015,12312.11
11:29:56,78.76,22.51,76.9,22.6,78.4,23.7,NaN,NaN,88.8,22.4,526007,12311.9
11:29:57,78.89,22.51,76.9,22.6,78.4,23.8,NaN,NaN,88.9,22.4,526000,12311.72
11:29:58,78.97,22.51,76.9,22.6,78.4,23.9,NaN,NaN,88.9,22.4,525987,12311.38
11:29:59,79.07,22.51,76.9,22.6,78.5,23.8,NaN,NaN,88.9,22.4,525986,12311.35
11:30:00,79.17,22.51,76.9,22.6,78.5,23.8,NaN,NaN,89,22.4,525975,12311.06
11:30:01,79.23,22.51,77,22.6,78.6,23.8,NaN,NaN,89,22.4,525976,12311.09
11:30:02,79.31,22.51,77,22.6,78.6,24,NaN,NaN,89,22.4,525965,12310.8
11:30:03,79.41,22.51,77.1,22.6,78.5,24,NaN,NaN,89.1,22.4,525966,12310.83
11:30:04,79.5,22.51,77.1,22.6,78.3,24.1,NaN,NaN,89.1,22.4,525957,12310.59
11:30:05,79.55,22.51,77.1,22.6,78,24.1,NaN,NaN,89.1,22.4,525955,12310.54
11:30:06,79.62,22.51,77.2,22.6,77.8,24.1,NaN,NaN,89.2,22.4,525944,12310.25
11:30:07,79.69,22.51,77.2,22.6,77.6,24.2,NaN,NaN,89.2,22.4,525942,12310.2
11:30:08,79.76,22.51,77.3,22.6,77.4,24.3,NaN,NaN,89.2,22.4,525933,12309.96
11:30:09,79.84,22.51,77.4,22.6,77.1,24.3,NaN,NaN,89.2,22.4,525928,12309.83
11:30:10,79.92,22.51,77.6,22.6,77,24.3,NaN,NaN,89.3,22.4,525921,12309.65
