Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS Calc,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW,SGS 2 Calc
12:39:33,69.13,23.35,71.7,23.6,,,,,86.5,23.4,60165,83.97
12:39:34,69.16,23.35,71.7,23.6,,,,,86.5,23.3,60165,83.97
12:39:35,69.2,23.35,71.8,23.6,,,,,86.5,23.3,60168,84.03
12:39:36,69.22,23.35,71.9,23.6,,,,,86.5,23.3,60169,84.05
12:39:37,69.26,23.35,71.9,23.6,,,,,86.6,23.3,60170,84.07
12:39:38,69.3,23.35,72.1,23.6,,,,,86.6,23.3,60172,84.11
12:39:39,69.33,23.35,72.1,23.6,,,,,86.6,23.3,60173,84.13
12:39:40,69.36,23.35,72.2,23.6,,,,,86.7,23.3,60174,84.15
12:39:41,69.36,23.35,72.2,23.6,,,,,86.7,23.3,60175,84.17
12:39:42,69.38,23.35,72.3,23.6,,,,,86.7,23.3,60177,84.21
12:39:43,69.45,23.35,72.4,23.6,,,,,86.7,23.3,60178,84.23
12:39:44,69.46,23.35,72.4,23.6,,,,,86.8,23.3,60179,84.25
12:39:45,69.5,23.35,72.5,23.6,,,,,86.8,23.4,60181,84.3
12:39:46,69.52,23.35,72.5,23.6,,,,,86.8,23.4,60181,84.3
12:39:47,69.56,23.35,72.6,23.6,,,,,86.8,23.4,60183,84.34
12:39:48,69.6,23.35,72.6,23.6,,,,,86.9,23.4,60185,84.38
12:39:49,69.62,23.35,72.7,23.6,,,,,86.9,23.4,60186,84.4
12:39:50,69.65,23.35,72.7,23.6,,,,,86.9,23.4,60188,84.44
12:39:51,69.7,23.35,72.8,23.6,,,,,86.9,23.4,60189,84.46
12:39:52,69.76,23.35,72.8,23.6,,,,,86.9,23.4,60190,84.48
12:39:53,69.8,23.35,73,23.6,,,,,87,23.4,60190,84.48
12:39:54,69.84,23.35,73,23.6,,,,,87,23.3,60190,84.48
12:39:55,69.85,23.36,73,23.6,,,,,87,23.3,60191,84.5
12:39:56,69.88,23.36,73.1,23.6,,,,,87,23.3,60192,84.52
12:39:57,69.92,23.35,73.2,23.6,,,,,87.1,23.3,60193,84.54
12:39:58,69.96,23.35,73.3,23.6,,,,,87.1,23.3,60195,84.58
12:39:59,69.99,23.35,73.4,23.6,,,,,87.1,23.3,60197,84.62
12:40:00,70.05,23.36,73.4,23.6,,,,,87.1,23.3,60198,84.64
12:40:01,70.09,23.36,73.6,23.6,,,,,87.2,23.3,60200,84.68
12:40:02,70.15,23.35,73.6,23.6,,,,,87.2,23.4,60201,84.7
12:40:03,70.52,23.35,73.7,23.6,,,,,87.2,23.4,60203,84.74
12:40:04,71.07,23.36,73.7,23.6,,,,,87.3,23.3,60205,84.78
12:40:05,71.72,23.36,73.8,23.5,,,,,87.3,23.3,60208,84.85
12:40:06,72.45,23.36,73.8,23.5,,,,,87.3,23.3,60212,84.93
12:40:07,73.19,23.36,73.9,23.5,,,,,87.4,23.3,60217,85.03
12:40:08,73.89,23.36,74.1,23.5,,,,,87.4,23.3,60224,85.17
12:40:09,74.62,23.36,74.3,23.5,,,,,87.5,23.4,60231,85.32
12:40:10,75.35,23.37,74.5,23.4,,,,,87.6,23.3,60240,85.5
12:40:11,76,23.37,74.8,23.4,,,,,87.7,23.3,60250,85.7
12:40:12,76.62,23.38,75.4,23.4,,,,,87.8,23.4,60263,85.97
12:40:13,77.2,23.39,75.8,23.4,,,,,88,23.4,60274,86.19
12:40:14,77.76,23.41,76.1,23.4,,,,,88.2,23.4,60274,86.19
12:40:15,78.26,23.42,76.5,23.4,,,,,88.3,23.5,60274,86.19
12:40:16,78.76,23.43,76.8,23.4,,,,,88.5,23.4,60274,86.19
12:40:17,79.22,23.46,77.4,23.4,,,,,88.6,23.4,60289,86.5
12:40:18,79.64,23.48,77.8,23.4,,,,,88.7,23.4,60303,86.78
12:40:19,80.03,23.5,78.1,23.4,,,,,88.9,23.4,60316,87.05
12:40:20,80.41,23.53,78.8,23.4,,,,,89,23.4,60330,87.33
12:40:21,80.79,23.56,79.2,23.4,,,,,89.2,23.4,60343,87.6
12:40:22,81.12,23.59,79.5,23.4,,,,,89.4,23.4,60355,87.84
12:40:23,81.46,23.63,79.9,23.4,,,,,89.6,23.4,60368,88.11
12:40:24,81.77,23.67,80.2,23.4,,,,,89.9,23.5,60381,88.37
12:40:25,82.04,23.71,80.6,23.4,,,,,90.2,23.5,60392,88.6
12:40:26,82.29,23.75,81,23.4,,,,,90.5,23.5,60404,88.84
12:40:27,82.54,23.8,81.4,23.4,,,,,90.7,23.5,60417,89.11
12:40:28,82.8,23.85,81.8,23.6,,,,,91,23.5,60430,89.37
12:40:29,83.03,23.89,82.2,23.6,,,,,91.2,23.5,60443,89.64
12:40:30,83.25,23.94,82.9,23.6,,,,,91.5,23.6,60455,89.88
12:40:31,83.47,23.99,83.4,23.6,,,,,91.7,23.6,60469,90.17
12:40:32,83.65,24.04,83.4,23.6,,,,,92,23.6,60481,90.41
12:40:33,83.82,24.1,84.1,23.6,,,,,92.2,23.6,60492,90.64
12:40:34,83.97,24.15,84.4,23.8,,,,,92.5,23.6,60504,90.88
12:40:35,84.61,24.2,84.8,23.9,,,,,92.7,23.7,60515,91.11
12:40:36,84.75,24.24,85.1,23.9,,,,,93,23.7,60526,91.33
12:40:37,84.9,24.29,85.7,24,,,,,93.2,23.7,60535,91.52
12:40:38,84.99,24.34,86,24,,,,,93.5,23.7,60545,91.72
12:40:39,85.15,24.39,86.3,24.1,,,,,93.7,23.8,60555,91.92
12:40:40,85.26,24.44,86.5,24.1,,,,,93.9,23.8,60562,92.07
12:40:41,85.4,24.48,86.9,24.1,,,,,94.1,23.8,60571,92.25
12:40:42,85.5,24.53,87.1,24.2,,,,,94.3,23.9,60580,92.43
12:40:43,85.59,24.58,87.3,24.2,,,,,94.5,23.9,60587,92.58
12:40:44,85.7,24.63,87.6,24.3,,,,,94.7,23.9,60594,92.72
12:40:45,85.8,24.67,87.8,24.3,,,,,95.6,24,60602,92.88
12:40:46,85.8,24.67,88,24.3,,,,,95.7,24,60610,93.05
12:40:47,85.98,24.76,88.2,24.4,,,,,95.9,24.1,60617,93.19
12:40:48,85.98,24.76,88.4,24.4,,,,,96,24.1,60623,93.31
12:40:49,86.18,24.85,88.6,24.4,,,,,96.2,24.1,60630,93.45
12:40:50,86.18,24.85,88.8,24.4,,,,,96.3,24.1,60638,93.62
12:40:51,86.29,24.9,89.1,24.6,,,,,96.5,24.2,60644,93.74
12:40:52,86.36,24.94,89.2,24.6,,,,,96.6,24.3,60651,93.88
12:40:53,86.46,24.99,89.3,24.6,,,,,96.8,24.3,60657,94
12:40:54,86.52,25.03,89.5,24.6,,,,,96.9,24.3,60664,94.15
12:40:55,86.66,25.1,89.6,24.7,,,,,97,24.4,60671,94.29
12:40:56,86.66,25.1,89.8,24.7,,,,,97.2,24.4,60677,94.41
12:40:57,86.7,25.15,89.9,24.7,,,,,97.3,24.4,60683,94.53
12:40:58,86.76,25.2,90,24.8,,,,,97.4,24.5,60689,94.66
12:40:59,86.83,25.24,90.1,24.8,,,,,97.6,24.5,60696,94.8
12:41:00,86.87,25.29,90.1,24.8,,,,,97.7,24.5,60702,94.92
12:41:01,86.9,25.33,90.2,24.9,,,,,97.8,24.6,60704,94.96
12:41:02,86.94,25.37,90.3,24.9,,,,,98,24.6,60713,95.15
12:41:03,86.96,25.42,90.3,24.9,,,,,98,24.6,60716,95.21
12:41:04,87.02,25.46,90.5,25,,,,,98.1,24.7,60722,95.33
12:41:05,87.06,25.5,90.6,25,,,,,98.3,24.7,60731,95.51
12:41:06,87.1,25.54,90.6,25.1,,,,,98.4,24.8,60734,95.57
12:41:07,87.15,25.58,90.7,25.1,,,,,98.5,24.8,60740,95.7
12:41:08,87.14,25.63,90.8,25.1,,,,,98.6,24.8,60745,95.8
12:41:09,87.15,25.67,90.8,25.2,,,,,98.7,24.8,60750,95.9
12:41:10,87.18,25.71,90.9,25.2,,,,,98.9,24.8,60755,96
12:41:11,87.15,25.75,90.9,25.3,,,,,99,24.8,60760,96.1
12:41:12,87.16,25.79,91,25.3,,,,,99.1,24.8,60765,96.21
12:41:13,87.16,25.83,91.1,25.4,,,,,99.2,24.8,60770,96.31
12:41:14,87.13,25.87,91.1,25.4,,,,,99.3,24.9,60775,96.41
12:41:15,87.12,25.91,91.1,25.5,,,,,99.4,24.9,60779,96.49
12:41:16,87.14,25.95,91.1,25.5,,,,,99.5,24.9,60784,96.59
12:41:17,87.14,25.99,91.2,25.6,,,,,100.3,25,60789,96.7
12:41:18,87.14,26.03,91.2,25.6,,,,,100.4,25,60793,96.78
12:41:19,87.13,26.07,91.2,25.6,,,,,100.5,25.1,60797,96.86
