Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW
16:20:58,NaN,NaN,87.3,24.8,3125.4,449.2,28602,78.1,25.1,59883
16:20:59,NaN,NaN,87.3,24.8,3125.5,450.9,28603,78.1,25.1,59883
16:21:00,NaN,NaN,87.3,24.8,3125.6,452.3,28605,78.1,25.1,59885
16:21:01,NaN,NaN,87.3,24.8,3125.6,453.4,28606,78.1,25.1,59884
16:21:02,NaN,NaN,87.3,24.8,3125.7,454,28607,78.1,25.1,59885
16:21:03,NaN,NaN,87.3,24.8,3125.7,454.4,28608,78.1,25.1,59886
16:21:04,NaN,NaN,87.3,24.8,3125.8,454.4,28607,78.1,25.1,59886
16:21:05,NaN,NaN,87.3,24.8,3125.9,455,28608,78.1,25.1,59887
16:21:06,NaN,NaN,87.3,24.8,3125.9,455.9,28607,78.2,25.1,59887
16:21:07,NaN,NaN,87.4,24.8,3126,457.7,28608,78.2,25.1,59888
16:21:08,NaN,NaN,87.4,24.8,3126.1,461.4,28609,78.2,25,59889
16:21:09,NaN,NaN,87.4,24.8,3126.1,463.2,28608,78.2,25,59890
16:21:11,NaN,NaN,87.4,24.8,3126.2,464,28609,78.2,25,59890
16:21:12,NaN,NaN,87.4,24.8,3126.2,464.3,28610,78.2,25.1,59891
16:21:13,NaN,NaN,87.4,24.8,3126.3,464.2,28610,78.2,25.1,59891
16:21:14,NaN,NaN,87.4,24.8,3126.3,463,28611,78.2,25.1,59892
16:21:15,NaN,NaN,87.4,24.8,3126.3,462.8,28612,78.3,25.1,59893
16:21:16,NaN,NaN,87.4,24.8,3126.4,463,28635,78.3,25.1,59893
16:21:17,NaN,NaN,87.4,24.8,3126.5,452.1,28634,78.3,25.1,59894
16:21:18,NaN,NaN,87.5,24.8,3126.7,440.1,28635,78.3,25,59894
16:21:19,NaN,NaN,87.5,24.8,3126.8,428.8,28633,78.3,25,59894
16:21:20,NaN,NaN,87.5,24.8,3126.9,417.1,28631,78.3,25,59895
16:21:21,NaN,NaN,87.5,24.8,3127.1,405.5,28614,78.3,25.1,59896
16:21:22,NaN,NaN,87.5,24.8,3127.1,406.1,28617,78.4,25,59896
16:21:23,NaN,NaN,87.5,24.8,3127.1,404.1,28619,78.4,25.1,59897
16:21:24,NaN,NaN,87.5,24.8,3127.2,401,28623,78.4,25,59897
16:21:25,NaN,NaN,87.5,24.8,3127.3,396.7,28627,78.4,25,59898
16:21:26,NaN,NaN,87.5,24.8,3127.4,393.2,28624,78.4,25,59898
16:21:27,NaN,NaN,87.5,24.8,3127.4,388.6,28624,78.4,25,59898
16:21:28,NaN,NaN,87.4,24.8,3127.5,383.4,28622,78.4,25,59898
16:21:29,NaN,NaN,86.8,24.8,3127.6,380.2,28624,78.4,25,59896
16:21:31,NaN,NaN,86.8,24.8,3127.7,378.4,28626,78.4,25,59895
16:21:32,NaN,NaN,86,24.8,3127.6,387.7,28621,78.4,25,59894
16:21:33,NaN,NaN,85.7,24.8,3127.6,397,28619,78.4,25,59893
16:21:34,NaN,NaN,85.3,24.8,3127.5,408,28624,78.4,25,59892
16:21:35,NaN,NaN,85,24.8,3127.4,419.3,28617,78.4,25,59891
16:21:36,NaN,NaN,84.7,24.8,3127.4,430.4,28645,78.3,25,59889
16:21:37,NaN,NaN,84.7,24.8,3127.5,426.8,28642,78.3,25.1,59890
16:21:38,NaN,NaN,84.3,24.8,3127.7,426.4,28625,78.3,25,59888
16:21:39,NaN,NaN,84.3,24.8,3127.7,426.9,28640,78.3,25.1,59887
16:21:40,NaN,NaN,84.1,24.8,3127.8,428.4,28624,78.3,25.1,59886
16:21:41,NaN,NaN,84.1,24.8,3127.8,430.3,28620,78.2,25.1,59885
16:21:42,NaN,NaN,83.4,24.8,3127.7,434.5,28635,78.2,25.1,59882
16:21:43,NaN,NaN,81.9,24.8,3127.8,437.6,28644,78.2,25,59878
16:21:44,NaN,NaN,81,24.8,3127.9,439.2,28623,78.2,25,59873
16:21:45,NaN,NaN,80.1,24.8,3127.9,439.2,28648,78.1,25,59868
16:21:46,NaN,NaN,79.6,24.8,3128.1,438.6,28626,78,25,59861
16:21:47,NaN,NaN,78.6,24.8,3128.1,439.8,28620,78,25,59854
16:21:48,NaN,NaN,77.6,24.8,3128.1,442.3,28416,77.8,25,59844
16:21:49,NaN,NaN,76.8,24.8,3127,464.5,28912,77.7,25,59836
16:21:50,NaN,NaN,75.9,24.8,3128.5,486,28969,77.6,25,59828
16:21:52,NaN,NaN,74.6,24.8,3132.1,530.3,28970,77.5,25,59819
16:21:53,NaN,NaN,73.9,24.8,3133.8,552.7,28991,77.3,25,59811
16:21:54,NaN,NaN,73.3,24.8,3135.7,574.9,28999,77.1,25,59803
16:21:55,NaN,NaN,72.7,24.8,3137.6,597,29002,77,25,59793
16:21:56,NaN,NaN,72.2,24.8,3139.6,618.5,29004,76.8,25,59784
16:21:57,NaN,NaN,71.8,24.8,3141.6,638.8,29006,76.6,25,59773
16:21:58,NaN,NaN,71.5,24.8,3143.6,660.6,29007,76.4,25,59770
