Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW
16:16:30,67.47,23.96,58,24.1,,,56692
16:16:30,67.51,23.96,65.7,24.1,56.7,25.7,56693
16:16:30,67.54,23.95,65.8,24.1,56.8,25.7,56693
16:16:30,67.58,23.95,65.8,24.1,56.8,25.6,56693
16:16:30,67.62,23.95,65.8,24.1,56.8,25.6,56694
16:16:30,67.64,23.94,65.9,24.1,56.8,25.6,56694
16:16:30,67.66,23.94,65.9,24.1,56.9,25.6,56694
16:16:30,67.76,23.93,65.9,24.1,56.9,25.6,56695
16:16:30,67.78,23.92,66,24.1,56.9,25.6,56695
16:16:30,67.83,23.92,66,24.1,56.9,25.5,56696
16:16:30,67.85,23.91,66,24.1,57,25.5,56697
16:16:30,67.88,23.91,66.1,24,57,25.5,56697
16:16:30,67.92,23.9,66.1,24,57,25.5,56697
16:16:30,67.95,23.9,66.1,24,57.1,25.6,56697
16:16:30,67.95,23.89,66.2,24,57.1,25.5,56698
16:16:30,67.97,23.88,66.2,24,57.1,25.5,56698
16:16:30,68,23.88,66.2,24,57.2,25.5,56698
16:16:30,68.03,23.87,66.3,24,57.2,25.5,56699
16:16:30,68.08,23.87,66.3,24,57.2,25.5,56699
16:16:30,68.12,23.86,66.3,24,57.2,25.6,56699
16:16:30,68.16,23.86,66.4,24,57.3,25.6,56701
16:16:30,68.21,23.85,66.4,24,57.3,25.6,56701
16:16:30,68.27,23.84,66.4,24,57.4,25.6,56701
16:16:30,68.29,23.84,66.5,24,57.4,25.6,56701
16:16:30,68.33,23.84,66.5,24,57.4,25.6,56702
16:16:30,68.33,23.83,66.5,24,57.4,25.6,56702
16:16:30,68.35,23.83,66.6,24,57.5,25.6,56702
16:16:30,68.39,23.82,66.6,24,57.5,25.6,56703
16:16:30,68.4,23.82,66.6,24,57.5,25.6,56703
16:16:30,68.42,23.81,66.6,24,57.6,25.6,56703
16:16:30,68.45,23.81,66.7,23.9,57.6,25.7,56704
16:16:30,68.48,23.8,66.7,23.9,57.6,25.6,56704
16:16:30,68.5,23.79,66.8,23.9,57.7,25.6,56704
16:16:30,68.52,23.79,66.8,23.9,57.7,25.6,56705
16:16:30,68.52,23.79,66.8,23.9,57.7,25.6,56706
16:16:30,68.53,23.78,66.8,23.9,57.8,25.6,56707
16:16:30,68.57,23.77,66.9,23.9,57.8,25.6,56705
16:16:30,68.63,23.77,66.9,23.9,57.8,25.6,56705
16:16:30,68.7,23.76,67,23.9,57.8,25.6,56702
16:16:30,68.86,23.76,67,23.9,57.8,25.6,56696
16:16:30,69.05,23.76,67.1,23.9,57.8,25.6,56689
16:16:30,69.27,23.75,67.2,23.9,57.7,25.6,56682
16:16:30,69.48,23.75,67.2,23.9,57.6,25.6,56679
16:16:30,69.68,23.74,67.4,23.9,57.5,25.6,56677
16:16:30,69.93,23.73,67.5,23.9,57.4,25.5,56676
16:16:30,70.15,23.73,67.8,23.9,57.2,25.5,56676
16:16:30,70.36,23.72,67.9,23.9,57.1,25.5,56677
16:16:30,70.58,23.72,68.1,23.9,56.9,25.5,56677
16:16:30,70.82,23.71,68.2,23.9,56.8,25.5,56677
16:16:30,70.99,23.71,68.4,23.9,56.7,25.5,56677
16:16:30,71.18,23.7,68.6,23.9,56.5,25.5,56678
16:16:30,71.35,23.7,69,23.8,56.4,25.5,56679
16:16:30,71.55,23.69,69.1,23.8,56.2,25.5,56681
16:16:30,71.74,23.68,69.3,23.8,56.1,25.5,56682
16:16:30,71.92,23.67,69.5,23.8,56,25.4,56683
16:16:30,72.08,23.66,69.6,23.8,55.9,25.4,56685
16:16:30,72.2,23.65,70,23.8,55.9,25.4,56690
16:16:30,72.32,23.64,70.1,23.8,55.9,25.3,56689
16:16:30,72.45,23.64,70.2,23.8,56,25.2,56690
16:16:30,72.6,23.63,70.4,23.8,56.1,25.3,56689
16:16:30,72.72,23.62,70.6,23.8,56.1,25.3,56689
16:16:30,72.85,23.61,70.7,23.8,56.2,25.3,56691
16:16:30,73.02,23.6,71,23.7,56.3,25.3,56692
16:16:30,73.15,23.59,71.1,23.7,56.3,25.3,56692
16:16:30,73.24,23.58,71.2,23.7,56.4,25.3,56692
16:16:30,73.38,23.57,71.4,23.7,56.5,25.3,56694
16:16:30,73.52,23.56,71.4,23.7,56.6,25.3,56696
16:16:30,73.84,23.55,71.7,23.7,56.7,25.3,56695
16:16:30,73.97,23.54,71.8,23.7,56.7,25.3,56696
16:16:30,74.14,23.53,72.1,23.6,56.8,25.3,56697
16:16:30,74.22,23.52,72.2,23.6,56.9,25.4,56697
16:16:30,74.33,23.51,72.3,23.6,56.9,25.4,56700
16:16:30,74.43,23.5,72.4,23.6,57,25.4,56701
16:16:30,74.54,23.49,72.6,23.6,57.1,25.4,56701
16:16:30,74.67,23.48,72.7,23.6,57.1,25.4,56702
16:16:30,74.8,23.47,72.8,23.6,57.2,25.4,56702
16:16:30,74.92,23.46,73,23.5,57.3,25.4,56705
16:16:30,75.06,23.44,73.1,23.5,57.3,25.5,56706
16:16:30,75.18,23.43,73.2,23.5,57.4,25.4,56707
16:16:30,75.3,23.42,73.4,23.5,57.5,25.4,56707
16:16:30,75.43,23.41,73.5,23.5,57.6,25.4,56706
16:16:30,75.53,23.4,73.7,23.5,57.6,25.4,56706
16:16:30,75.64,23.39,73.9,23.4,57.7,25.4,56707
16:16:30,75.77,23.37,74,23.4,57.7,25.3,56706
16:16:30,75.9,23.36,74.1,23.4,57.8,25.3,56706
16:16:30,76.02,23.35,74.3,23.4,57.9,25.3,56708
16:16:30,76.11,23.34,74.4,23.4,57.9,25.3,56709
16:16:30,76.18,23.33,74.5,23.4,58,25.3,56708
16:16:30,76.26,23.32,74.6,23.4,58,25.3,56708
16:16:30,76.37,23.3,74.8,23.3,58,25.3,56710
16:16:30,76.42,23.29,74.9,23.3,58.1,25.2,56709
16:16:30,76.4,23.28,75,23.3,58.1,25.1,56709
16:16:30,76.36,23.27,75.1,23.3,58.1,25.1,56708
16:16:30,76.26,23.25,75.2,23.3,58.1,25.1,56709
16:16:30,76.12,23.24,75.2,23.3,58.2,25.1,56709
16:16:30,75.95,23.23,75.2,23.2,58.2,25.1,56709
16:16:30,75.69,23.21,75.2,23.2,58.2,25,56708
16:16:30,75.38,23.2,75.2,23.2,58.2,25,56709
16:16:30,75.02,23.18,75.2,23.2,58.2,25,56710
16:16:30,74.61,23.17,75,23.2,58.2,25,56709
16:16:30,74.16,23.15,74.5,23.2,58.2,25,56707
16:16:30,73.64,23.13,74.2,23.1,58.2,24.9,56705
16:16:30,73.11,23.12,73.8,23.1,58.2,24.8,56704
16:16:30,72.56,23.1,73.3,23.1,58.2,24.8,56703
16:16:30,72.01,23.08,72.9,23.1,58.2,24.8,56699
16:16:30,71.46,23.06,72.2,23,58.1,24.7,56696
16:16:30,70.89,23.04,71.7,23,58,24.9,56693
16:16:30,70.37,23.02,71.4,23,57.9,24.8,56691
16:16:30,69.9,23.01,70.8,23,57.9,24.8,56688
16:16:30,69.48,22.99,70,23,57.7,24.7,56686
16:16:30,69.08,22.97,69.5,23,57.6,24.7,56684
16:16:30,68.75,22.95,69.1,23,57.5,24.7,56682
16:16:30,68.46,22.93,68.7,22.9,57.4,24.7,56681
16:16:30,68.22,22.91,68.3,22.9,57.2,24.8,56679
16:16:30,67.97,22.89,68.1,22.9,57,24.8,56677
16:16:30,67.76,22.87,67.7,22.9,56.9,24.8,56676
16:16:30,67.65,22.85,67.2,22.9,56.7,24.8,56675
16:16:30,67.54,22.83,67,22.8,56.6,24.9,56674
16:16:30,67.5,22.81,66.8,22.8,56.4,24.8,56674
16:16:30,67.42,22.79,66.6,22.8,56.2,24.8,56673
16:16:30,67.38,22.77,66.3,22.8,56.1,24.8,56673
16:16:30,67.37,22.75,66.2,22.8,56,24.7,56672
16:16:30,67.39,22.73,66.1,22.7,55.9,24.7,56672
16:16:30,67.45,22.71,66,22.7,55.8,24.7,56671
16:16:30,67.49,22.69,65.9,22.7,55.7,24.7,56672
16:16:30,67.53,22.67,65.9,22.7,55.6,24.7,56671
16:16:30,67.58,22.65,65.9,22.7,55.5,24.6,56671
16:16:30,67.44,22.63,65.8,22.6,55.5,24.6,56671
16:16:30,67.52,22.62,65.8,22.6,55.4,24.6,56671
16:16:30,67.61,22.6,65.8,22.6,55.4,24.6,56671
16:16:30,67.69,22.57,65.8,22.6,55.4,24.5,56671
16:16:30,67.79,22.56,65.8,22.6,55.3,24.5,56671
16:16:30,67.87,22.54,65.8,22.5,55.3,24.5,56671
16:16:30,67.95,22.52,65.8,22.5,55.3,24.4,56671
16:16:30,68.06,22.5,65.9,22.5,55.3,24.4,56672
16:16:30,68.16,22.48,66,22.5,55.3,24.4,56672
16:16:30,68.24,22.45,66.1,22.5,55.3,24.5,56671
16:16:30,68.31,22.43,66.2,22.4,55.3,24.5,56672
16:16:30,68.41,22.41,66.2,22.4,55.3,24.5,56671
16:16:30,68.5,22.39,66.3,22.4,55.3,24.5,56671
16:16:30,68.58,22.37,66.3,22.4,55.3,24.5,56672
16:16:30,68.64,22.35,66.5,22.3,55.3,24.5,56671
16:16:30,68.69,22.33,66.6,22.3,55.3,24.4,56672
16:16:30,68.77,22.31,66.7,22.3,55.3,24.4,56671
16:16:30,68.8,22.29,66.8,22.3,55.3,24.4,56671
16:16:30,68.84,22.27,66.8,22.2,55.3,24.4,56671
16:16:30,68.88,22.25,66.9,22.2,55.3,24.4,56670
16:16:30,68.9,22.23,67,22.2,55.3,24.4,56671
16:16:30,68.94,22.21,67,22.2,55.3,24.4,56670
16:16:30,68.96,22.19,67.1,22.2,55.3,24.4,56670
16:16:30,68.99,22.17,67.1,22.1,55.3,24.4,56670
16:16:30,69.02,22.15,67.2,22.1,55.2,24.3,56670
16:16:30,69.08,22.13,67.3,22.1,55.2,24.3,56669
16:16:30,69.07,22.1,67.3,22.1,55.2,24.3,56669
16:16:30,69.09,22.08,67.3,22,55.2,24.3,56669
16:16:30,69.11,22.06,67.4,22,55.2,24.2,56669
16:16:30,69.07,22.04,67.4,22,55.2,24.2,56668
16:16:30,69.08,22.02,67.4,22,55.2,24.2,56668
16:16:30,69.05,22,67.4,22,55.1,24.2,56667
16:16:30,69.06,21.98,67.4,21.9,55.1,24.2,56667
16:16:30,69.01,21.96,67.5,21.9,55.1,24.2,56667
16:16:30,69.01,21.94,67.5,21.9,55.1,24.2,56666
16:16:30,69.03,21.92,67.5,21.9,55,24.1,56666
16:16:30,69.03,21.89,67.5,21.8,55,24,56665
16:16:30,69.03,21.87,67.5,21.8,55,24,56665
16:16:30,69.03,21.85,67.5,21.8,55,23.9,56664
16:16:30,69,21.83,67.5,21.8,54.9,23.9,56664
16:16:30,69.02,21.81,67.5,21.8,54.9,23.9,56664
16:16:30,69.01,21.79,67.5,21.7,54.9,23.8,56663
16:16:30,69.02,21.77,67.6,21.7,54.8,23.8,56662
16:16:30,69.03,21.75,67.6,21.7,54.8,23.8,56662
16:16:30,69.02,21.73,67.6,21.7,54.8,23.8,56662
16:16:30,69,21.71,67.6,21.7,54.8,23.7,56661
16:16:30,69,21.69,67.6,21.6,54.7,23.6,56661
16:16:30,68.99,21.67,67.6,21.6,54.7,23.6,56661
16:16:30,69.02,21.65,67.6,21.6,54.7,23.6,56660
16:16:30,69.02,21.62,67.6,21.6,54.6,23.6,56660
16:16:30,69.01,21.6,67.6,21.5,54.6,23.6,56659
16:16:30,69,21.58,67.6,21.5,54.5,23.6,56658
16:16:30,68.99,21.56,67.6,21.5,54.5,23.6,56658
16:16:30,69.01,21.54,67.6,21.5,54.5,23.7,56657
16:16:30,68.99,21.52,67.6,21.5,54.4,23.6,56657
16:16:30,68.98,21.5,67.6,21.4,54.4,23.6,56657
16:16:30,68.97,21.48,67.6,21.4,54.4,23.6,56656
16:16:30,68.97,21.46,67.6,21.4,54.3,23.6,56656
16:16:30,68.96,21.44,67.6,21.4,54.3,23.6,56655
16:16:30,68.95,21.42,67.6,21.3,54.3,23.5,56654
16:16:30,68.99,21.4,67.6,21.3,54.2,23.5,56653
16:16:30,68.98,21.38,67.6,21.3,54.2,23.4,56653
16:16:30,68.99,21.35,67.6,21.3,54.1,23.5,56653
16:16:30,68.96,21.33,67.6,21.3,54.1,23.4,56653
16:16:30,68.93,21.31,67.6,21.2,54.1,23.4,56652
16:16:30,68.88,21.29,67.6,21.2,54,23.3,56651
16:16:30,68.89,21.27,67.6,21.2,54,23.2,56651
16:16:30,68.89,21.25,67.6,21.2,53.9,23.2,56650
16:16:30,68.86,21.23,67.6,21.2,53.9,23.1,56650
16:16:30,68.86,21.21,67.5,21.1,53.9,23,56649
16:16:30,68.85,21.19,67.5,21.1,53.8,23,56648
16:16:30,68.82,21.17,67.5,21.1,53.8,22.9,56648
16:16:30,68.79,21.14,67.5,21.1,53.7,22.9,56647
16:16:30,68.74,21.12,67.5,21.1,53.7,22.9,56647
16:16:30,68.73,21.1,67.5,21,53.6,22.9,56646
16:16:30,68.68,21.08,67.5,21,53.6,22.9,56645
16:16:30,68.67,21.06,67.4,21,53.5,22.9,56644
16:16:30,68.61,21.04,67.4,21,53.5,22.9,56644
16:16:30,68.6,21.02,67.4,21,53.5,22.9,56643
16:16:30,68.55,21,67.4,21,53.4,22.8,56643
16:16:30,68.48,20.98,67.3,20.9,53.4,22.9,56642
16:16:30,68.43,20.96,67.3,20.9,53.3,22.9,56642
16:16:30,68.38,20.94,67.3,20.9,53.3,22.9,56641
16:16:30,68.35,20.92,67.2,20.9,53.2,22.9,56640
16:16:30,68.32,20.9,67.2,20.9,53.2,22.9,56639
16:16:30,68.28,20.87,67.1,20.8,53.1,22.9,56638
16:16:30,68.22,20.85,67.1,20.8,53.1,22.9,56638
16:16:30,68.18,20.83,67.1,20.8,53,22.9,56638
16:16:30,68.16,20.81,67,20.8,53,22.8,56637
16:16:30,68.14,20.79,67,20.8,52.9,22.8,56637
16:16:30,68.1,20.77,66.9,20.7,52.9,22.8,56635
16:16:30,68.06,20.75,66.9,20.7,52.8,22.8,56635
16:16:30,68.03,20.72,66.9,20.7,52.8,22.8,56634
16:16:30,68.01,20.71,66.8,20.7,52.7,22.8,56633
16:16:30,67.94,20.68,66.7,20.7,52.6,22.8,56632
16:16:30,67.92,20.66,66.7,20.7,52.6,22.8,56632
16:16:30,67.85,20.64,66.6,20.6,52.5,22.7,56632
