Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS Calc,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW,SGS 2 Calc
13:07:41,90.67,24.95,89.5,25.1,93,25.9,57084,93,96.3,24.8,60696,96.4
13:07:42,90.64,24.95,89.5,25.1,93,25.9,57085,93.05,96.3,24.8,60697,96.42
13:07:43,90.61,24.95,89.5,25.1,93,25.9,57084,93,96.3,24.8,60696,96.4
13:07:44,90.6,24.96,89.5,25.1,93,26,57085,93.05,96.3,24.8,60696,96.4
13:07:45,90.58,24.95,89.5,25.1,93,26,57085,93.05,96.3,24.8,60696,96.4
13:07:46,90.56,24.95,89.5,25.1,92.9,26,57084,93,96.3,24.8,60696,96.4
13:07:47,90.56,24.95,89.5,25.1,92.9,26,57085,93.05,96.3,24.8,60696,96.4
13:07:48,90.57,24.95,89.4,25.1,92.9,26,57086,93.11,96.3,24.8,60696,96.4
13:07:49,90.57,24.95,89.4,25.1,92.9,25.9,57085,93.05,96.3,24.8,60696,96.4
13:07:50,90.54,24.95,89.4,25.1,92.9,25.9,57084,93,96.3,24.8,60695,96.37
13:07:51,90.55,24.95,89.4,25.1,92.9,25.9,57084,93,96.3,24.8,60695,96.37
13:07:52,90.52,24.95,89.4,25.1,92.9,25.9,57086,93.11,96.3,24.8,60695,96.37
13:07:53,90.52,24.95,89.4,25.1,92.9,26,57087,93.16,96.3,24.8,60695,96.37
13:07:54,90.53,24.95,89.4,25.1,92.9,26,57085,93.05,96.3,24.8,60695,96.37
13:07:55,90.54,24.95,89.4,25.1,92.9,26,57086,93.11,96.3,24.8,60695,96.37
13:07:56,90.55,24.95,89.3,25.1,92.9,26,57086,93.11,96.3,24.8,60695,96.37
13:07:57,90.56,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.8,60695,96.37
13:07:58,90.55,24.95,89.3,25.1,93,26,57087,93.16,96.3,24.8,60695,96.37
13:07:59,90.54,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.8,60695,96.37
13:08:00,90.56,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.8,60695,96.37
13:08:01,90.57,24.95,89.3,25.1,93,26,57084,93,96.3,24.8,60695,96.37
13:08:02,90.54,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.9,60695,96.37
13:08:03,90.58,24.95,89.3,25.1,93,25.9,57085,93.05,96.3,24.9,60695,96.37
13:08:04,90.56,24.95,89.3,25.1,93,25.9,57086,93.11,96.3,24.9,60695,96.37
13:08:05,90.57,24.95,89.3,25.1,93,26,57088,93.22,96.3,24.8,60695,96.37
13:08:06,90.59,24.95,89.3,25.1,93,26,57087,93.16,96.3,24.8,60695,96.37
13:08:07,90.59,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.8,60695,96.37
13:08:08,90.61,24.95,89.3,25.1,93,26,57086,93.11,96.3,24.8,60694,96.35
13:08:09,90.65,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.8,60695,96.37
13:08:10,90.66,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.8,60695,96.37
13:08:11,90.7,24.95,89.3,25.1,93,26,57088,93.22,96.3,24.8,60695,96.37
13:08:12,90.69,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.8,60695,96.37
13:08:13,90.73,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.8,60695,96.37
13:08:14,90.73,24.95,89.3,25.1,93,26,57085,93.05,96.3,24.8,60695,96.37
13:08:15,90.77,24.95,89.3,25.1,93,26,57086,93.11,96.3,24.8,60695,96.37
13:08:16,90.78,24.95,89.4,25.1,93,26,57087,93.16,96.3,24.8,60695,96.37
13:08:17,90.8,24.95,89.4,25.1,93,26,57084,93,96.3,24.8,60695,96.37
13:08:18,90.82,24.96,89.4,25.1,93,26,57084,93,96.3,24.8,60695,96.37
13:08:19,90.84,24.95,89.4,25.1,93,26,57084,93,96.3,24.8,60696,96.4
13:08:20,90.88,24.95,89.4,25.1,93,26,57085,93.05,96.3,24.8,60696,96.4
13:08:21,90.94,24.95,89.4,25.1,93,26,57084,93,96.3,24.8,60696,96.4
13:08:22,90.96,24.95,89.5,25.1,92.9,26,57086,93.11,96.3,24.8,60696,96.4
13:08:23,90.94,24.95,89.5,25.1,92.9,26,57084,93,96.3,24.8,60697,96.42
13:08:24,90.95,24.95,89.5,25.1,92.9,26,57086,93.11,96.3,24.8,60697,96.42
13:08:25,90.94,24.95,89.5,25.1,92.9,25.9,57085,93.05,96.3,24.8,60697,96.42
13:08:26,90.94,24.96,89.5,25.1,92.9,26,57085,93.05,96.3,24.8,60697,96.42
13:08:27,90.93,24.96,89.6,25.1,92.9,26,57090,93.33,96.3,24.8,60697,96.42
13:08:28,90.94,24.95,89.6,25.1,93,25.9,57085,93.05,96.3,24.8,60698,96.45
13:08:29,90.96,24.96,89.6,25.1,93,25.9,57084,93,96.3,24.8,60698,96.45
13:08:30,90.95,24.95,89.6,25.1,93,25.9,57085,93.05,96.4,24.8,60698,96.45
13:08:31,90.92,24.95,89.6,25.1,93,25.9,57085,93.05,96.4,24.8,60697,96.42
13:08:32,90.93,24.95,89.6,25.1,93,25.9,57084,93,96.4,24.8,60699,96.48
13:08:33,90.94,24.95,89.6,25.1,93,25.9,57085,93.05,96.4,24.8,60698,96.45
13:08:34,90.92,24.95,89.6,25.1,93,25.9,57085,93.05,96.4,24.8,60698,96.45
13:08:35,90.9,24.95,89.6,25.1,93,25.9,57084,93,96.4,24.8,60698,96.45
13:08:36,90.9,24.95,89.6,25.1,92.9,25.9,57085,93.05,96.4,24.8,60699,96.48
13:08:37,90.86,24.95,89.6,25.1,92.9,25.9,57087,93.16,96.4,24.8,60699,96.48
13:08:38,90.84,24.95,89.6,25.1,93,26,57085,93.05,96.4,24.8,60699,96.48
13:08:39,90.86,24.95,89.6,25.1,92.9,26,57085,93.05,96.4,24.8,60698,96.45
13:08:40,90.82,24.95,89.6,25.1,93,26,57086,93.11,96.4,24.8,60698,96.45
13:08:41,90.84,24.95,89.6,25.1,93,26,57085,93.05,96.4,24.8,60698,96.45
13:08:42,90.83,24.95,89.6,25.1,93,26,57087,93.16,96.4,24.8,60698,96.45
13:08:43,90.79,24.95,89.6,25.1,93,26,57084,93,96.4,24.8,60698,96.45
13:08:44,90.78,24.95,89.6,25.1,93,26,57084,93,96.4,24.8,60698,96.45
13:08:45,90.75,24.95,89.6,25.1,92.9,26,57085,93.05,96.4,24.8,60698,96.45
13:08:46,90.73,24.95,89.6,25.1,92.9,25.9,57085,93.05,96.4,24.8,60698,96.45
13:08:47,90.7,24.95,89.6,25.1,92.9,25.9,57085,93.05,96.4,24.8,60698,96.45
13:08:48,90.69,24.95,89.6,25.1,92.9,25.9,57087,93.16,96.4,24.8,60698,96.45
13:08:49,90.69,24.95,89.6,25.1,93,25.9,57085,93.05,96.4,24.8,60697,96.42
13:08:50,90.68,24.95,89.6,25.1,92.9,25.9,57086,93.11,96.4,24.8,60697,96.42
13:08:51,90.64,24.95,89.5,25.1,93,26,57086,93.11,96.4,24.8,60697,96.42
13:08:52,90.65,24.95,89.5,25.1,93,26,57084,93,96.4,24.8,60697,96.42
13:08:53,90.65,24.95,89.5,25.1,93,26,57085,93.05,96.4,24.8,60697,96.42
13:08:54,90.62,24.95,89.5,25.1,93,26,57085,93.05,96.4,24.8,60697,96.42
