Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW
15:07:28,NaN,NaN,69,24.6,,,,74.1,24.8,59518
15:07:29,NaN,NaN,69,24.6,,,,74.1,24.8,59518
15:07:30,NaN,NaN,69,24.6,,,,74.1,24.8,59518
15:07:31,NaN,NaN,69,24.6,,,,74.1,24.9,59518
15:07:32,NaN,NaN,69,24.6,,,,74.1,24.9,59518
15:07:33,NaN,NaN,69,24.6,,,,74.1,24.9,59518
15:07:34,NaN,NaN,69,24.6,,,,74.1,24.9,59518
15:07:35,NaN,NaN,69,24.6,,,,74.1,24.9,59518
15:07:36,NaN,NaN,69,24.6,,,,74.1,24.9,59518
15:07:37,NaN,NaN,69,24.6,,,,74.1,24.9,59518
15:07:38,NaN,NaN,69.1,24.6,,,,74.1,24.9,59518
15:07:39,NaN,NaN,69.1,24.6,,,,74.1,24.9,59518
15:07:40,NaN,NaN,69.1,24.6,,,,74.1,24.9,59518
15:07:41,NaN,NaN,69.2,24.6,,,,74.1,24.9,59518
15:07:42,NaN,NaN,69.2,24.6,,,,74.1,24.8,59518
15:07:43,NaN,NaN,69.2,24.6,,,,74.1,24.8,59518
15:07:44,NaN,NaN,69.3,24.6,,,,74.1,24.8,59518
15:07:45,NaN,NaN,69.3,24.6,,,,74.1,24.8,59518
15:07:46,NaN,NaN,69.4,24.6,,,,74.1,24.8,59518
15:07:48,NaN,NaN,69.5,24.6,,,,74.1,24.8,59518
15:07:49,NaN,NaN,69.5,24.6,,,,74.1,24.8,59518
15:07:50,NaN,NaN,69.7,24.5,,,,74.1,24.8,59531
15:07:51,NaN,NaN,70.5,24.5,,,,74.1,24.8,59568
15:07:52,NaN,NaN,72.4,24.5,,,,74.3,24.8,59597
15:07:53,NaN,NaN,72.4,24.5,,,,74.5,24.8,59630
15:07:54,NaN,NaN,75,24.5,,,,75,24.8,59671
15:07:55,NaN,NaN,76.5,24.5,,,,75.5,24.8,59696
15:07:56,NaN,NaN,77.3,24.5,,,,76,24.8,59718
15:07:57,NaN,NaN,78.7,24.5,,,,76.5,24.8,59740
15:07:58,NaN,NaN,80.7,24.5,,,,77.1,24.8,59762
15:07:59,NaN,NaN,80.7,24.5,,,,77.6,24.9,59770
15:08:00,NaN,NaN,82.3,24.5,,,,78.1,24.9,59788
15:08:01,NaN,NaN,84,24.5,,,,78.5,24.9,59803
15:08:02,NaN,NaN,84,24.5,,,,78.9,24.9,59817
15:08:03,NaN,NaN,84.7,24.5,,,,79.2,24.9,59830
15:08:04,NaN,NaN,85.2,24.5,,,,79.6,24.9,59842
15:08:05,NaN,NaN,86.3,24.5,,,,80,24.9,59857
15:08:06,NaN,NaN,87.1,24.5,,,,80.2,24.9,59868
15:08:08,NaN,NaN,87.5,24.5,,,,80.5,24.9,59877
15:08:09,NaN,NaN,87.8,24.5,,,,80.7,24.9,59886
15:08:10,NaN,NaN,88.2,24.5,,,,81,24.9,59896
15:08:11,NaN,NaN,88.5,24.5,,,,81.9,25,59903
15:08:12,NaN,NaN,88.8,24.5,,,,82.1,25,59911
15:08:13,NaN,NaN,89,24.5,,,,82.3,25,59920
15:08:14,NaN,NaN,89.2,24.5,,,,82.4,25,59927
15:08:15,NaN,NaN,89.2,24.5,,,,82.6,25,59935
15:08:16,NaN,NaN,89.7,24.5,,,,82.8,25,59942
15:08:17,NaN,NaN,89.9,24.5,,,,82.9,25,59947
15:08:18,NaN,NaN,90,24.5,,,,82.5,24.9,59951
15:08:19,NaN,NaN,90.2,24.5,,,,82.6,24.9,59957
15:08:20,NaN,NaN,90.3,24.5,,,,82.7,24.9,59964
15:08:21,NaN,NaN,90.5,24.5,,,,82.9,24.9,59970
15:08:22,NaN,NaN,90.6,24.5,,,,83.7,25,59976
15:08:23,NaN,NaN,90.7,24.5,,,,83.8,25,59981
15:08:24,NaN,NaN,90.9,24.5,,,,83.9,25,59988
15:08:25,NaN,NaN,91,24.5,,,,84,25,59992
15:08:26,NaN,NaN,91,24.5,,,,84.1,25,59998
15:08:27,NaN,NaN,91.2,24.5,,,,84.2,25,60004
15:08:29,NaN,NaN,91.4,24.5,,,,84.3,25,60009
15:08:30,NaN,NaN,91.5,24.5,,,,84.5,25,60013
15:08:31,NaN,NaN,91.6,24.5,,,,84.6,25,60020
15:08:32,NaN,NaN,91.7,24.5,,,,84.7,25,60026
15:08:33,NaN,NaN,91.8,24.5,,,,84.1,24.9,60030
15:08:34,NaN,NaN,91.9,24.5,,,,84.2,24.9,60034
15:08:35,NaN,NaN,91.9,24.5,,,,84.3,24.9,60039
15:08:36,NaN,NaN,92.1,24.4,,,,84.4,24.9,60040
15:08:37,NaN,NaN,92.2,24.4,,,,84.5,24.9,60044
15:08:38,NaN,NaN,92.2,24.4,,,,84.6,24.9,60048
15:08:39,NaN,NaN,92.3,24.4,,,,84.7,24.9,60053
15:08:40,NaN,NaN,92.4,24.4,,,,84.7,24.9,60057
15:08:41,NaN,NaN,92.4,24.4,,,,84.8,24.9,60060
15:08:42,NaN,NaN,92.5,24.4,,,,84.9,24.9,60064
15:08:43,NaN,NaN,92.5,24.4,,,,85,24.9,60068
15:08:44,NaN,NaN,92.5,24.4,,,,85.1,24.8,60069
15:08:45,NaN,NaN,92.5,24.4,,,,85.1,24.8,60070
15:08:46,NaN,NaN,92.5,24.4,,,,85.2,24.8,60071
15:08:47,NaN,NaN,92.5,24.4,,,,85.3,24.9,60072
15:08:48,NaN,NaN,92.4,24.3,,,,85.3,24.8,60072
15:08:50,NaN,NaN,92.1,24.3,,,,85.3,24.8,60071
15:08:51,NaN,NaN,91.8,24.3,,,,85.3,24.8,60070
15:08:52,NaN,NaN,91.5,24.3,,,,85.3,24.8,60068
15:08:53,NaN,NaN,91,24.3,,,,85.3,24.8,60065
15:08:54,NaN,NaN,91,24.3,,,,85.3,24.8,60062
15:08:55,NaN,NaN,90.1,24.2,,,,85.3,24.8,60055
15:08:56,NaN,NaN,89.6,24.2,,,,85.2,24.8,60051
15:08:57,NaN,NaN,89.1,24.2,,,,85.2,24.8,60045
15:08:58,NaN,NaN,88.4,24.1,,,,85.1,24.7,60039
15:08:59,NaN,NaN,88.1,24.1,,,,85,24.7,60031
