Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS Calc,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW,SGS 2 Calc
10:12:18,70.95,30.75,68.4,30.9,128.3,29.5,57691,127.12,126.8,28.8,61816,128.37
10:12:19,70.87,30.77,68.3,31,128,29.4,57691,127.12,126.5,28.8,61805,128.07
10:12:20,70.82,30.78,68.2,31,127.7,29.4,57690,127.07,126.3,28.8,61800,127.94
10:12:21,70.75,30.8,68.2,31,127.4,29.3,57682,126.62,126,28.8,61800,127.94
10:12:22,70.7,30.82,68.1,31,127.2,29.2,57675,126.22,125.8,28.8,61800,127.94
10:12:23,70.64,30.84,68.1,31,126.9,29.2,57668,125.83,125.6,28.9,61800,127.94
10:12:24,70.58,30.86,68,31,126.7,29.3,57662,125.49,125.5,28.9,61796,127.83
10:12:25,70.52,30.87,67.9,31,126.4,29.4,57657,125.21,125.3,28.9,61790,127.67
10:12:26,70.48,30.89,67.8,31.1,126.1,29.4,57651,124.88,125.2,28.9,61776,127.3
10:12:27,70.42,30.91,67.8,31.1,125.8,29.5,57645,124.54,125.1,28.9,61766,127.03
10:12:28,70.35,30.92,67.8,31.1,125.5,29.6,57639,124.2,125,28.9,61756,126.76
10:12:29,70.25,30.94,67.7,31.1,125.1,29.6,57633,123.86,124.8,29,61747,126.52
10:12:30,70.19,30.95,67.7,31.1,124.8,29.6,57629,123.64,124.6,29,61739,126.31
10:12:31,70.12,30.97,67.6,31.1,124.5,29.7,57621,123.19,124.4,29,61730,126.06
10:12:32,70.05,30.99,67.5,31.1,124.1,29.7,57617,122.96,124.2,29,61724,125.9
10:12:33,69.97,31,67.5,31.1,123.8,29.7,57613,122.74,123.9,29.1,61714,125.64
10:12:34,69.87,31.02,67.4,31.2,123.5,29.8,57605,122.29,123.7,29.1,61704,125.37
10:12:35,69.81,31.04,67.4,31.2,123.2,29.8,57599,121.95,123.5,29.1,61699,125.23
10:12:36,69.75,31.05,67.3,31.2,123,29.9,57596,121.78,123.2,29.1,61692,125.05
10:12:37,69.68,31.07,67.3,31.2,122.7,29.9,57591,121.5,123,29.1,61683,124.81
10:12:38,69.61,31.08,67.2,31.2,122.2,30,57581,120.94,122.8,29.1,61674,124.56
10:12:39,69.54,31.1,67.1,31.2,122,29.9,57579,120.83,122.6,29.1,61663,124.27
10:12:40,69.44,31.12,67.1,31.2,121.7,30,57573,120.49,122.4,29.1,61657,124.11
10:12:41,69.37,31.13,67,31.2,121.4,30,57567,120.15,122.2,29.2,61648,123.87
10:12:42,69.31,31.15,66.9,31.3,121.1,30.1,57562,119.87,122,29.2,61640,123.65
10:12:43,69.25,31.16,66.9,31.3,120.7,30,57557,119.59,121.8,29.2,61633,123.47
10:12:44,69.19,31.18,66.8,31.3,120.4,30,57546,118.97,121.6,29.2,61629,123.36
10:12:45,69.11,31.19,66.7,31.3,120.1,30.1,57540,118.63,121.3,29.2,61617,123.04
10:12:46,69.01,31.21,66.7,31.3,119.7,30.1,57535,118.35,121.1,29.3,61608,122.8
10:12:47,68.91,31.22,66.6,31.3,119.4,30.1,57530,118.07,121,29.3,61605,122.72
10:12:48,68.8,31.24,66.5,31.4,119,30.1,57526,117.85,120.8,29.3,61598,122.53
10:12:49,68.72,31.25,66.4,31.4,118.7,30.1,57522,117.62,120.6,29.3,61591,122.34
10:12:50,68.67,31.27,66.3,31.4,118.4,30.1,57516,117.29,120.4,29.3,61585,122.18
10:12:51,68.58,31.28,66.3,31.4,118,30.1,57510,116.95,120.2,29.4,61579,122.02
10:12:52,68.48,31.3,66.2,31.4,117.7,30.1,57504,116.61,120,29.4,61572,121.83
10:12:53,68.4,31.31,66.1,31.4,117.4,30.2,57498,116.27,119.8,29.4,61566,121.67
10:12:54,68.32,31.33,66,31.4,117.1,30.2,57491,115.88,119.6,29.4,61561,121.54
10:12:55,68.24,31.34,66,31.4,116.8,30.2,57486,115.6,119.5,29.4,61554,121.35
10:12:56,68.15,31.35,65.8,31.5,116.5,30.2,57480,115.26,119.3,29.4,61548,121.19
10:12:57,68.04,31.37,65.7,31.5,116.2,30.2,57473,114.87,119.2,29.4,61543,121.06
10:12:58,67.95,31.38,65.6,31.5,115.8,30.2,57468,114.59,119,29.4,61538,120.92
10:12:59,67.83,31.39,65.6,31.5,115.5,30.2,57461,114.19,118.8,29.5,61532,120.76
10:13:00,67.58,31.41,65.4,31.5,115.1,30.2,57456,113.91,118.7,29.4,61526,120.6
10:13:01,67.47,31.42,65.4,31.5,114.8,30.3,57451,113.63,118.5,29.5,61521,120.47
10:13:02,67.37,31.44,65.3,31.5,114.5,30.3,57446,113.35,118.4,29.5,61516,120.33
10:13:03,67.26,31.45,65.2,31.5,114.2,30.3,57440,113.01,118.3,29.4,61512,120.23
10:13:04,67.16,31.46,65.1,31.5,113.8,30.3,57434,112.67,118.1,29.5,61507,120.09
10:13:05,67.05,31.48,65,31.6,113.5,30.3,57427,112.28,118,29.5,61501,119.93
10:13:06,66.97,31.49,65,31.6,113.2,30.3,57420,111.89,117.8,29.5,61496,119.8
10:13:07,66.87,31.5,64.9,31.6,112.9,30.3,57413,111.49,117.7,29.6,61491,119.66
10:13:08,66.79,31.52,64.8,31.6,112.5,30.3,57409,111.27,117.6,29.6,61485,119.5
10:13:09,66.71,31.53,64.7,31.6,112.2,30.3,57404,110.99,117.4,29.6,61484,119.47
10:13:10,66.65,31.54,64.6,31.6,111.9,30.4,57399,110.71,117.3,29.6,61480,119.37
10:13:11,66.54,31.55,64.6,31.6,111.5,30.4,57395,110.48,117.2,29.6,61476,119.26
10:13:12,66.42,31.56,64.5,31.6,111.2,30.4,57389,110.14,117.1,29.6,61472,119.15
10:13:13,66.31,31.58,64.4,31.6,110.9,30.4,57384,109.86,117,29.6,61469,119.07
10:13:14,66.25,31.59,64.3,31.7,110.6,30.5,57380,109.64,116.8,29.6,61454,118.67
10:13:15,66.16,31.6,64.1,31.7,110.3,30.5,57372,109.19,116.7,29.6,61450,118.56
10:13:16,66.1,31.61,64.1,31.7,110,30.5,57367,108.91,116.6,29.6,61445,118.43
10:13:17,66,31.63,64,31.7,109.8,30.5,57362,108.63,116.4,29.6,61442,118.35
10:13:18,65.9,31.64,63.8,31.7,109.5,30.5,57359,108.46,116.3,29.6,61437,118.22
10:13:19,65.85,31.65,63.8,31.7,109.2,30.5,57368,108.96,116.2,29.6,61431,118.06
10:13:20,65.78,31.67,63.7,31.7,109,30.5,57355,108.23,116,29.6,61427,117.95
10:13:21,65.69,31.68,63.7,31.7,108.7,30.6,57356,108.29,115.8,29.7,61422,117.81
10:13:22,65.65,31.69,63.6,31.7,108.5,30.6,57346,107.73,115.7,29.7,61417,117.68
10:13:23,65.57,31.7,63.5,31.8,108.3,30.6,57349,107.9,115.6,29.7,61413,117.57
10:13:24,65.5,31.72,63.5,31.8,108.2,30.6,57334,107.05,115.5,29.7,61408,117.44
10:13:25,65.44,31.73,63.4,31.8,108,30.6,57340,107.39,115.4,29.8,61403,117.31
10:13:26,65.37,31.74,63.3,31.8,107.8,30.6,57335,107.11,115.2,29.8,61397,117.14
10:13:27,65.31,31.75,63.3,31.8,107.6,30.6,57331,106.88,115.1,29.8,61393,117.04
10:13:28,65.27,31.76,63.3,31.8,107.4,30.6,57324,106.49,115,29.8,61387,116.88
10:13:29,65.19,31.77,63.2,31.8,107.2,30.6,57322,106.38,114.9,29.8,61383,116.77
10:13:30,65.12,31.78,63.1,31.8,107,30.6,57315,105.98,114.7,29.8,61378,116.64
10:13:31,65.06,31.8,63.1,31.8,106.7,30.6,57310,105.7,114.6,29.8,61374,116.53
10:13:32,65.03,31.81,63,31.9,106.5,30.6,57306,105.48,114.5,29.8,61370,116.42
10:13:33,64.97,31.82,62.9,31.9,106.3,30.6,57302,105.25,114.3,29.8,61366,116.31
10:13:34,64.93,31.83,62.9,31.9,105.9,30.6,57300,105.14,114.2,29.8,61361,116.18
10:13:35,64.89,31.84,62.8,31.9,105.7,30.6,57295,104.86,114.1,29.8,61356,116.05
10:13:36,64.85,31.85,62.8,31.9,105.5,30.6,57291,104.63,114,29.8,61352,115.94
10:13:37,64.8,31.86,62.7,31.9,105.3,30.6,57290,104.58,113.9,29.8,61348,115.83
10:13:38,64.77,31.87,62.7,31.9,105,30.7,57285,104.3,113.8,29.9,61343,115.7
10:13:39,64.75,31.88,62.6,31.9,104.8,30.7,57283,104.18,113.6,29.9,61339,115.59
