Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS Calc,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW,SGS 2 Calc
12:36:52,67.91,23.34,66.2,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:36:53,67.87,23.34,66.2,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:36:54,67.83,23.34,66.3,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:36:55,67.82,23.34,66.3,24.1,,,,,84.8,23.3,60077,82.1741790740363
12:36:56,67.79,23.34,66.3,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:36:57,67.79,23.34,66.3,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:36:58,67.74,23.34,66.3,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:36:59,67.73,23.34,66.3,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:00,67.74,23.34,66.4,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:01,67.73,23.34,66.4,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:02,67.71,23.34,66.4,24.1,,,,,84.8,23.3,60080,82.2353661023863
12:37:03,67.69,23.35,66.4,24.1,,,,,84.8,23.3,60080,82.2353661023863
12:37:04,67.7,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:05,67.68,23.34,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:06,67.67,23.35,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:07,67.67,23.34,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:08,67.68,23.34,66.5,24.1,,,,,84.8,23.4,60078,82.19457475015297
12:37:09,67.66,23.34,66.5,24.1,,,,,84.8,23.4,60077,82.1741790740363
12:37:10,67.64,23.34,66.5,24.1,,,,,84.8,23.4,60078,82.19457475015297
12:37:11,67.62,23.35,66.5,24.1,,,,,84.8,23.4,60077,82.1741790740363
12:37:12,67.6,23.35,66.5,24.1,,,,,84.8,23.4,60078,82.19457475015297
12:37:13,67.56,23.34,66.5,24.1,,,,,84.8,23.4,60078,82.19457475015297
12:37:14,67.55,23.34,66.5,24.1,,,,,84.8,23.4,60078,82.19457475015297
12:37:15,67.54,23.34,66.5,24.1,,,,,84.8,23.4,60078,82.19457475015297
12:37:16,67.51,23.34,66.5,24.1,,,,,84.8,23.4,60078,82.19457475015297
12:37:17,67.5,23.34,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:18,67.5,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:19,67.5,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:20,67.49,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:21,67.51,23.34,66.5,24.1,,,,,84.8,23.4,60079,82.21497042626963
12:37:22,67.48,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:23,67.49,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:24,67.51,23.34,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:25,67.49,23.34,66.5,24.1,,,,,84.8,23.3,60077,82.1741790740363
12:37:26,67.48,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:27,67.5,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:28,67.5,23.34,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:29,67.47,23.34,66.5,24.1,,,,,84.8,23.2,60079,82.21497042626963
12:37:30,67.45,23.34,66.5,24.1,,,,,84.8,23.2,60079,82.21497042626963
12:37:31,67.47,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:32,67.45,23.34,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:33,67.45,23.34,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:34,67.43,23.34,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:35,67.41,23.35,66.5,24.1,,,,,84.8,23.3,60078,82.19457475015297
12:37:36,67.4,23.35,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:37,67.41,23.35,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:38,67.4,23.34,66.5,24.1,,,,,84.8,23.3,60079,82.21497042626963
12:37:39,67.4,23.34,66.5,24.1,,,,,84.8,23.3,60080,82.2353661023863
12:37:40,67.39,23.35,66.5,24.1,,,,,84.8,23.3,60080,82.2353661023863
12:37:41,67.4,23.35,66.6,24.1,,,,,84.8,23.3,60081,82.25576177850296
12:37:42,67.38,23.34,66.6,24.1,,,,,84.8,23.4,60080,82.2353661023863
12:37:43,67.41,23.34,66.6,24.1,,,,,84.8,23.3,60080,82.2353661023863
12:37:44,67.41,23.34,66.7,24.1,,,,,84.9,23.3,60080,82.2353661023863
12:37:45,67.42,23.34,66.7,24.1,,,,,84.9,23.3,60081,82.25576177850296
12:37:46,67.4,23.34,66.7,24.1,,,,,84.9,23.3,60081,82.25576177850296
12:37:47,67.39,23.34,66.7,24.1,,,,,84.9,23.3,60080,82.2353661023863
12:37:48,67.38,23.34,66.7,24.1,,,,,84.9,23.3,60079,82.21497042626963
12:37:49,67.4,23.34,66.7,24.1,,,,,84.9,23.3,60080,82.2353661023863
12:37:50,67.37,23.35,66.8,24.1,,,,,84.9,23.3,60079,82.21497042626963
12:37:51,67.37,23.35,66.8,24.1,,,,,84.9,23.4,60079,82.21497042626963
12:37:52,67.39,23.35,66.8,24.1,,,,,84.9,23.4,60079,82.21497042626963
12:37:53,67.35,23.35,66.7,23.5,,,,,84.9,23.3,60078,82.19457475015297
12:37:54,67.37,23.34,66.7,23.5,,,,,84.8,23.3,60078,82.19457475015297
12:37:55,67.39,23.34,66.7,23.6,,,,,84.8,23.3,60078,82.19457475015297
12:37:56,67.4,23.35,66.7,23.6,,,,,84.8,23.3,60079,82.21497042626963
12:37:57,67.4,23.35,66.6,23.6,,,,,84.8,23.3,60080,82.2353661023863
12:37:58,67.43,23.35,66.6,23.6,,,,,84.8,23.3,60079,82.21497042626963
12:38:00,67.44,23.35,66.6,23.6,,,,,84.8,23.3,60079,82.21497042626963
12:38:01,67.48,23.35,66.6,23.6,,,,,84.8,23.3,60078,82.19457475015297
12:38:02,67.5,23.35,66.6,23.6,,,,,84.8,23.4,60079,82.21497042626963
12:38:03,67.48,23.35,66.7,23.6,,,,,84.8,23.4,60080,82.2353661023863
12:38:04,67.5,23.35,66.7,23.6,,,,,84.8,23.4,60079,82.21497042626963
12:38:05,67.54,23.35,66.7,23.6,,,,,84.8,23.4,60080,82.2353661023863
12:38:06,67.56,23.35,66.7,23.6,,,,,84.8,23.3,60081,82.25576177850296
12:38:07,67.59,23.35,66.7,23.6,,,,,84.8,23.3,60082,82.27615745461962
12:38:08,67.62,23.35,66.7,23.6,,,,,84.8,23.3,60081,82.25576177850296
12:38:09,67.67,23.35,66.7,23.6,,,,,84.9,23.3,60083,82.29655313073629
12:38:10,67.72,23.35,66.8,23.7,,,,,84.9,23.3,60084,82.31694880685295
