Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS Calc,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW,SGS 2 Calc
12:33:47,92.56,26.31,92.9,26.3,93.8,27.4,57100,93.9,99.7,26.4,60817,99.58
12:33:48,92.36,26.31,92.7,26.3,93.8,27.4,57099,93.84,99.6,26.3,60815,99.52
12:33:49,92.17,26.3,92.7,26.3,93.8,27.4,57100,93.9,99.6,26.4,60813,99.47
12:33:50,91.98,26.3,92.5,26.3,93.8,27.4,57099,93.84,99.6,26.4,60812,99.44
12:33:51,91.81,26.3,92.2,26.3,93.8,27.4,57099,93.84,99.5,26.4,60809,99.37
12:33:52,91.68,26.3,92,26.3,93.8,27.4,57098,93.78,99.5,26.4,60808,99.34
12:33:53,91.53,26.3,92,26.3,93.8,27.4,57098,93.78,99.4,26.3,60809,99.37
12:33:54,91.39,26.3,91.7,26.3,93.7,27.4,57099,93.84,99.3,26.3,60806,99.29
12:33:55,91.27,26.3,91.7,26.3,93.7,27.4,57098,93.78,99.3,26.3,60805,99.26
12:33:56,91.17,26.3,91.4,26.3,93.7,27.4,57099,93.84,99.3,26.3,60803,99.21
12:33:57,91.07,26.3,91.1,26.3,93.7,27.4,57099,93.84,99.2,26.3,60800,99.13
12:33:58,91.01,26.3,91.1,26.3,93.7,27.4,57099,93.84,99.2,26.3,60799,99.1
12:33:59,90.98,26.31,90.8,26.3,93.7,27.4,57099,93.84,99.1,26.3,60797,99.05
12:34:00,90.96,26.31,90.7,26.3,93.7,27.4,57098,93.78,99.1,26.3,60795,99
12:34:01,90.93,26.31,90.6,26.4,93.7,27.4,57098,93.78,99,26.2,60794,98.97
12:34:02,90.94,26.31,90.6,26.4,93.7,27.4,57099,93.84,99,26.2,60792,98.92
12:34:03,90.93,26.32,90.5,26.4,93.7,27.4,57098,93.78,99,26.3,60791,98.89
12:34:04,90.98,26.32,90.4,26.4,93.7,27.4,57099,93.84,98.9,26.2,60790,98.87
12:34:05,91.03,26.32,90.3,26.4,93.7,27.4,57100,93.9,98.9,26.2,60788,98.81
12:34:06,91.08,26.32,90.2,26.4,93.7,27.4,57099,93.84,98.8,26.2,60788,98.81
12:34:07,91.18,26.33,90.2,26.4,93.7,27.4,57099,93.84,98.8,26.2,60788,98.81
