Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS Calc,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW,SGS 2 Calc
16:17:28,42.05,27.58,43.1,27.1,41.5,27.8,535073,26967.88,42.1,28,546493,12849.71
16:17:29,42.29,27.56,43.4,27.1,41.7,27.8,535035,26965.74,36,28,546483,12849.45
16:17:30,42.5,27.55,43.6,27.1,41.9,27.8,535006,26964.11,31.9,28,546472,12849.16
16:17:31,42.75,27.53,43.8,27.1,42,27.8,534970,26962.09,29.5,27.9,546456,12848.74
16:17:32,42.96,27.51,44,27.1,42.2,27.7,534937,26960.23,28.7,27.9,546446,12848.47
16:17:33,43.17,27.5,44.4,27,42.4,27.7,534908,26958.6,28.9,27.8,546434,12848.16
16:17:34,43.36,27.49,44.6,27,42.6,27.6,534879,26956.97,29.1,27.7,546424,12847.9
16:17:35,43.57,27.48,44.8,27,42.7,27.6,534853,26955.51,29.4,27.7,546418,12847.74
16:17:36,43.7,27.46,45.1,27,42.9,27.6,534828,26954.1,29.7,27.6,546411,12847.56
16:17:37,43.79,27.45,45.3,27,43,27.6,534807,26952.92,30.1,27.5,546402,12847.32
16:17:38,43.91,27.43,45.5,27,43.2,27.5,534790,26951.97,30.4,27.5,546400,12847.27
16:17:39,43.99,27.42,45.6,26.9,43.3,27.5,534778,26951.29,30.7,27.4,546400,12847.27
16:17:40,44.05,27.4,45.7,26.9,43.4,27.5,534767,26950.67,31,27.4,546400,12847.27
16:17:41,44.08,27.39,45.9,26.9,43.5,27.5,534763,26950.45,31.2,27.4,546399,12847.24
16:17:42,44.05,27.37,46,26.9,43.6,27.4,534765,26950.56,31.3,27.3,546404,12847.37
16:17:43,44,27.36,46.1,26.9,43.7,27.4,534773,26951.01,31.5,27.3,546410,12847.53
16:17:44,43.92,27.34,46.2,26.9,43.7,27.4,534787,26951.8,31.5,27.3,546416,12847.69
16:17:45,43.83,27.33,46.2,26.9,43.7,27.4,534807,26952.92,31.6,27.3,546431,12848.08
16:17:46,43.73,27.31,46.3,26.8,43.7,27.4,534828,26954.1,31.5,27.3,546445,12848.45
16:17:47,43.53,27.3,46.3,26.8,43.7,27.4,534856,26955.68,31.4,27.3,546460,12848.84
16:17:48,43.31,27.28,46.3,26.8,43.6,27.4,534892,26957.7,31.3,27.3,546480,12849.37
16:17:49,43.05,27.27,46.3,26.8,43.5,27.3,534931,26959.9,31.2,27.3,546501,12849.92
16:17:50,42.77,27.25,46.2,26.8,43.4,27.3,534974,26962.31,31,27.3,546523,12850.5
16:17:51,42.46,27.23,46.1,26.8,43.3,27.3,535021,26964.96,30.7,27.3,546550,12851.2
