Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW
10:49:27,61.92,22.42,60.2,22.5,,,56489
10:49:28,61.94,22.42,60.2,22.5,41,23.1,56489
10:49:29,61.97,22.42,60.2,22.5,41,23.1,56489
10:49:30,61.97,22.42,60.2,22.5,40.9,23.1,56490
10:49:31,61.96,22.42,60.2,22.5,40.9,23.1,56490
10:49:32,61.98,22.42,60.2,22.5,40.9,23.1,56489
10:49:33,61.99,22.42,60.2,22.5,40.9,23.2,56490
10:49:34,61.96,22.42,60.2,22.5,40.9,23.2,56490
10:49:35,61.96,22.42,60.2,22.5,40.9,23.2,56488
10:49:36,61.96,22.42,60.2,22.5,40.9,23.2,56490
10:49:37,61.94,22.42,60.2,22.5,40.9,23.2,56490
10:49:38,61.95,22.42,60.2,22.5,40.9,23.2,56489
10:49:39,61.96,22.42,60.1,22.5,40.9,23.2,56490
10:49:40,61.95,22.42,60.1,22.5,40.9,23.2,56489
10:49:41,61.96,22.42,60.1,22.5,40.9,23.2,56490
10:49:42,61.99,22.42,60.1,22.5,40.9,23.2,56489
10:49:43,61.98,22.42,60.1,22.5,40.9,23.2,56489
10:49:44,61.99,22.42,60.1,22.5,40.9,23.2,56489
10:49:45,61.98,22.42,60.1,22.5,40.9,23.2,56489
10:49:46,61.99,22.42,60.1,22.5,40.9,23.2,56489
10:49:47,62,22.42,60.1,22.5,40.9,23.2,56489
10:49:48,62,22.42,60.1,22.5,40.9,23.2,56489
10:49:49,61.99,22.42,60.1,22.5,40.9,23.2,56489
10:49:50,61.98,22.42,60.1,22.5,40.9,23.1,56489
10:49:51,61.99,22.42,60.1,22.5,40.9,23.1,56489
10:49:52,61.98,22.42,60.1,22.5,40.9,23.1,56491
10:49:53,61.99,22.42,60.1,22.5,40.9,23.1,56489
10:49:54,61.98,22.42,60.1,22.5,40.9,23.1,56490
10:49:55,61.97,22.42,60.1,22.5,40.9,23.1,56491
10:49:56,62,22.42,60.1,22.5,40.9,23.1,56490
10:49:57,61.99,22.43,60.1,22.5,40.9,23.2,56490
10:49:58,61.98,22.43,60.1,22.5,40.9,23.1,56491
10:49:59,61.94,22.43,60.1,22.5,40.9,23.1,56490
10:50:00,61.95,22.43,60.1,22.5,40.9,23.2,56489
10:50:01,61.95,22.42,60.1,22.5,40.9,23.2,56490
10:50:02,61.95,22.42,60.1,22.5,40.9,23.2,56489
10:50:03,61.95,22.43,60.1,22.5,40.9,23.2,56490
10:50:04,61.95,22.43,60.1,22.5,40.9,23.2,56490
10:50:05,61.94,22.43,60.1,22.5,40.9,23.2,56491
10:50:06,61.92,22.43,60.1,22.5,41,23.2,56489
10:50:07,61.92,22.43,60.1,22.5,41,23.2,56490
10:50:08,61.9,22.43,60.1,22.5,40.9,23.2,56491
10:50:09,61.88,22.43,60.1,22.5,41,23.2,56491
10:50:10,61.88,22.42,60.1,22.5,41,23.1,56491
10:50:11,61.9,22.42,60.1,22.5,41,23.1,56491
10:50:12,61.95,22.42,60.1,22.5,41,23.1,56490
10:50:13,61.91,22.42,60.1,22.5,41,23.2,56490
10:50:14,61.91,22.42,60.1,22.5,41,23.2,56491
10:50:15,61.9,22.42,60.1,22.5,41,23.2,56491
10:50:16,61.9,22.42,60.1,22.5,41,23.1,56489
10:50:17,61.91,22.43,60.1,22.5,41,23.1,56490
10:50:18,61.91,22.43,60.1,22.5,41,23.1,56489
10:50:19,61.94,22.43,60.1,22.5,41,23.1,56490
10:50:20,61.94,22.43,60.1,22.5,41,23.1,56490
10:50:21,61.96,22.44,60.1,22.5,41,23.1,56489
10:50:22,61.97,22.44,60.1,22.5,41,23.1,56490
10:50:23,61.97,22.44,60.1,22.5,41,23.1,56490
10:50:24,61.97,22.44,60.1,22.5,41,23.1,56490
10:50:25,61.96,22.44,60.1,22.5,41,23.1,56490
10:50:26,61.97,22.42,60.1,22.5,41,23.1,56490
10:50:27,61.97,22.42,60.1,22.5,40.9,23.1,56490
10:50:28,61.98,22.42,60.1,22.5,40.9,23.1,56489
10:50:29,61.99,22.42,60.1,22.5,40.9,23.1,56490
10:50:30,62.01,22.43,60.1,22.5,40.9,23.1,56491
10:50:31,62,22.43,60.1,22.5,40.9,23.1,56490
10:50:32,61.99,22.43,60.1,22.5,40.9,23.2,56491
10:50:33,61.98,22.43,60,22.5,40.9,23.2,56491
10:50:34,61.99,22.44,60.1,22.5,41,23.2,56492
10:50:35,61.97,22.44,60.1,22.5,41,23.2,56492
10:50:36,61.98,22.44,60.1,22.5,41,23.2,56492
10:50:37,61.97,22.43,60.1,22.5,41,23.2,56492
10:50:38,61.98,22.43,60.1,22.5,41,23.2,56492
10:50:39,61.98,22.43,60.1,22.5,41,23.2,56492
10:50:40,61.96,22.43,60.1,22.5,41,23.2,56492
10:50:41,61.97,22.43,60.1,22.5,41,23.2,56492
10:50:42,61.97,22.44,60.1,22.5,41,23.2,56492
10:50:43,61.96,22.44,60.1,22.5,41,23.2,56492
10:50:44,61.96,22.43,60.1,22.5,41,23.2,56491
10:50:45,61.95,22.43,60.1,22.5,41,23.2,56492
10:50:46,61.95,22.43,60.1,22.5,41,23.2,56491
10:50:47,61.96,22.43,60.1,22.5,41.1,23.2,56491
10:50:48,61.96,22.43,60.1,22.5,41.1,23.2,56492
10:50:49,61.96,22.43,60.1,22.5,41.1,23.2,56492
10:50:50,61.94,22.43,60.1,22.5,41.1,23.2,56492
10:50:51,61.95,22.43,60.1,22.5,41.1,23.2,56490
