Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW
12:06:04,67.19,23.22,65.8,24,,,,84.4,23.3,60058
12:06:05,67.18,23.22,65.8,24,,,,84.4,23.3,60058
12:06:06,67.19,23.23,65.9,24,,,,84.4,23.3,60058
12:06:07,67.16,23.23,65.9,24.1,,,,84.4,23.3,60059
12:06:08,67.16,23.23,66,24.1,,,,84.4,23.3,60059
12:06:09,67.16,23.23,66,24.1,,,,84.4,23.3,60059
12:06:10,67.12,23.23,66,24.1,,,,84.4,23.3,60060
12:06:11,67.13,23.23,66,24.1,,,,84.4,23.3,60060
12:06:12,67.13,23.23,66,24.1,,,,84.4,23.3,60060
12:06:13,67.14,23.23,66,24,,,,84.4,23.2,60060
12:06:14,67.16,23.23,66.1,24,,,,84.4,23.3,60060
12:06:15,67.14,23.23,66.1,24,,,,84.4,23.3,60059
12:06:16,67.16,23.23,66.1,24,,,,84.4,23.3,60058
12:06:17,67.14,23.23,66.1,24,,,,84.4,23.3,60058
12:06:18,67.12,23.23,66.1,24,,,,84.4,23.3,60059
12:06:19,67.15,23.23,66.1,24,,,,84.4,23.2,60058
12:06:20,67.13,23.23,66.1,24,,,,84.4,23.2,60059
12:06:21,67.09,23.23,66,24,,,,84.4,23.2,60060
12:06:22,67.06,23.23,66,24,,,,84.4,23.2,60060
12:06:23,67.08,23.23,66,24,,,,84.4,23.2,60061
12:06:24,67.08,23.23,66,24,,,,84.4,23.2,60058
12:06:25,67.11,23.23,66,24,,,,84.4,23.2,60058
12:06:26,67.15,23.23,66,24,,,,84.4,23.2,60058
12:06:27,67.14,23.23,66,24.1,,,,84.4,23.2,60057
12:06:28,67.15,23.23,66,24.1,,,,84.4,23.2,60057
12:06:29,67.16,23.23,65.9,24,,,,84.4,23.2,60057
12:06:30,67.17,23.23,65.9,24.1,,,,84.4,23.2,60056
