Time,IST Cap (pF),Vaisala Cap(pF),New IST Cap (pF),Open (Reference) (pF)
12:07:15,188.21770605661146,246.0726201033529,169.33464427064578,47.63607770182761
12:07:17,NaN,NaN,NaN,NaN
12:07:17,188.4984722845536,246.10431602878157,169.3825263407539,47.63585840730525
12:07:18,188.35466486928752,246.1312347851113,169.40265827325237,47.63629699786424
12:07:19,188.44632769437604,246.13546615300424,169.39218922045256,47.63596805437713
12:07:20,188.40775709064047,246.1400042630225,169.41046692777445,47.63585840730525
12:07:21,188.37613721002327,246.14852889005388,169.38060086570033,47.63574876061196
12:07:22,188.49806128907682,246.15729929225432,169.4282222457712,47.63607770182761
12:07:23,188.93426589563617,246.1907292488538,169.49131647223098,47.63574876061196
12:07:24,192.8445990336445,246.4992807055253,171.55517082279636,47.6401558115885
12:07:25,190.62578946120044,247.16915401559123,170.77385748021374,47.638646693291065
12:07:26,190.21341855400848,247.48925454744648,170.31726500946093,47.63780078291022
12:07:27,189.8320794399057,247.67813448223663,169.93991012687655,47.63747182384686
12:07:28,189.29383312969694,247.74017234106654,169.820600857897,47.637252519697626
12:07:29,190.12629207160842,247.711007929789,169.8470680151339,47.63684524458105
12:07:30,192.2681778103337,247.88353050852984,171.35145021964456,47.6393098610118
12:07:31,190.74442381552333,248.32721611031184,170.72963548708216,47.6384587112593
12:07:32,190.1601443422272,248.51674523359495,170.1391794757055,47.63842738102884
12:07:33,189.9092363230926,248.5659040029181,169.97256361901037,47.637691129510486
12:07:34,189.6009321687734,248.54318959439644,169.86991980696862,47.63780078291022
12:07:35,189.58331259646613,248.48489316096558,169.79269929425055,47.63809841547508
12:07:36,189.55052600190092,248.41648168120875,169.70183848450182,47.63823940029515
12:07:37,189.34244050772142,248.34275331430513,169.639398626904,47.637988761047716
12:07:38,189.2422263841164,248.27235037408258,169.60947200810077,47.637988761047716
12:07:39,189.168533160539,248.1952708230246,169.531272178144,47.63791043668854
12:07:40,189.04116984820135,248.0957602657356,169.50568488011297,47.63736217158294
12:07:41,188.94135975823812,247.96424742094672,169.4449295018049,47.638129745381
12:07:42,188.81900539553575,247.82088119246166,169.33034007937806,47.63780078291022
12:07:43,188.58625060733206,247.67268716070524,169.23603901016355,47.63791043668854
12:07:44,188.49674611258393,247.5032290820124,169.18849862716144,47.63736217158294
12:07:45,190.9458159893927,247.39245465871187,170.2544852167265,47.63831772546562
12:07:46,190.4995824464847,247.6349322581583,170.59933725698363,47.63853703697065
12:07:47,189.57352961217742,247.85923636165563,169.94532826637283,47.63853703697065
12:07:48,189.05759925842963,247.8575012021153,169.6715794543508,47.63780078291022
12:07:49,188.8436480932671,247.76389157242832,169.57117187950018,47.63780078291022
12:07:50,188.78600492417584,247.66643534270915,169.43788903605724,47.63780078291022
12:07:51,188.8304607653792,247.58926655456162,169.39033360332215,47.63809841547508
12:07:52,188.8233731474083,247.50378561453192,169.39922683799168,47.638129745381
12:07:53,190.16934805985795,247.46266909924807,170.05078728429044,47.63823940029515
12:07:54,189.5439365500011,247.58351282958202,170.096753898673,47.63809841547508
12:07:55,189.29602522958734,247.63555112138314,169.89168603154198,47.63780078291022
12:07:56,189.0108347320619,247.62038964018834,169.76821202710286,47.637581476489366
12:07:57,188.81554426583415,247.5617989647599,169.66845572308677,47.637252519697626
12:07:58,188.6757777091402,247.47608494114488,169.58474379247784,47.637252519697626
12:07:59,188.59147401331447,247.3862134481988,169.55100990101073,47.63714286819088
12:08:00,188.5743650827835,247.27977847564986,169.49404983349368,47.63736217158294
12:08:01,188.61603104238705,247.18939669167136,169.44373854641495,47.63684524458105
12:08:02,188.48577314524462,247.11411638548483,169.4313393450195,47.63736217158294
12:08:03,188.41079630367778,247.03153274189606,169.43865961291252,47.636923566313214
12:08:04,188.37790278570924,246.9430125608992,169.37366942735022,47.63714286819088
12:08:05,188.3923157388114,246.85817403128567,169.25806818470383,47.63662594475858
12:08:06,188.29170598260959,246.78082856912752,169.19814490813374,47.63640664645044
12:08:07,188.2680327456687,246.69127396883889,169.17154973321067,47.63684524458105
12:08:08,188.26446368479768,246.6100092223558,169.151878231744,47.636375318244326
12:08:09,188.24785042691386,246.54015734078718,169.14562460111878,47.63681391594227
12:08:10,188.21901831380953,246.4711954375869,169.14185162859633,47.636923566313214
12:08:11,188.17695090032944,246.40508802570184,169.14642812083162,47.63670426594991
12:08:12,188.14940561774463,246.33814759439014,169.15069036460918,47.63618734965664
12:08:13,189.63464421846626,246.30327568475445,169.66455995441626,47.63618734965664
12:08:14,190.3227444832262,246.5268175317417,170.3824459077242,47.63714286819088
12:08:15,189.64526143619,246.84480840337008,170.21162857654096,47.63681391594227
12:08:16,189.3923497654943,247.01414549697694,170.0040648578803,47.63659461633612
12:08:17,188.97559738598872,247.0904903982857,169.76311849799873,47.63618734965664
12:08:18,188.52350444290445,247.06742286053375,169.6145586237631,47.63618734965664
12:08:19,188.48926630803658,246.9916434551288,169.52384074945877,47.63596805437713
12:08:20,188.4997874791123,246.92390929552198,169.45722509873488,47.63607770182761
12:08:21,188.32662907985727,246.84992047387252,169.3102560231662,47.63585840730525
12:08:22,188.30524727605828,246.7629137482493,169.23722777645963,47.63618734965664
12:08:23,188.29515271872066,246.6765067597128,169.20048670223034,47.63541982280344
12:08:24,188.28854655764442,246.60576561166087,169.18549307049824,47.63585840730525
12:08:25,188.28075091415212,246.5429852734977,169.18353600688832,47.63585840730525
12:08:26,188.19187378746489,246.4828099881909,169.17308725977813,47.63640664645044
12:08:27,188.15112702071022,246.40877361238176,169.1625695990556,47.63541982280344
12:08:28,188.10400189887292,246.33501618721127,169.1579924517138,47.63531017762442
12:08:29,188.05849174561416,246.26466736809328,169.13989532217295,47.63534150477978
