Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS 2 RevC Hum,SGS 2 RevC Temp,SGS 2 RevC RAW
15:08:45,0,0,83.8,10.9,376.1,767.9,470306,67.7,11.3,547363
15:08:46,0,0,83.7,10.9,376.1,767.9,470306,67.6,11.3,547358
15:08:47,0,0,83.7,10.9,376.1,767.9,470310,67.6,11.3,547363
15:08:48,0,0,83.6,10.9,376.1,767.9,470311,67.6,11.2,547363
15:08:49,0,0,83.6,10.9,376.1,767.9,470312,67.6,11.3,547364
15:08:50,0,0,83.6,10.9,376.1,767.9,470312,67.6,11.3,547367
15:08:51,0,0,83.6,10.9,376.1,767.9,470312,67.6,11.3,547366
15:08:52,0,0,83.5,10.9,376.1,767.9,470313,67.6,11.3,547363
15:08:53,0,0,83.5,10.9,376.1,767.9,470314,67.6,11.3,547367
15:08:54,0,0,83.5,10.9,376.1,767.9,470316,67.6,11.3,547366
15:08:55,0,0,83.5,10.9,376.1,767.9,470314,67.6,11.4,547360
15:08:56,0,0,83.4,10.9,376.1,767.9,470319,67.5,11.4,547363
15:08:57,0,0,83.4,10.9,376,767.9,470317,67.5,11.4,547363
15:08:58,0,0,83.4,10.9,376,767.9,470316,67.5,11.3,547365
15:08:59,0,0,83.4,10.9,376,767.9,470317,67.5,11.3,547367
15:09:00,0,0,83.4,10.9,376,767.9,470318,67.5,11.3,547361
15:09:01,0,0,83.4,10.9,376,767.9,470318,67.5,11.4,547366
15:09:02,0,0,83.4,10.9,376,767.9,470317,67.4,11.3,547363
15:09:03,0,0,83.4,10.9,376,767.9,470318,67.4,11.3,547366
15:09:04,0,0,83.4,10.9,376,767.9,470315,67.4,11.4,547363
15:09:05,0,0,83.4,10.9,376,767.9,470317,67.5,11.4,547361
15:09:06,0,0,83.4,10.9,376,767.9,470316,67.4,11.4,547362
15:09:07,0,0,83.4,10.9,376,767.9,470314,67.4,11.4,547363
15:09:08,0,0,83.4,10.9,376,767.9,470317,67.4,11.4,547366
15:09:09,0,0,83.4,10.9,376,767.9,470315,67.4,11.4,547363
15:09:10,0,0,83.4,10.9,376,767.9,470312,67.4,11.4,547361
15:09:11,0,0,83.4,10.9,376.1,767.9,470314,67.3,11.3,547363
15:09:12,0,0,83.5,10.9,376.1,767.9,470310,67.4,11.3,547361
15:09:13,0,0,83.5,10.9,376.1,767.9,470312,67.4,11.3,547362
15:09:14,0,0,83.5,10.9,376.1,767.9,470311,67.4,11.3,547362
15:09:15,0,0,83.5,10.9,376.1,767.9,470309,67.4,11.4,547362
15:09:16,0,0,83.5,10.9,376.1,767.9,470307,67.4,11.4,547360
