Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS 2 RevC Hum,SGS 2 RevC Temp,SGS 2 RevC RAW
12:24:19,0,0,83.8,14.7,383.9,767.9,468781,68.6,14.9,546605
12:24:20,0,0,83.8,14.7,383.9,767.9,468777,68.6,14.8,546605
12:24:21,0,0,83.8,14.7,383.9,767.9,468776,68.9,14.8,546601
12:24:22,0,0,83.8,14.7,383.9,767.9,468772,69,14.8,546603
12:24:23,0,0,83.8,14.7,383.9,767.9,468767,69,14.9,546598
12:24:24,0,0,83.9,14.7,383.9,767.9,468766,69.1,14.9,546595
12:24:25,0,0,83.9,14.7,384,767.9,468763,69.1,14.9,546598
12:24:26,0,0,83.9,14.7,384,767.9,468756,69.1,14.9,546593
12:24:27,0,0,83.9,14.7,384,767.9,468754,69.1,14.9,546593
12:24:28,0,0,83.9,14.7,384,767.9,468751,69.2,15,546593
12:24:29,0,0,83.9,14.7,384,767.9,468748,68.9,15.1,546589
12:24:30,0,0,83.9,14.7,384,767.9,468744,68.7,15,546587
12:24:31,0,0,83.9,14.7,384.1,767.9,468735,68.5,15,546590
12:24:32,0,0,83.9,14.7,384.1,767.9,468738,68.2,15,546590
12:24:33,0,0,84,14.7,384.1,767.9,468731,68,15,546585
12:24:34,0,0,84,14.7,384.1,767.9,468727,67.9,15,546582
12:24:35,0,0,84,14.7,384.1,767.9,468726,67.7,15,546582
12:24:36,0,0,84,14.7,384.2,767.9,468721,67.7,15,546584
12:24:37,0,0,84,14.7,384.2,767.9,468715,67.7,15,546578
12:24:38,0,0,84,14.7,384.2,767.9,468716,67.7,15,546578
12:24:39,0,0,84.1,14.7,384.2,767.9,468712,67.7,15,546577
12:24:40,0,0,84.1,14.7,384.2,767.9,468708,67.8,15,546575
12:24:41,0,0,84.1,14.7,384.2,767.9,468703,67.8,15,546574
12:24:42,0,0,84.1,14.7,384.3,767.9,468702,67.7,15,546573
12:24:43,0,0,84.1,14.7,384.3,767.9,468701,67.7,15.1,546571
12:24:44,0,0,84.1,14.7,384.3,767.9,468692,67.7,15,546569
12:24:45,0,0,84.1,14.7,384.3,767.9,468692,67.7,15,546564
12:24:46,0,0,84.2,14.7,384.3,767.9,468688,67.8,15,546566
12:24:47,0,0,84.2,14.7,384.4,767.9,468681,67.8,15,546561
12:24:48,0,0,84.2,14.7,384.4,767.9,468675,67.8,15,546563
12:24:49,0,0,84.2,14.7,384.4,767.9,468669,67.9,15,546561
12:24:50,0,0,84.2,14.7,384.4,767.9,468668,67.9,15,546560
12:24:51,0,0,84.2,14.7,384.4,767.9,468663,68.1,14.9,546559
12:24:52,0,0,84.2,14.7,384.5,767.9,468649,68.4,15,546556
12:24:53,0,0,84.2,14.7,384.5,767.9,468651,68.5,14.9,546556
12:24:54,0,0,84.2,14.7,384.5,767.9,468644,68.8,15,546554
12:24:55,0,0,84.3,14.7,384.5,767.9,468643,68.8,15,546554
12:24:56,0,0,84.3,14.7,384.6,767.9,468639,68.8,15,546553
12:24:57,0,0,84.3,14.7,384.6,767.9,468639,68.8,15.1,546547
12:24:58,0,0,84.3,14.7,384.6,767.9,468637,68.8,15,546555
12:24:59,0,0,84.3,14.7,384.6,767.9,468637,68.7,15.1,546565
12:25:00,0,0,84.3,14.6,384.6,767.9,468637,68.4,15.2,546580
12:25:01,0,0,84.4,14.6,384.7,767.9,468637,68.1,15.3,546591
12:25:02,0,0,84.4,14.6,384.7,767.9,468637,67.7,15.2,546603
12:25:03,0,0,84.4,14.7,384.7,767.9,468637,67.5,15.2,546612
12:25:04,0,0,84.4,14.6,384.7,767.9,468637,67.2,15.2,546625
12:25:05,0,0,84.5,14.7,384.7,767.9,468637,67,15.1,546640
12:25:06,0,0,84.6,14.7,384.7,767.9,468637,66.7,15.1,546643
12:25:07,0,0,84.6,14.7,384.7,767.9,468637,66.5,15.1,546654
12:25:08,0,0,84.7,14.7,384.7,767.9,468637,66.4,15,546662
12:25:09,0,0,84.8,14.7,384.7,767.9,468636,66.4,14.9,546671
12:25:10,0,0,84.9,14.7,384.7,767.9,468622,66.5,14.9,546677
12:25:11,0,0,85,14.7,384.7,767.9,468598,66.6,14.9,546684
12:25:12,0,0,85.1,14.7,384.7,767.9,468583,66.7,14.8,546691
12:25:13,0,0,85.2,14.7,384.7,767.9,468571,66.9,14.8,546698
12:25:14,0,0,85.3,14.7,384.8,767.9,468553,67.1,14.8,546702
12:25:15,0,0,85.7,14.7,384.8,767.9,468545,67.2,14.9,546701
12:25:16,0,0,85.7,14.7,384.9,767.9,468528,67.2,15,546711
12:25:17,0,0,85.7,14.7,385,767.9,468511,66.9,15.1,546718
12:25:18,0,0,85.9,14.7,385.1,767.9,468499,66.5,15.1,546723
12:25:19,0,0,86.2,14.7,385.1,767.9,468494,66.1,15.1,546726
12:25:20,0,0,86.2,14.7,385.2,767.9,468478,65.7,15.2,546728
12:25:21,0,0,86.3,14.7,385.3,767.9,468461,65.3,15.2,546728
12:25:22,0,0,86.5,14.7,385.3,767.9,468448,64.9,15.1,546735
12:25:23,0,0,86.6,14.7,385.4,767.9,468431,64.6,15.1,546739
12:25:24,0,0,86.6,14.7,385.5,767.9,468413,64.5,15,546741
12:25:25,0,0,86.7,14.7,385.6,767.9,468400,64.4,15,546738
12:25:26,0,0,86.8,14.7,385.6,767.9,468394,64.4,15,546733
12:25:27,0,0,86.9,14.7,385.7,767.9,468374,64.5,14.9,546742
12:25:28,0,0,87,14.7,385.8,767.9,468358,64.8,14.9,546746
12:25:29,0,0,87.2,14.7,385.9,767.9,468343,65,14.8,546748
12:25:30,0,0,87.3,14.7,386,767.9,468331,65.3,14.8,546746
12:25:31,0,0,87.5,14.7,386,767.9,468313,65.5,14.8,546749
12:25:32,0,0,87.5,14.7,386.1,767.9,468296,65.8,14.8,546745
12:25:33,0,0,87.7,14.7,386.2,767.9,468286,66,14.8,546743
12:25:34,0,0,87.7,14.7,386.3,767.9,468270,66.3,14.8,546746
12:25:35,0,0,87.7,14.7,386.3,767.9,468254,66.3,14.9,546743
12:25:36,0,0,88,14.7,386.4,767.9,468242,66.3,14.8,546739
12:25:37,0,0,88,14.7,386.5,767.9,468227,66.3,14.8,546741
12:25:38,0,0,88.1,14.7,386.6,767.9,468211,66.3,14.8,546733
12:25:39,0,0,88.1,14.7,386.6,767.9,468200,66.4,14.8,546730
12:25:40,0,0,88.3,14.7,386.7,767.9,468186,66.4,14.7,546731
12:25:41,0,0,88.3,14.7,386.8,767.9,468171,66.5,14.7,546731
12:25:42,0,0,88.3,14.7,386.8,767.9,468158,66.6,14.7,546730
12:25:43,0,0,88.5,14.7,386.9,767.9,468138,66.7,14.8,546728
12:25:44,0,0,88.6,14.7,387,767.9,468130,66.7,14.8,546719
12:25:45,0,0,88.7,14.7,387.1,767.9,468116,66.8,14.8,546721
12:25:46,0,0,88.8,14.7,387.1,767.9,468104,66.8,14.8,546717
12:25:47,0,0,88.8,14.7,387.2,767.9,468089,66.8,14.8,546712
12:25:48,0,0,88.9,14.7,387.3,767.9,468075,66.9,14.8,546708
12:25:49,0,0,88.9,14.7,387.4,767.9,468066,66.9,14.8,546709
12:25:50,0,0,89.1,14.7,387.4,767.9,468048,67,14.8,546704
12:25:51,0,0,89.1,14.7,387.5,767.9,468038,67,14.9,546704
12:25:52,0,0,89.1,14.7,387.6,767.9,468029,67,14.9,546697
12:25:53,0,0,89.2,14.7,387.6,767.9,468018,67.1,14.9,546696
12:25:54,0,0,89.3,14.7,387.7,767.9,468005,67,14.9,546695
12:25:55,0,0,89.3,14.7,387.7,767.9,467993,66.9,14.9,546699
12:25:56,0,0,89.4,14.7,387.8,767.9,467993,66.9,14.9,546696
12:25:57,0,0,89.5,14.7,387.8,767.9,467983,66.8,14.9,546693
12:25:58,0,0,89.5,14.7,387.9,767.9,467976,66.6,15,546696
12:25:59,0,0,89.5,14.7,387.9,767.9,467972,66.5,14.9,546693
12:26:00,0,0,89.5,14.7,388,767.9,467965,66.6,14.9,546696
12:26:01,0,0,89.5,14.7,388,767.9,467964,66.5,14.9,546695
12:26:02,0,0,89.6,14.7,388.1,767.9,467963,66.5,15,546696
12:26:03,0,0,89.6,14.7,388.1,767.9,467957,66.4,15,546696
12:26:04,0,0,89.6,14.7,388.1,767.9,467961,66.2,15,546692
12:26:05,0,0,89.6,14.7,388.1,767.9,467958,66.1,15,546691
12:26:06,0,0,89.6,14.7,388.1,767.9,467964,66.2,14.9,546689
12:26:07,0,0,89.6,14.6,388.2,767.9,467969,66.2,14.9,546693
12:26:08,0,0,89.6,14.6,388.1,767.9,467973,66.2,14.9,546691
12:26:09,0,0,89.5,14.6,388.1,767.9,467981,66.2,14.8,546691
12:26:10,0,0,89.4,14.6,388.1,767.9,467988,66.5,14.8,546693
12:26:11,0,0,89.2,14.6,388.1,767.9,467997,66.8,14.7,546689
12:26:12,0,0,89,14.6,388.1,767.9,468010,67.1,14.7,546693
12:26:13,0,0,88.8,14.6,388,767.9,468021,67.4,14.7,546691
12:26:14,0,0,88.6,14.6,388,767.9,468033,67.5,14.7,546695
12:26:15,0,0,88.6,14.6,387.9,767.9,468048,67.5,14.7,546696
12:26:16,0,0,88,14.5,387.9,767.9,468062,67.6,14.7,546705
12:26:17,0,0,88,14.5,387.8,767.9,468082,67.6,14.7,546703
12:26:18,0,0,87.7,14.5,387.8,767.9,468101,67.6,14.8,546706
12:26:19,0,0,87.1,14.5,387.7,767.9,468119,67.5,14.7,546712
12:26:20,0,0,86.8,14.5,387.6,767.9,468144,67.5,14.7,546716
12:26:21,0,0,86.2,14.5,387.5,767.9,468171,67.4,14.7,546721
12:26:22,0,0,85.5,14.4,387.4,767.9,468198,67.3,14.7,546725
12:26:23,0,0,85,14.4,387.3,767.9,468227,67.2,14.7,546728
12:26:24,0,0,85,14.4,387.2,767.9,468259,67.2,14.7,546738
12:26:25,0,0,84.2,14.4,387,767.9,468295,67.1,14.8,546740
12:26:26,0,0,83.6,14.4,386.9,767.9,468335,67,14.7,546749
12:26:27,0,0,83.1,14.4,386.8,767.9,468377,66.9,14.8,546757
12:26:28,0,0,82.5,14.4,386.6,767.9,468413,66.7,14.8,546764
12:26:29,0,0,82.5,14.4,386.4,767.9,468465,66.6,14.8,546767
12:26:30,0,0,81.5,14.3,386.2,767.9,468516,66.4,14.8,546778
12:26:31,0,0,81.1,14.3,386,767.9,468570,66.3,14.7,546785
12:26:32,0,0,80.5,14.3,385.8,767.9,468637,66.2,14.8,546792
12:26:33,0,0,79.5,14.3,385.5,767.9,468637,66,14.9,546799
12:26:34,0,0,79.1,14.3,385.3,767.9,468688,65.8,14.8,546809
12:26:35,0,0,78.3,14.2,385.2,767.9,468720,65.6,14.7,546815
12:26:36,0,0,77.8,14.2,384.9,767.9,468781,65.5,14.7,546827
12:26:37,0,0,77.1,14.2,384.7,767.9,468840,65.5,14.7,546828
12:26:38,0,0,77.1,14.2,384.4,767.9,468903,65.3,14.6,546837
12:26:39,0,0,75.8,14.2,384.2,767.9,468961,65.2,14.6,546842
12:26:40,0,0,75.8,14.2,383.9,767.9,469023,65.1,14.6,546852
12:26:41,0,0,75,14.2,383.6,767.9,469084,65,14.6,546862
12:26:42,0,0,75,14.2,383.3,767.9,469146,64.9,14.6,546866
12:26:43,0,0,74.3,14.1,383,767.9,469209,64.8,14.5,546879
12:26:44,0,0,73.7,14.1,382.7,767.9,469279,64.7,14.7,546887
12:26:45,0,0,73.4,14.1,382.3,767.9,469325,64.6,14.6,546897
12:26:46,0,0,73.1,14.1,382,767.9,469389,64.4,14.7,546905
12:26:47,0,0,72.5,14.1,381.7,767.9,469453,64.2,14.6,546912
