Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS 2 RevC Hum,SGS 2 RevC Temp,SGS 2 RevC RAW
17:00:16,0,0,72.7,15.9,370.1,767.9,47141,64,16.2,546552
17:00:17,0,0,72.7,15.9,370.1,767.9,471473,63.9,16.2,546552
17:00:18,0,0,72.7,15.9,370.1,767.9,471472,63.9,16.2,546553
17:00:19,0,0,72.7,15.9,370.1,767.9,471472,63.9,16.1,546552
17:00:20,0,0,72.7,15.9,370.1,767.9,471472,63.9,16.1,546551
17:00:21,0,0,72.7,15.9,370.1,767.9,471473,63.9,16.1,546550
17:00:22,0,0,72.7,15.9,370.1,767.9,471472,63.9,16.1,546550
17:00:23,0,0,72.7,15.9,370.1,767.9,471472,63.9,16.2,546549
17:00:24,0,0,72.7,15.9,370.1,767.9,471473,63.9,16.1,546551
17:00:25,0,0,72.7,15.9,370.1,767.9,471473,64,16.1,546553
17:00:26,0,0,72.7,15.9,370.1,767.9,471473,64,16.1,546550
17:00:27,0,0,72.7,15.9,370.1,767.9,471472,64,16.1,546551
17:00:28,0,0,72.7,15.9,370.1,767.9,471476,64,16.1,546553
17:00:29,0,0,72.7,15.9,370.1,767.9,471471,64,16.1,546551
17:00:30,0,0,72.7,15.9,370.1,767.9,471472,64,16.1,546552
17:00:31,0,0,72.7,15.9,370.1,767.9,471474,64.1,16.1,546550
17:00:32,0,0,72.7,15.9,370.1,767.9,471472,64.1,16.1,546551
17:00:33,0,0,72.7,15.9,370.1,767.9,471474,64.1,16.1,546550
17:00:34,0,0,72.7,15.9,370.1,767.9,471471,64.1,16.1,546551
17:00:35,0,0,72.7,15.9,370.1,767.9,471473,64.1,16.1,546550
17:00:36,0,0,72.7,15.9,370.1,767.9,471473,64,16.2,546554
17:00:37,0,0,72.7,15.9,370.1,767.9,471473,64,16.3,546551
17:00:38,0,0,72.7,15.9,370.1,767.9,471473,63.9,16.3,546550
17:00:39,0,0,72.7,15.9,370.1,767.9,471472,63.9,16.3,546549
17:00:40,0,0,72.7,15.9,370.1,767.9,471472,63.8,16.2,546551
17:00:41,0,0,72.7,15.9,370.1,767.9,471474,63.8,16.2,546548
17:00:42,0,0,72.7,15.9,370.1,767.9,471471,63.8,16.2,546552
17:00:43,0,0,72.7,15.9,370.1,767.9,471473,63.7,16.2,546548
17:00:44,0,0,72.7,15.9,370.1,767.9,471473,63.8,16.1,546550
17:00:45,0,0,72.7,15.9,370.1,767.9,471471,63.8,16.1,546550
17:00:46,0,0,72.7,15.9,370.1,767.9,471472,63.9,16,546548
17:00:47,0,0,72.7,15.9,370.1,767.9,471473,64,16.1,546550
17:00:48,0,0,72.7,15.9,370.1,767.9,471472,64,16.1,546547
17:00:49,0,0,72.7,15.9,370.1,767.9,471472,64,16.1,546550
17:00:50,0,0,72.7,15.9,370.1,767.9,471471,64.1,16.2,546550
17:00:51,0,0,72.7,15.9,370.1,767.9,471470,64.1,16.2,546548
17:00:52,0,0,72.8,15.9,370.1,767.9,471471,64,16.3,546549
