Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS 2 RevC Hum,SGS 2 RevC Temp,SGS 2 RevC RAW
13:39:43,,,74,19.4,5034.5,767.9,838004,67.6,19.8,545660
13:39:44,,,74.5,19.4,5034.5,767.9,837987,67.6,19.8,545659
13:39:45,,,74.5,19.4,5034.5,767.9,837999,67.6,19.8,545661
13:39:47,,,74.5,19.4,5034.5,767.9,837993,67.6,19.8,545658
13:39:48,,,74.5,19.4,5034.5,767.9,837988,67.6,19.8,545658
13:39:49,,,74.5,19.4,5034.5,767.9,837989,67.7,19.8,545656
13:39:50,,,74.5,19.4,5034.5,767.9,837988,67.7,19.8,545659
13:39:51,,,74.5,19.4,5034.5,767.9,837991,67.7,19.9,545655
13:39:52,,,74.5,19.4,5034.5,767.9,837986,67.6,19.9,545658
13:39:53,,,74.5,19.4,5034.5,767.9,837978,67.6,19.9,545655
13:39:54,,,74.5,19.4,5034.5,767.9,837988,67.6,19.9,545654
13:39:55,,,74.5,19.4,5034.5,767.9,837980,67.6,19.9,545652
13:39:56,,,74.5,19.4,5034.5,767.9,837989,67.5,19.9,545654
13:39:57,,,74.5,19.4,5034.5,767.9,837989,67.5,19.9,545654
13:39:58,,,74.5,19.4,5034.5,767.9,837994,67.5,19.8,545651
13:39:59,,,74.6,19.4,5034.5,767.9,837991,67.5,19.8,545653
13:40:00,,,74.6,19.4,5034.5,767.9,837988,67.6,19.8,545656
13:40:01,,,74.6,19.4,5034.5,767.9,837984,67.6,19.8,545655
13:40:02,,,74.6,19.4,5034.5,767.9,837985,67.7,19.8,545653
13:40:03,,,74.6,19.4,5034.5,767.9,837977,67.7,19.8,545654
13:40:04,,,74.6,19.4,5034.5,767.9,837984,67.7,19.8,545653
13:40:05,,,74.6,19.4,5034.5,767.9,837988,67.7,19.9,545649
13:40:06,,,74.6,19.4,5034.5,767.9,837988,67.7,19.9,545653
13:40:08,,,74.6,19.4,5034.5,767.9,837984,67.7,19.9,545653
13:40:09,,,74.6,19.4,5034.5,767.9,837996,67.7,19.8,545651
13:40:10,,,74.6,19.4,5034.5,767.9,837985,67.7,19.8,545655
13:40:11,,,74.6,19.4,5034.5,767.9,837998,67.7,19.8,545649
13:40:12,,,74.6,19.4,5034.5,767.9,837990,67.7,19.8,545656
13:40:13,,,74.6,19.4,5034.5,767.9,837995,67.7,19.8,545650
13:40:14,,,74.6,19.4,5034.5,767.9,837978,67.7,19.8,545651
13:40:15,,,74.6,19.4,5034.5,767.9,837987,67.7,19.8,545653
13:40:16,,,74.6,19.4,5034.5,767.9,837995,67.8,19.8,545648
13:40:17,,,74.6,19.4,5034.5,767.9,837984,67.8,19.8,545650
13:40:18,,,74.6,19.4,5034.5,767.9,837991,67.8,19.9,545648
13:40:19,,,74.6,19.4,5034.5,767.9,837981,67.7,19.9,545653
13:40:20,,,74.6,19.4,5034.5,767.9,837989,67.7,19.8,545650
13:40:21,,,74.6,19.4,5034.5,767.9,837982,67.7,19.8,545648
13:40:22,,,74.6,19.4,5034.5,767.9,837992,67.7,19.9,545650
13:40:23,,,74.6,19.4,5034.5,767.9,837977,67.7,19.9,545649
13:40:24,,,74.6,19.4,5034.5,767.9,837985,67.6,19.9,545647
13:40:25,,,74.6,19.4,5034.5,767.9,837988,67.6,19.8,545648
13:40:26,,,74.6,19.4,5034.5,767.9,837991,67.7,19.8,545648
13:40:28,,,74.6,19.4,5034.5,767.9,837979,67.7,19.9,545649
13:40:29,,,74.6,19.4,5034.5,767.9,837987,67.7,19.9,545649
13:40:30,,,74.6,19.4,5034.5,767.9,837990,67.7,19.9,545651
13:40:31,,,74.6,19.4,5034.5,767.9,837980,67.7,19.9,545647
13:40:32,,,74.6,19.4,5034.5,767.9,837981,67.7,19.9,545648
13:40:33,,,74.6,19.4,5034.5,767.9,837982,67.7,19.9,545646
13:40:34,,,74.6,19.4,5034.5,767.9,837984,67.7,19.9,545643
13:40:35,,,74.6,19.4,5034.5,767.9,837977,67.6,19.9,545643
13:40:36,,,74.6,19.4,5034.5,767.9,837984,67.6,19.9,545643
13:40:37,,,74.7,19.4,5034.5,767.9,837983,67.6,19.9,545641
