Time,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS Raw
13:28:15,42.6,30.2,32.2,27.7,474036
13:28:16,42.6,30.2,34.2,28.4,474024
13:28:17,42.7,30.2,39.6,30.5,474006
13:28:18,42.7,30.2,80.4,30.5,473984
13:28:19,42.8,30.2,80.4,30.5,473955
13:28:20,43,30.2,80.5,30.5,473924
13:28:21,43,30.2,80.5,30.5,473882
13:28:22,43.2,30.2,80.6,30.5,473844
13:28:23,43.2,30.2,80.6,30.5,473806
13:28:24,43.4,30.2,80.7,30.5,473776
13:28:25,43.5,30.2,80.8,30.5,473748
13:28:26,43.6,30.2,80.8,30.5,473725
13:28:27,43.6,30.2,80.9,30.5,473705
13:28:28,44,30.2,80.9,30.5,473688
13:28:29,44.1,30.2,80.9,30.5,473688
13:28:30,44.2,30.2,81,30.5,473674
13:28:31,44.3,30.2,81.1,30.5,473659
13:28:32,44.3,30.2,81.1,30.6,473645
13:28:33,44.4,30.2,81.2,30.6,473631
13:28:34,44.4,30.2,81.3,30.6,473617
13:28:35,44.6,30.2,81.3,30.6,473603
13:28:36,44.7,30.2,81.4,30.6,473587
13:28:37,44.8,30.2,81.4,30.6,473568
13:28:38,44.8,30.2,81.5,30.6,473550
13:28:39,44.9,30.2,81.5,30.6,473549
13:28:40,44.9,30.2,81.6,30.6,473519
13:28:41,45,30.2,81.6,30.6,473493
13:28:42,45.1,30.2,81.6,30.6,473466
13:28:43,45.2,30.2,81.7,30.6,473436
13:28:44,45.2,30.2,81.7,30.6,473402
13:28:45,45.3,30.2,81.8,30.6,473369
13:28:46,45.3,30.2,81.9,30.6,473331
13:28:47,45.4,30.2,81.9,30.6,473292
13:28:48,45.4,30.2,82,30.6,473251
13:28:49,45.4,30.2,82.1,30.6,473204
13:28:50,45.5,30.2,82.1,30.6,473202
13:28:51,45.5,30.2,82.2,30.6,473147
13:28:52,45.6,30.2,82.3,30.6,473105
13:28:53,45.7,30.2,82.4,30.6,473064
13:28:54,45.7,30.2,82.5,30.6,473034
13:28:55,45.7,30.2,82.6,30.6,472991
13:28:56,45.8,30.2,82.6,30.6,472953
13:28:57,46,30.2,82.7,30.6,472916
13:28:58,46.1,30.2,82.8,30.6,472881
13:28:59,46.2,30.2,82.9,30.6,472845
13:29:00,46.4,30.2,83,30.6,472810
13:29:01,46.5,30.2,83.1,30.6,472774
13:29:02,46.6,30.2,83.2,30.6,472741
13:29:03,46.6,30.2,83.3,30.6,472709
13:29:04,46.7,30.2,83.4,30.6,472678
13:29:05,46.7,30.2,83.5,30.6,472645
13:29:06,46.8,30.2,83.6,30.6,472612
13:29:07,46.9,30.2,83.7,30.6,472585
13:29:08,46.9,30.2,83.8,30.6,472552
13:29:09,47,30.2,83.9,30.6,472521
13:29:10,47,30.2,84,30.6,472452
13:29:11,47.2,30.2,84.1,30.6,472205
13:29:12,48.4,30.2,84.3,30.6,471748
13:29:13,48.4,30.2,84.6,30.7,471190
13:29:14,52.1,30.2,85,30.7,470590
13:29:15,53.6,30.2,85.5,30.7,469986
13:29:16,55.2,30.2,86.1,30.7,469424
13:29:17,56.7,30.2,86.7,30.7,468911
13:29:18,56.7,30.2,87.5,30.7,468415
13:29:19,58.1,30.2,88.3,30.6,467987
13:29:20,59.4,30.2,89.2,30.6,467610
13:29:21,60.6,30.2,90.1,30.6,467260
13:29:22,62.9,30.2,91.1,30.6,466941
13:29:23,63.9,30.2,92.2,30.7,466629
13:29:24,64.8,30.2,93.3,30.7,466350
13:29:25,65.6,30.2,93.3,30.7,466350
13:29:26,66.4,30.2,94.4,30.7,466069
13:29:27,66.4,30.2,95.5,30.7,465889
13:29:28,68.1,30.2,96.6,30.7,465688
13:29:29,68.8,30.2,97.6,30.7,465497
13:29:30,68.8,30.2,98.6,30.7,465304
13:29:31,69.3,30.2,99.4,30.7,465132
13:29:32,69.9,30.2,100,30.7,464967
13:29:33,70.4,30.2,100,30.7,464810
13:29:34,71.3,30.2,100,30.6,464659
13:29:35,71.7,30.2,100,30.7,464513
13:29:36,72.6,30.2,100,30.6,464371
13:29:37,72.6,30.2,100,30.6,464234
13:29:38,73,30.2,100,30.5,464107
13:29:39,73.7,30.2,100,30.5,463983
13:29:40,74.1,30.2,100,30.4,463864
13:29:41,74.5,30.1,100,30.3,463740
13:29:42,74.9,30.1,100,30.3,463643
13:29:43,75.2,30.1,100,30.3,463536
13:29:44,75.2,30.1,100,30.3,463430
13:29:45,76.1,30.1,100,30.3,463328
13:29:46,76.5,30.1,100,30.3,463236
13:29:47,76.5,30.1,100,30.3,463152
13:29:48,77,30.1,100,30.3,463044
13:29:49,77,30.1,100,30.4,462953
13:29:50,77.8,30.1,100,30.3,462860
13:29:51,77.8,30.1,100,30.4,462765
13:29:52,78.1,30,100,30.4,462670
13:29:53,78.2,30,100,30.5,462581
13:29:54,78.8,30,100,30.5,462478
13:29:55,79,30,100,30.6,462377
13:29:56,79.5,30,100,30.7,462318
13:29:57,79.5,30,100,30.6,462235
13:29:58,79.7,30,100,30.7,462156
13:29:59,79.9,30,100,30.7,462085
13:30:00,80.2,30,100,30.7,462022
13:30:01,80.6,29.9,100,30.7,461964
13:30:02,80.8,29.9,100,30.7,461909
13:30:03,80.9,29.9,100,30.7,461865
13:30:04,80.9,29.9,100,30.7,461837
13:30:05,81,29.9,100,30.7,461820
13:30:06,81.2,29.9,100,30.7,461816
13:30:07,81.2,29.9,100,30.7,461827
13:30:08,81.2,29.8,100,30.6,461856
13:30:09,81.1,29.8,100,30.7,461904
13:30:10,80.9,29.8,100,30.7,461968
13:30:11,80.9,29.8,100,30.7,462062
13:30:12,80.4,29.8,100,30.6,462169
13:30:13,80.4,29.8,100,30.6,462309
13:30:14,79,29.7,100,30.6,462454
13:30:15,78.3,29.7,100,30.6,462643
13:30:16,78.3,29.7,100,30.6,462857
13:30:17,77.6,29.7,100,30.6,463091
13:30:18,75.6,29.6,100,30.6,463346
13:30:19,74.6,29.6,100,30.5,463627
13:30:20,73.6,29.6,100,30.5,463903
13:30:21,73.6,29.6,100,30.5,463903
13:30:22,72.2,29.5,100,30.5,464197
13:30:23,70.8,29.5,100,30.5,464488
13:30:24,69.7,29.5,100,30.5,464776
13:30:25,69.7,29.5,100,30.4,465046
13:30:26,68.9,29.5,100,30.4,465305
13:30:27,67.4,29.4,100,30.4,465546
13:30:28,67.4,29.4,100,30.4,465763
13:30:29,65.6,29.4,100,30.4,465998
13:30:30,65.1,29.4,100,30.3,466114
13:30:31,64.6,29.4,100,30.3,466276
13:30:32,64.2,29.4,100,30.3,466407
13:30:33,64.2,29.4,100,30.3,466516
13:30:34,63.9,29.4,100,30.3,466612
13:30:35,63.5,29.3,100,30.2,466698
13:30:36,63,29.3,100,30.2,466774
13:30:37,63,29.3,100,30.2,466836
13:30:38,62.6,29.3,100,30.2,466890
13:30:39,62.4,29.3,100,30.2,466933
13:30:40,62.3,29.2,100,30.1,466961
13:30:41,62.2,29.2,100,30.1,466985
13:30:42,62.1,29.2,100,30.1,467005
13:30:43,62.1,29.2,100,30.1,467017
13:30:44,62.1,29.2,99.8,30.1,467031
13:30:45,62,29.2,99.7,30.1,467038
13:30:46,62,29.2,99.5,30,467043
13:30:47,61.9,29.1,99.4,30,467047
13:30:48,61.9,29.1,99.3,30,467050
13:30:49,61.9,29.1,99.2,30,467051
13:30:50,61.9,29.1,99.1,30,467047
13:30:51,61.9,29.1,99.1,30,467044
13:30:52,61.9,29.1,99.1,30,467046
13:30:53,61.9,29.1,99,29.9,467046
13:30:54,61.9,29,99,29.9,467047
13:30:55,61.9,29,99,29.9,467043
13:30:56,61.9,29,99,29.9,467041
13:30:57,61.9,29,99,29.9,467043
13:30:58,62,29,99,29.9,467047
13:30:59,62,29,99,29.8,467045
13:31:00,62,28.9,99,29.8,467045
13:31:01,62,28.9,99,29.8,467043
13:31:02,62,28.9,99,29.8,467047
13:31:03,62,28.9,99,29.8,467051
13:31:04,62,28.9,99,29.7,467055
13:31:05,62.1,28.9,99,29.7,467060
13:31:06,62.1,28.9,99,29.7,467065
13:31:07,62.1,28.8,98.9,29.7,467077
13:31:08,62.1,28.8,98.9,29.7,467086
13:31:09,62.1,28.8,98.9,29.6,467093
13:31:10,62.1,28.8,98.9,29.6,467104
13:31:11,62.1,28.8,98.9,29.6,467116
13:31:12,62.1,28.8,98.9,29.6,467135
13:31:13,62.1,28.8,98.9,29.6,467152
13:31:14,62.1,28.7,98.9,29.6,467168
13:31:15,62.1,28.7,98.8,29.6,467183
13:31:16,62,28.7,98.8,29.6,467205
13:31:17,62,28.7,98.8,29.6,467227
13:31:18,61.9,28.7,98.7,29.6,467246
13:31:19,61.9,28.6,98.7,29.6,467246
13:31:20,61.8,28.6,98.7,29.5,467274
13:31:21,61.8,28.6,98.7,29.5,467297
13:31:22,61.7,28.6,98.6,29.5,467325
13:31:23,61.7,28.6,98.6,29.5,467359
13:31:24,61.5,28.6,98.5,29.5,467394
13:31:25,61.4,28.5,98.5,29.5,467431
13:31:26,61.3,28.5,98.4,29.5,467466
13:31:27,61.2,28.5,98.3,29.5,467499
13:31:28,61.1,28.5,98.2,29.5,467537
13:31:29,61,28.5,98.2,29.5,467575
13:31:30,61,28.5,98.1,29.4,467613
