Time,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS Raw
15:33:43,28.8,29.8,18.2,27.1,480674
15:33:44,28.9,29.8,19.1,27.7,480582
15:33:45,29.1,29.8,23.4,29.7,480473
15:33:46,29.4,29.7,63.1,29.7,480371
15:33:47,29.6,29.7,63.3,29.7,480260
15:33:48,29.6,29.7,63.5,29.7,480141
15:33:49,30.1,29.7,63.6,29.7,480022
15:33:50,30.3,29.6,63.9,29.7,479902
15:33:51,30.9,29.6,64.1,29.7,479777
15:33:52,30.9,29.6,64.3,29.7,479652
15:33:53,31,29.5,64.6,29.7,479520
15:33:54,31.2,29.5,64.6,29.7,479520
15:33:55,31.9,29.5,64.8,29.7,479387
15:33:56,32.2,29.4,65.1,29.7,479258
15:33:57,32.2,29.4,65.4,29.7,479125
15:33:58,32.8,29.4,65.7,29.7,478992
15:33:59,32.8,29.4,66,29.7,478862
15:34:00,33.1,29.3,66.3,29.7,478728
15:34:01,33.3,29.3,66.6,29.7,478600
15:34:02,33.6,29.3,66.9,29.7,478469
15:34:03,34.1,29.3,67.3,29.7,478336
15:34:04,34.5,29.2,67.6,29.6,478202
15:34:05,34.8,29.2,67.9,29.6,478084
15:34:06,35.1,29.2,68.2,29.6,477942
15:34:07,35.4,29.2,68.6,29.6,477808
15:34:08,35.4,29.2,68.9,29.6,477673
15:34:09,36.1,29.1,69.2,29.6,477537
15:34:10,36.1,29.1,69.6,29.6,477400
15:34:11,36.7,29.1,69.9,29.6,477274
15:34:12,36.7,29.1,70.2,29.5,477146
15:34:13,37.2,29,70.6,29.5,477017
15:34:14,37.5,29,70.9,29.5,476891
15:34:15,37.9,29,71.2,29.5,476769
15:34:16,38.3,28.9,71.6,29.5,476630
15:34:17,38.3,28.9,71.9,29.5,476539
15:34:18,38.6,28.9,72.2,29.5,476425
15:34:19,38.7,28.9,72.5,29.5,476323
15:34:20,39.2,28.9,72.8,29.5,476219
15:34:21,39.2,28.9,73.1,29.4,476131
15:34:22,39.6,28.8,73.4,29.4,476053
15:34:23,39.8,28.8,73.7,29.4,475987
15:34:24,40,28.8,74,29.4,475941
15:34:25,40.1,28.8,74.3,29.4,475911
15:34:26,40.2,28.8,74.5,29.4,475893
15:34:27,40.4,28.7,74.7,29.4,475891
15:34:28,40.4,28.7,74.9,29.4,475902
15:34:29,40.5,28.7,75.1,29.4,475925
15:34:30,40.5,28.7,75.2,29.4,475962
15:34:31,40.5,28.6,75.3,29.3,476015
15:34:32,40.5,28.6,75.4,29.3,476086
15:34:33,40.5,28.6,75.4,29.3,476168
15:34:34,40.4,28.6,75.4,29.3,476262
15:34:35,40.3,28.6,75.4,29.3,476372
15:34:36,40,28.6,75.3,29.3,476501
15:34:37,39.5,28.5,75.2,29.2,476625
15:34:38,39.2,28.5,75.1,29.2,476782
15:34:39,38.9,28.5,74.9,29.2,476935
15:34:40,38.6,28.5,74.7,29.2,477084
15:34:41,38.2,28.4,74.5,29.2,477233
15:34:42,37.9,28.4,74.3,29.2,477396
15:34:43,37.6,28.4,74,29.2,477519
15:34:44,37.6,28.4,73.7,29.1,477652
15:34:45,37.3,28.4,73.4,29.1,477773
15:34:46,36.9,28.4,73.1,29.1,477881
15:34:47,36.9,28.4,73.1,29.1,477881
15:34:48,36.4,28.3,72.7,29.1,477977
15:34:49,36,28.3,72.4,29.1,478065
15:34:50,36,28.3,72.1,29.1,478108
15:34:51,35.8,28.3,71.8,29.1,478171
15:34:52,35.7,28.2,71.5,29,478214
15:34:53,35.6,28.2,71.2,29,478249
15:34:54,35.4,28.2,71,29,478268
15:34:55,35.4,28.2,70.8,29,478284
15:34:56,35.3,28.2,70.6,29,478294
15:34:57,35.3,28.2,70.4,29,478298
15:34:58,35.3,28.1,70.2,29,478298
15:34:59,35.3,28.1,70.1,29,478296
15:35:00,35.3,28.1,70,29,478293
15:35:01,35.3,28.1,69.9,28.9,478290
15:35:02,35.3,28.1,69.8,28.9,478288
15:35:03,35.2,28,69.8,28.9,478286
15:35:04,35.2,28,69.7,28.9,478290
15:35:05,35.2,28,69.7,28.9,478297
15:35:06,35.2,28,69.7,28.9,478299
15:35:07,35.2,28,69.7,28.8,478312
15:35:08,35.2,27.9,69.7,28.8,478329
15:35:09,35.2,27.9,69.6,28.8,478345
15:35:10,35.2,27.9,69.6,28.8,478363
15:35:11,35.2,27.9,69.6,28.8,478382
15:35:12,35.2,27.9,69.6,28.8,478400
15:35:13,35.2,27.8,69.6,28.8,478425
15:35:14,35.1,27.8,69.5,28.8,478449
15:35:15,35,27.8,69.5,28.8,478475
15:35:16,35,27.8,69.5,28.7,478501
15:35:17,35,27.8,69.4,28.7,478529
15:35:18,35,27.8,69.4,28.7,478548
15:35:19,34.9,27.7,69.4,28.7,478574
15:35:20,34.9,27.7,69.3,28.7,478601
15:35:21,34.8,27.7,69.3,28.7,478630
15:35:22,34.7,27.7,69.2,28.7,478657
15:35:23,34.7,27.7,69.1,28.6,478683
15:35:24,34.7,27.7,69.1,28.6,478706
15:35:25,34.6,27.6,69,28.6,478730
15:35:26,34.6,27.6,69,28.6,478755
15:35:27,34.5,27.6,68.9,28.6,478783
15:35:28,34.5,27.6,68.8,28.5,478806
15:35:29,34.4,27.6,68.8,28.5,478834
15:35:30,34.4,27.6,68.7,28.5,478862
