Time,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS Raw
13:07:56,58.8,12.7,70.9,767.9,474782
13:07:57,58.7,12.7,70.8,767.9,474809
13:07:58,58.7,12.6,70.7,767.9,474827
13:07:59,58.7,12.6,70.6,767.9,474854
13:08:00,58.6,12.6,70.5,767.9,474877
13:08:01,58.6,12.6,70.5,767.9,474898
13:08:02,58.5,12.6,70.4,767.9,474919
13:08:03,58.5,12.6,70.3,767.9,474948
13:08:04,58.5,12.5,70.2,767.9,474979
13:08:05,58.4,12.5,70.1,767.9,475007
13:08:06,58.4,12.5,70.1,767.9,475029
13:08:07,58.3,12.5,70,767.9,475058
13:08:08,58.3,12.5,69.9,767.9,475079
13:08:09,58.2,12.4,69.8,767.9,475112
13:08:10,58.2,12.4,69.8,767.9,475131
13:08:11,58.2,12.4,69.7,767.9,475142
13:08:12,58.1,12.4,69.6,767.9,475172
13:08:13,58.1,12.4,69.5,767.9,475187
13:08:14,58.1,12.3,69.5,767.9,475187
13:08:15,58,12.3,69.5,767.9,475204
13:08:16,58,12.3,69.4,767.9,475222
13:08:17,58,12.3,69.3,767.9,475245
13:08:18,58,12.3,69.2,767.9,475263
13:08:19,57.9,12.2,69.2,767.9,475282
13:08:20,57.9,12.2,69.1,767.9,475298
13:08:21,57.9,12.2,69,767.9,475324
13:08:22,57.8,12.2,69,767.9,475348
13:08:23,57.8,12.2,68.9,767.9,475355
13:08:24,57.8,12.1,68.9,767.9,475371
13:08:25,57.8,12.1,68.8,767.9,475398
13:08:26,57.7,12.1,68.7,767.9,475417
13:08:27,57.7,12.1,68.7,767.9,475435
13:08:28,57.7,12.1,68.6,767.9,475453
13:08:29,57.7,12.1,68.6,767.9,475473
13:08:30,57.7,12,68.5,767.9,475488
13:08:31,57.6,12,68.4,767.9,475509
13:08:32,57.6,12,68.4,767.9,475526
13:08:33,57.6,12,68.3,767.9,475551
13:08:34,57.6,12,68.3,767.9,475570
13:08:35,57.5,11.9,68.2,767.9,475594
13:08:36,57.5,11.9,68.1,767.9,475615
13:08:37,57.5,11.9,68.1,767.9,475642
13:08:38,57.5,11.9,68,767.9,475643
13:08:39,57.5,11.9,68,767.9,475655
13:08:40,57.4,11.8,67.9,767.9,475673
13:08:41,57.4,11.8,67.8,767.9,475692
13:08:42,57.4,11.8,67.8,767.9,475711
13:08:43,57.4,11.8,67.7,767.9,475721
13:08:44,57.3,11.8,67.7,767.9,475739
13:08:45,57.3,11.7,67.6,767.9,475749
13:08:46,57.3,11.7,67.6,767.9,475766
13:08:47,57.3,11.7,67.5,767.9,475780
13:08:48,57.2,11.7,67.5,767.9,475805
13:08:49,57.2,11.7,67.4,767.9,475821
13:08:50,57.2,11.7,67.4,767.9,475840
13:08:51,57.2,11.6,67.3,767.9,475861
13:08:52,57.1,11.6,67.3,767.9,475876
13:08:53,57.1,11.6,67.2,767.9,475889
13:08:54,57.1,11.6,67.2,767.9,475899
