Time,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp
15:06:18,63.9,34,11.4,34.9
15:06:19,63.9,34,11.4,34.9
15:06:20,63.9,34,11.5,34.9
15:06:21,63.9,34,11.5,34.9
15:06:22,63.9,34.1,11.5,34.9
15:06:23,63.8,34.1,11.5,34.9
15:06:24,63.8,34.1,11.5,34.9
15:06:25,63.8,34.1,11.5,34.9
15:06:26,63.8,34.1,11.5,34.9
15:06:27,63.8,34.1,11.6,34.9
15:06:28,63.7,34.1,11.5,34.9
15:06:29,63.7,34.1,11.6,34.9
15:06:30,63.7,34.1,11.6,34.9
15:06:31,63.7,34.1,11.6,34.9
15:06:32,63.7,34.1,11.6,34.9
15:06:33,63.7,34.1,11.6,34.8
15:06:34,63.6,34.1,11.6,34.8
15:06:35,63.6,34.1,11.6,34.8
15:06:36,63.6,34.1,11.6,34.9
15:06:37,63.6,34.1,11.6,34.9
15:06:38,63.6,34.1,11.6,34.9
15:06:39,63.6,34.1,11.6,34.8
15:06:40,63.5,34.1,11.6,34.9
15:06:41,63.5,34.1,11.6,34.9
15:06:42,63.5,34.1,11.6,34.9
15:06:43,63.5,34.1,11.6,34.9
15:06:44,63.5,34.1,11.5,34.9
15:06:45,63.5,34.1,11.5,34.9
15:06:46,63.4,34.1,11.5,34.9
15:06:47,63.4,34.1,11.5,34.8
15:06:48,63.4,34.1,11.5,34.8
15:06:49,63.4,34.1,11.5,34.9
15:06:50,63.4,34.1,11.4,34.9
15:06:51,63.4,34.1,11.5,34.9
15:06:52,63.4,34.1,11.4,34.8
15:06:53,63.3,34.1,11.5,34.8
15:06:54,63.3,34.1,11.5,34.8
15:06:55,63.3,34.1,11.5,34.8
15:06:56,63.3,34.1,11.5,34.8
15:06:57,63.3,34.1,11.5,34.8
15:06:58,63.3,34.1,11.5,34.8
15:06:59,63.3,34.1,11.5,34.9
15:07:00,63.3,34.1,11.5,34.8
15:07:01,63.3,34.1,11.5,34.8
15:07:02,63.3,34.1,11.5,34.8
15:07:03,63.3,34.1,11.5,34.8
15:07:04,63.3,34.1,11.5,34.8
15:07:05,63.3,34.1,11.6,34.8
15:07:06,63.2,34.1,11.5,34.8
15:07:07,63.2,34.1,11.5,34.8
15:07:08,63.2,34.1,11.5,34.8
15:07:09,63.2,34.1,11.5,34.9
15:07:10,63.2,34.1,11.5,34.9
15:07:11,63.2,34.1,11.5,34.9
15:07:12,63.2,34.1,11.5,34.9
15:07:13,63.2,34.1,11.5,34.9
15:07:14,63.2,34.1,11.5,34.8
15:07:15,63.2,34.1,11.5,34.8
15:07:16,63.2,34.1,11.5,34.8
15:07:17,63.2,34.1,11.5,34.8
15:07:18,63.1,34.1,11.5,34.8
15:07:19,63.1,34.1,11.5,34.9
15:07:20,63.1,34.1,11.5,34.9
15:07:21,63.1,34.1,11.5,34.9
15:07:22,63.1,34.1,11.5,34.9
15:07:23,63.1,34.1,11.5,34.9
15:07:24,63,34.1,11.5,34.9
15:07:25,63,34.1,11.5,34.8
15:07:26,63,34.1,11.5,34.8
