Time,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp
13:12:26,96.3,15.1,114,15.9
13:12:27,96.2,15.1,114,16
13:12:28,96.2,15.1,114,16
13:12:29,96.1,15.1,114,16
13:12:30,96,15.1,114,16
13:12:31,96,15.1,114,16
13:12:32,95.9,15.1,114,16
13:12:33,95.8,15.2,114,16
13:12:34,95.8,15.2,114,16
13:12:35,95.7,15.2,114,16
13:12:36,95.6,15.2,114,16
13:12:37,95.5,15.2,114,16
13:12:38,95.4,15.2,114,16
13:12:39,95.4,15.2,114,16
13:12:40,95.3,15.2,114,16
13:12:41,95.3,15.3,114,16
13:12:42,95.2,15.3,114,16
13:12:43,95.1,15.3,114,16.1
13:12:44,95,15.3,114,16.1
13:12:45,95,15.3,114,16.1
13:12:46,94.8,15.3,114,16.1
13:12:47,94.8,15.3,114,16.1
13:12:48,94.7,15.4,114.1,16.1
13:12:49,94.7,15.4,114.1,16.1
13:12:50,94.6,15.4,114.1,16.1
13:12:51,94.5,15.4,114.1,16.1
13:12:52,94.4,15.4,114.1,16.2
13:12:53,94.4,15.4,114.1,16.2
13:12:54,94.3,15.5,114.1,16.2
13:12:55,94.2,15.5,114.1,16.2
13:12:56,94.2,15.5,114.1,16.2
13:12:57,94,15.5,114.1,16.2
13:12:58,94,15.5,114.1,16.2
13:12:59,93.9,15.5,114.1,16.3
13:13:00,93.8,15.5,114.2,16.3
13:13:01,93.7,15.6,114.2,16.3
13:13:02,93.6,15.6,114.2,16.3
13:13:03,93.6,15.6,114.2,16.3
13:13:04,93.5,15.6,114.2,16.3
13:13:05,93.4,15.6,114.2,16.3
13:13:06,93.3,15.6,114.2,16.4
13:13:07,93.2,15.7,114.2,16.4
13:13:08,93.1,15.7,114.2,16.4
13:13:09,93,15.7,114.2,16.4
13:13:10,92.9,15.7,114.3,16.4
13:13:11,92.8,15.7,114.3,16.4
13:13:12,92.6,15.8,114.3,16.4
13:13:13,92.6,15.8,114.3,16.4
13:13:14,92.4,15.8,114.3,16.4
13:13:15,92.4,15.8,114.3,16.5
13:13:16,92.2,15.8,114.3,16.5
13:13:17,92.1,15.8,114.3,16.5
13:13:18,91.9,15.9,114.3,16.5
13:13:19,91.8,15.9,114.3,16.5
13:13:20,91.7,15.9,114.3,16.5
13:13:21,91.6,15.9,114.3,16.5
13:13:22,91.5,15.9,114.4,16.5
13:13:23,91.4,15.9,114.4,16.5
13:13:24,91.2,15.9,114.4,16.5
13:13:25,91,16,114.4,16.5
13:13:26,90.9,16,114.4,16.5
13:13:27,90.7,16,114.4,16.5
13:13:28,90.5,16,114.4,16.5
13:13:29,90.4,16,114.4,16.6
13:13:30,90.2,16,114.4,16.6
13:13:32,90.1,16.1,114.5,16.6
13:13:33,90,16.1,114.5,16.6
13:13:34,89.9,16.1,114.5,16.6
13:13:35,89.6,16.1,114.5,16.6
13:13:36,89.4,16.1,114.5,16.6
13:13:37,89.3,16.1,114.5,16.6
13:13:38,89.2,16.2,114.5,16.6
13:13:39,88.9,16.2,114.5,16.6
13:13:40,88.9,16.2,114.5,16.7
13:13:41,88.6,16.2,114.6,16.7
13:13:42,88.5,16.2,114.6,16.7
13:13:43,88.4,16.2,114.6,16.7
13:13:44,88.3,16.3,114.6,16.7
13:13:45,88.1,16.3,114.6,16.7
13:13:46,88,16.3,114.6,16.7
13:13:47,87.8,16.3,114.6,16.8
13:13:48,87.7,16.3,114.6,16.8
13:13:49,87.4,16.4,114.6,16.8
13:13:50,87.3,16.4,114.7,16.8
13:13:51,87.2,16.4,114.7,16.8
13:13:52,87.1,16.4,114.7,16.8
13:13:53,86.9,16.4,114.7,16.8
13:13:54,86.6,16.4,114.7,16.9
13:13:55,86.5,16.5,114.7,16.9
13:13:56,86.4,16.5,114.7,16.9
13:13:57,86.1,16.5,114.7,16.9
13:13:58,86.1,16.5,114.7,16.9
13:13:59,85.8,16.5,114.7,16.9
13:14:00,85.6,16.6,114.7,16.9
13:14:01,85.6,16.6,114.7,16.9
13:14:02,85.4,16.6,114.8,16.9
13:14:03,85.3,16.6,114.8,16.9
13:14:04,85.1,16.6,114.8,16.9
13:14:05,84.9,16.6,114.8,17
13:14:06,84.7,16.6,114.8,17
13:14:07,84.6,16.6,114.8,17
13:14:08,84.4,16.7,114.8,17
