Time,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp
16:32:44,NaN,21,76.6,22.1
16:32:45,85.5,20.4,76.6,22.1
16:32:46,85.5,20.4,76.6,22.1
16:32:47,85.3,20.4,76.6,22.1
16:32:48,85,20.4,76.6,22.1
16:32:49,84.5,20.4,76.6,22.1
16:32:50,84.5,20.4,76.6,22.1
16:32:51,84.2,20.4,76.5,22.1
16:32:52,83.2,20.3,76.4,22.1
16:32:53,82.7,20.3,76.3,22.1
16:32:54,82,20.3,76.1,22.1
16:32:55,82,20.3,76,22.1
16:32:56,81,20.3,75.8,22.1
16:32:57,81,20.3,75.6,22.1
16:32:58,79,20.3,75.3,22.1
16:32:59,79,20.3,75.1,22.1
16:33:00,77.5,20.2,74.8,22.1
16:33:01,76.5,20.2,74.4,22.1
16:33:02,76.5,20.2,74.1,22.1
16:33:03,74,20.2,73.7,22.1
16:33:04,73.1,20.2,73.3,22.1
16:33:05,72,20.2,72.9,22.1
16:33:06,70.1,20.2,72.4,22.1
16:33:07,69,20.1,71.9,22.1
16:33:08,69,20.1,71.4,22.1
16:33:09,67.9,20.1,70.8,22.1
16:33:10,66,20.1,70.3,22
16:33:11,66,20.1,69.7,22
16:33:12,63.3,20.1,69.1,22
16:33:13,63.3,20.1,68.4,22
16:33:14,62.1,20.1,67.8,22
16:33:15,61.1,20.1,67.1,22
16:33:16,59.9,20.1,66.4,22
16:33:17,58.1,20.1,65.7,22
16:33:18,58.1,20.1,65,22
16:33:19,56.5,20,64.4,22
16:33:20,55.3,20,63.7,22
16:33:21,54,20,63.1,21.9
16:33:22,54,20,62.4,21.9
16:33:23,52.7,20,61.8,21.9
16:33:24,52.1,20,61.2,21.9
16:33:25,52.1,20,60.6,21.9
16:33:26,51.1,20,60.1,21.9
16:33:27,50.8,20,59.5,21.9
16:33:28,49.9,19.9,59,21.9
16:33:29,49.9,19.9,58.6,21.8
16:33:30,49.3,19.9,58.2,21.8
16:33:31,49.3,19.9,57.8,21.8
16:33:32,48.6,19.9,57.4,21.8
16:33:33,48.1,19.9,57,21.8
16:33:34,48.1,19.9,56.7,21.8
16:33:35,47.7,19.9,56.4,21.7
16:33:36,47.5,19.9,56.1,21.7
16:33:37,47.5,19.9,55.8,21.7
16:33:38,47.1,19.8,55.6,21.7
16:33:39,46.9,19.8,55.3,21.7
16:33:40,46.6,19.8,55.1,21.7
16:33:41,46.4,19.8,54.8,21.7
16:33:42,46.2,19.8,54.6,21.7
16:33:43,46,19.8,54.4,21.7
16:33:44,45.9,19.8,54.1,21.7
16:33:45,45.5,19.7,53.9,21.7
16:33:46,45.4,19.7,53.7,21.7
16:33:47,45.2,19.7,53.5,21.7
16:33:48,44.9,19.7,53.3,21.7
16:33:49,44.9,19.7,53,21.6
16:33:50,44.4,19.7,52.8,21.6
16:33:51,44.3,19.7,52.6,21.6
16:33:52,44.3,19.7,52.3,21.6
16:33:53,44.2,19.6,52.1,21.6
16:33:54,43.8,19.6,51.9,21.6
16:33:55,43.7,19.6,51.7,21.6
16:33:56,43.7,19.6,51.4,21.6
16:33:57,43.4,19.6,51.2,21.5
16:33:58,43.2,19.6,51,21.5
16:33:59,43.1,19.5,50.8,21.5
16:34:00,42.8,19.5,50.6,21.5
16:34:01,42.8,19.5,50.4,21.5
16:34:02,42.6,19.5,50.2,21.5
16:34:03,42.5,19.5,50,21.5
16:34:04,42.3,19.5,49.8,21.5
16:34:05,42.2,19.4,49.6,21.4
16:34:06,42.1,19.4,49.4,21.4
16:34:07,42,19.4,49.2,21.4
16:34:08,41.8,19.4,49.1,21.4
16:34:09,41.6,19.4,48.9,21.4
16:34:10,41.4,19.4,48.7,21.3
16:34:11,41.2,19.3,48.5,21.3
16:34:12,41.1,19.3,48.3,21.3
16:34:13,41.1,19.3,48.1,21.3
16:34:14,41,19.3,47.9,21.3
16:34:15,40.9,19.3,47.7,21.3
16:34:16,40.7,19.2,47.5,21.3
16:34:17,40.6,19.2,47.3,21.2
16:34:18,40.6,19.2,47.1,21.2
16:34:19,40.5,19.2,47,21.2
16:34:20,40.4,19.2,46.8,21.2
16:34:21,40.3,19.2,46.7,21.2
16:34:22,40.1,19.1,46.5,21.2
16:34:23,40.1,19.1,46.4,21.2
16:34:24,39.9,19.1,46.2,21.2
16:34:25,39.9,19.1,46.1,21.1
16:34:26,39.7,19,46,21.1
16:34:27,39.7,19,45.9,21.1
16:34:28,39.6,19,45.7,21.1
16:34:29,39.4,19,45.6,21.1
16:34:30,39.4,19,45.5,21.1
16:34:31,39.3,18.9,45.4,21.1
16:34:32,39.2,18.9,45.3,21.1
16:34:33,39,18.9,45.2,21
16:34:34,38.9,18.9,45.1,21
16:34:35,38.9,18.8,44.9,21
16:34:36,38.9,18.8,44.8,21
16:34:37,38.6,18.8,44.7,20.9
16:34:38,38.6,18.8,44.6,20.9
16:34:39,38.6,18.8,44.5,20.9
16:34:40,38.4,18.7,44.4,20.9
16:34:41,38.4,18.7,44.2,20.9
16:34:42,38.2,18.7,44.1,20.9
16:34:43,38.1,18.6,44,20.8
16:34:44,38.1,18.6,43.9,20.8
16:34:45,37.9,18.6,43.7,20.8
16:34:46,37.8,18.6,43.6,20.8
16:34:47,37.7,18.5,43.5,20.8
16:34:48,37.6,18.5,43.3,20.7
16:34:49,37.5,18.5,43.2,20.7
16:34:50,37.4,18.5,43.1,20.7
16:34:51,37.3,18.5,42.9,20.7
16:34:52,37.2,18.4,42.8,20.7
16:34:53,37.2,18.4,42.7,20.6
16:34:54,37,18.4,42.5,20.6
16:34:55,36.9,18.4,42.4,20.6
16:34:56,36.8,18.3,42.3,20.6
16:34:57,36.7,18.3,42.1,20.6
16:34:58,36.5,18.3,42,20.6
16:34:59,36.4,18.2,41.9,20.5
16:35:00,36.3,18.2,41.8,20.5
16:35:01,36.3,18.2,41.6,20.5
16:35:02,36.1,18.2,41.5,20.5
16:35:03,36.1,18.2,41.4,20.5
16:35:04,36,18.1,41.2,20.4
16:35:05,35.9,18.1,41.1,20.4
16:35:06,35.8,18.1,41,20.4
16:35:07,35.6,18.1,40.9,20.4
16:35:08,35.6,18,40.6,20.4
16:35:09,35.4,18,40.5,20.3
16:35:10,35.4,18,40.4,20.3
16:35:11,35.2,17.9,40.2,20.3
16:35:12,35.2,17.9,40.1,20.3
16:35:13,35.1,17.9,39.9,20.3
16:35:14,35,17.9,39.8,20.2
16:35:15,34.9,17.9,39.6,20.2
16:35:16,34.7,17.8,39.5,20.2
16:35:17,34.7,17.8,39.3,20.2
16:35:18,34.6,17.8,39.2,20.1
16:35:19,34.5,17.7,39.1,20.1
16:35:20,34.4,17.7,38.9,20.1
16:35:21,34.4,17.7,38.8,20.1
16:35:22,34.2,17.6,38.6,20.1
16:35:23,34.2,17.6,38.5,20
16:35:24,34.1,17.6,38.4,20
16:35:25,34,17.6,38.2,20
16:35:26,33.9,17.5,38.1,20
16:35:27,33.9,17.5,38,19.9
16:35:28,33.8,17.5,37.9,19.9
16:35:29,33.7,17.4,37.8,19.9
16:35:30,33.7,17.4,37.7,19.9
16:35:31,33.6,17.4,37.7,19.9
16:35:32,33.6,17.4,37.6,19.8
16:35:33,33.4,17.3,37.5,19.8
16:35:34,33.4,17.3,37.4,19.8
16:35:35,33.4,17.3,37.3,19.8
16:35:36,33.3,17.2,37.2,19.7
16:35:37,33.3,17.2,37.1,19.7
16:35:38,33.2,17.2,37,19.7
16:35:39,33.2,17.2,36.9,19.7
16:35:40,33.1,17.1,36.8,19.7
16:35:41,33.1,17.1,36.7,19.6
16:35:42,33,17.1,36.6,19.6
16:35:43,33,17,36.5,19.6
16:35:44,33,17,36.4,19.6
16:35:45,32.9,17,36.3,19.5
16:35:46,32.9,17,36.2,19.5
16:35:47,32.8,16.9,36.1,19.5
16:35:48,32.8,16.9,36.1,19.5
16:35:49,32.8,16.8,36,19.4
16:35:50,32.8,16.8,35.9,19.4
16:35:51,32.7,16.8,35.9,19.4
16:35:52,32.7,16.8,35.8,19.4
16:35:53,32.7,16.7,35.8,19.3
16:35:54,32.6,16.7,35.7,19.3
16:35:55,32.6,16.7,35.7,19.3
16:35:56,32.6,16.6,35.7,19.3
