Time,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp
10:39:18,98.7,15.9,110.9,16.8
10:39:19,98.7,15.9,110.9,16.8
10:39:20,98.7,15.9,110.9,16.8
10:39:21,98.7,15.9,110.9,16.8
10:39:22,98.7,15.9,110.9,16.8
10:39:23,98.7,15.9,110.9,16.8
10:39:24,98.7,15.9,110.9,16.8
10:39:25,98.7,15.9,110.9,16.8
10:39:26,98.7,15.9,110.9,16.8
10:39:27,98.7,15.9,110.9,16.8
10:39:28,98.7,15.9,110.9,16.8
10:39:29,98.7,15.9,110.9,16.8
10:39:30,98.7,15.9,110.9,16.8
10:39:31,98.7,15.9,110.9,16.8
10:39:32,98.7,15.9,110.9,16.8
10:39:33,98.7,15.9,110.9,16.8
10:39:34,98.7,15.9,110.9,16.8
10:39:35,98.7,15.9,110.9,16.8
10:39:36,98.7,15.9,110.9,16.8
10:39:37,98.7,15.9,110.9,16.8
10:39:38,98.7,15.9,110.9,16.8
10:39:39,98.7,15.9,110.9,16.8
10:39:40,98.7,15.9,110.9,16.8
10:39:41,98.7,15.9,110.9,16.8
10:39:42,98.7,15.9,110.9,16.8
10:39:43,98.7,15.9,110.9,16.8
10:39:44,98.7,15.9,110.9,16.8
10:39:45,98.7,15.9,110.9,16.8
10:39:46,98.7,15.9,110.9,16.8
10:39:47,98.7,15.9,110.9,16.8
10:39:48,98.7,15.9,110.9,16.8
10:39:49,98.7,15.9,110.9,16.8
10:39:50,98.7,15.9,110.9,16.8
10:39:51,98.7,15.9,110.9,16.8
10:39:52,98.7,15.9,110.9,16.8
10:39:53,98.7,15.9,110.9,16.8
10:39:54,98.7,15.9,110.9,16.8
10:39:55,98.7,15.9,110.9,16.8
10:39:56,98.7,15.9,110.9,16.8
10:39:57,98.7,15.9,110.9,16.8
10:39:58,98.7,15.9,110.9,16.8
10:39:59,98.7,15.9,110.9,16.8
10:40:00,98.7,15.9,110.9,16.8
10:40:01,98.7,15.9,110.9,16.8
10:40:02,98.7,15.9,110.9,16.8
10:40:03,98.7,15.9,110.9,16.8
10:40:04,98.7,15.9,110.9,16.8
10:40:05,98.7,15.9,110.9,16.8
10:40:06,98.7,15.9,110.9,16.8
10:40:07,98.7,15.9,110.9,16.8
10:40:08,98.7,15.9,110.9,16.8
